answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3427,absa_sentiment_3427,absa_scores_3427,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3452,absa_sentiment_3452,absa_scores_3452,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3471,absa_sentiment_3471,absa_scores_3471,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,86.0,0.7,neutral,#GRAG mit 69:61 Stimmen unterstützt der Grosse Rat die Fortführung und Ausweitung von E-Voting https://t.co/XEAlsYY8Vw,grag stimmen unterstützen grosse rat fortführung ausweitung e voting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'GRAG': 0.11, 'mit': 0.1, '69:61': 0, 'Stimmen': 0, 'unterstützt': 1.0, 'der': 0.29, 'Grosse': 0, 'Rat': 0, 'die': 0.29, 'Fortführung': 0.3, 'und': 0.16, 'Ausweitung': 0.29, 'von': 0, 'E-Voting': 0}",positive,"[0.22422794, 0.019966329, 0.75580573]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Können solche Fehler auch mit e-Voting passieren? Panne in Windisch: 40 Minderjährige erhalten Stimmcouverts https://t.co/gOkipbLIxW,fehler e voting passieren panne windisch minderjährige erhalten stimmcouverts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Können': 0, 'solche': 0.07, 'Fehler': 0, 'auch': 0.05, 'mit': 0.07, 'e-Voting': 0, 'passieren': 0.04, 'Panne': 0.11, 'in': 0.1, 'Windisch': 0.17, 'Minderjährige': 0.27, 'erhalten': 0.58, 'Stimmcouverts': 0}",neutral,"[0.8427699, 0.11438943, 0.0428407]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"@Antarktis55 @knallfrog Fortsetzung der Liste, die Schweiz
- liess Lenin ausreisen, damit er in Russland die kommunistische Revolution durchführen konnte;
- lieferte im WWII Kriegsmaterial an die Alliierten;
- anerkannte sehr früh die kommunistische Regierung in China;
- geschäftete mit der DDR;
...",fortsetzung liste schweiz liess lenin ausreisen russland kommunistische revolution durchfahren liefern wwii kriegsmaterial alliierten anerkannt früh kommunistische regierung china geschäftete ddr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Fortsetzung': 0.06, 'der': 0.05, 'Liste': 0, 'die': 0.05, 'Schweiz': 0.03, 'liess': 0, 'Lenin': 0.04, 'ausreisen': 0.09, 'damit': 0.29500000000000004, 'er': 0, 'in': 0.03, 'Russland': 0.06, 'kommunistische': 0.03, 'Revolution': 0.05, 'durchführen': 0, 'konnte': 0.04, 'lieferte': 1.0, 'im': 0, 'WWII': 0.17, 'Kriegsmaterial': 0.7250000000000001, 'an': 0, 'Alliierten': 0.07, 'anerkannte': 0.31, 'sehr': 0.05, 'früh': 0.16, 'Regierung': 0.06, 'China': 0.04, 'geschäftete': 0, 'mit': 0.06, 'DDR': 0, '...': 0}",neutral,"[0.98685616, 0.003784913, 0.009358955]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.9,positive,"Bestes Preis-Leistungsverhältnis, CO2-Einsparung dank Simulator, Sicherheit der eigenen Daten - klingt vielversprechend! Viola Amherd beantragt den F-35 als neues Kampfflugzeug für die Schweizer Luftwaffe – und schon geht der Krach los https://t.co/mv6iQ5JwyU via @NZZ",gut preis leistungsverhältnis co2 einsparung danken simulator sicherheit eigen daten klingen vielversprechend viola amherd beantragen f neu kampfflugzeug schweizer luftwaffe schon gehen krach los via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Bestes': 0.05, 'Preis-Leistungsverhältnis': 0.08, 'CO2-Einsparung': 0.07, 'dank': 0.035, 'Simulator': 0.08, 'Sicherheit': 0, 'der': 0, 'eigenen': 0.06, 'Daten': 0.2, 'klingt': 0.12, 'vielversprechend': 0.07, 'Viola': 0.12, 'Amherd': 0.17, 'beantragt': 0, 'den': 0.11, 'F-35': 0, 'als': 1.0, 'neues': 1.0, 'Kampfflugzeug': 0.94, 'für': 0.35, 'die': 0.11, 'Schweizer': 0.1, 'Luftwaffe': 0, '–': 0, 'und': 0, 'schon': 0, 'geht': 0, 'Krach': 0, 'los': 0, 'via': 0}",neutral,"[0.68319774, 0.23529468, 0.081507556]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"@StefanSchmid78 @ThierryBurkart @NZZ @AGmur @WernerSalzmann @fdp_ag @FDP_Liberalen Das ändert aber nichts daran, dass die CH neue Kampfflugzeuge beschaffen muss und sich deren Fähigkeiten am Auftrag zu orientieren haben. Darum ging es im Text. Auch bei einer internationalen Zusammenarbeit im Ernstfall kommt die Schweiz um die Anschaffung herum.",ändern daran ch neue kampfflugzeuge beschaffen fähigkeiten auftrag orientieren darum gehen text international zusammenarbeit ernstfall kommen schweiz anschaffung herum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Das': 0.39, 'ändert': 0, 'aber': 0.05, 'nichts': 0, 'daran': 0.065, 'dass': 0.05, 'die': 0.39, 'CH': 0.03, 'neue': 0.05, 'Kampfflugzeuge': 0, 'beschaffen': 0.08, 'muss': 0.09, 'und': 0.03, 'sich': 0, 'deren': 0, 'Fähigkeiten': 0.06, 'am': 0, 'Auftrag': 0.13, 'zu': 0.09, 'orientieren': 0, 'haben': 0.07, 'Darum': 0, 'ging': 0, 'es': 0.04, 'im': 0, 'Text': 0.13, 'Auch': 0, 'bei': 0, 'einer': 0, 'internationalen': 0.13, 'Zusammenarbeit': 0.18, 'Ernstfall': 0.38, 'kommt': 0.11, 'Schweiz': 0.36, 'um': 0, 'Anschaffung': 0.99, 'herum': 0}",neutral,"[0.50339913, 0.28252313, 0.21407768]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,"@srfnews Es ist irritierend,wenn die Medien alles, was von der @SVPch kommt,  einem „Faktencheck“ unterziehen und gleichzeitig die faktenwidrigen Behauptungen von linker Seite unkritisch übernehmen.Der Ersatz der Kampfflugzeuge ist notwendig, um den Verfassungsauftrag der Armee umzusetzen",irritieren medien kommen faktencheck unterziehen gleichzeitig faktenwidrigen behauptungen link seite unkritisch übernehmen ersatz kampfflugzeuge notwendig verfassungsauftrag armee umsetzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Es': 0.32, 'ist': 0, 'irritierend': 0.15, 'wenn': 0, 'die': 0, 'Medien': 0.12, 'alles': 0.07, 'was': 0, 'von': 0, 'der': 0, 'kommt': 0.07, 'einem': 0, '„': 0, 'Faktencheck': 0, '“': 0, 'unterziehen': 0, 'und': 0, 'gleichzeitig': 0, 'faktenwidrigen': 0, 'Behauptungen': 0, 'linker': 0, 'Seite': 0, 'unkritisch': 0, 'übernehmen': 0, 'Der': 0, 'Ersatz': 0, 'Kampfflugzeuge': 0, 'notwendig': 0, 'um': 0, 'den': 0, 'Verfassungsauftrag': 0, 'Armee': 0, 'umzusetzen': 0}",neutral,"[0.5435717, 0.2007591, 0.25566924]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
0.0,0.0,0.0,-1.0,neutral,"@frontsight @MathysRoland Wer kann heute sagen, wie sich die nächsten 30 Jahre entwickeln? Bislang hat uns jede Krise überrascht. Die Beschaffung von Kampfflugzeugen dauert 10 Jahre. Wer wartet, bis die Krise da ist, ist zu spät. @sicherheit_ja",wer heute sagen nächst jahre entwickeln bislang jed krise überraschen beschaffung kampfflugzeugen dauern jahre wer warten krise spät,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wer': 0.04, 'kann': 0.04, 'heute': 0.06, 'sagen': 0.03, 'wie': 0.04, 'sich': 0, 'die': 0.11, 'nächsten': 0.04, 'Jahre': 0.28, 'entwickeln': 0.14, 'Bislang': 0.035, 'hat': 0, 'uns': 0.1, 'jede': 0.08, 'Krise': 0.14, 'überrascht': 0.13, 'Die': 0.11, 'Beschaffung': 1.0, 'von': 0, 'Kampfflugzeugen': 0.64, 'dauert': 0, 'wartet': 0, 'bis': 0.06, 'da': 0, 'ist': 0.07, 'zu': 0, 'spät': 0.07}",neutral,"[0.61001724, 0.24773377, 0.14224902]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
75.0,100.0,86.0,0.5,neutral,"@redder66 @sanibrecht Speziell ist, dass es überhaupt eine Volksabstimmung darüber gibt, da die Beschaffung der Kampfflugzeuge aus den ordentlichen Armeebudget finanziert wird. Stimmbürger stimmen über Grundsatzfragen, aber nicht über Auftragsvergaben ab. @sicherheit_ja",speziell überhaupt volksabstimmung darüber geben beschaffung kampfflugzeuge ordentlich armeebudget finanzieren stimmbürger stimmen grundsatzfragen auftragsvergaben ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Speziell': 0.06, 'ist': 0.27, 'dass': 0.03, 'es': 0.27, 'überhaupt': 0, 'eine': 0, 'Volksabstimmung': 0.27, 'darüber': 0.07, 'gibt': 0, 'da': 0, 'die': 0.03, 'Beschaffung': 0.71, 'der': 0.03, 'Kampfflugzeuge': 0, 'aus': 0, 'den': 0.03, 'ordentlichen': 0, 'Armeebudget': 0.09, 'finanziert': 0.15, 'wird': 0, 'Stimmbürger': 0.12, 'stimmen': 0, 'über': 0, 'Grundsatzfragen': 0.04, 'aber': 0.02, 'nicht': 0.02, 'Auftragsvergaben': 0.71, 'ab': 0}",neutral,"[0.9236245, 0.018537791, 0.05783776]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,@marcel_baur Es wird auf die Einsatzart ankommen. Wir fahren aber eine breite Strategie und von daher ist der Ersatz der alten Flugzeuge durch neue sinnvoll @sicherheit_ja #kampfflugzeug,einsatzart ankommen fahren breit strategie daher ersatz alt flugzeuge neue sinnvoll kampfflugzeug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Es': 0, 'wird': 0.04, 'auf': 0.04, 'die': 0.14, 'Einsatzart': 0.055, 'ankommen': 0, 'Wir': 0.05, 'fahren': 0, 'aber': 0, 'eine': 0, 'breite': 0.13, 'Strategie': 0.1, 'und': 0.06, 'von': 0, 'daher': 0, 'ist': 0, 'der': 0.14, 'Ersatz': 0, 'alten': 0.12, 'Flugzeuge': 0, 'durch': 0, 'neue': 0.13, 'sinnvoll': 0, 'kampfflugzeug': 0.67}",neutral,"[0.8797179, 0.0398084, 0.08047364]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.85,neutral,"Lesenswert: Wir sind stolz, dass wir als Stimmbürger über die Kampfflugzeugbeschaffung etc. diskutieren und abstimmen können, aber bei den Corona-Massnahmen dürfen wir nicht mitdenken, sondern sollen brav folgen. https://t.co/ugxroUH1hP",lesenswert stolz stimmbürger kampfflugzeugbeschaffung etc diskutieren abstimmen corona massnahmen dürfen mitdenken sollen brav folgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Lesenswert': 0.035, 'Wir': 0.05, 'sind': 0.05, 'stolz': 0, 'dass': 0.04, 'wir': 0, 'als': 0.03, 'Stimmbürger': 0.07, 'über': 0, 'die': 0.05, 'Kampfflugzeugbeschaffung': 0.655, 'etc.': 0, 'diskutieren': 0, 'und': 0.05, 'abstimmen': 0.39, 'können': 0, 'aber': 0.03, 'bei': 0, 'den': 0.05, 'Corona-Massnahmen': 0.10500000000000001, 'dürfen': 0, 'nicht': 0.06, 'mitdenken': 0.11, 'sondern': 0.03, 'sollen': 0.07, 'brav': 0, 'folgen': 0.18}",neutral,"[0.8970593, 0.025262898, 0.07767778]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,25.0,28.0,-0.15,neutral,Minimal muss das Kampfflugzeug schneller sein als das zu kontrollierende Flugzeug https://t.co/gIerhndkmg,minimal kampfflugzeug schnell kontrollierend flugzeug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Minimal': 0, 'muss': 0.1, 'das': 0, 'Kampfflugzeug': 0, 'schneller': 0, 'sein': 0, 'als': 0.08, 'zu': 0.1, 'kontrollierende': 0, 'Flugzeug': 0}",neutral,"[0.70653266, 0.19166, 0.10180739]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,"@Ale_chioc Für Wahlkampf wäre es ein schlechtes Timing, eher Abstimmungskampf um die Kampfflugzeugbeschaffung und Typenwahl durch den Bundesrat",wahlkampf schlecht timing eher abstimmungskampf kampfflugzeugbeschaffung typenwahl bundesrat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Für': 0.12, 'Wahlkampf': 0.315, 'wäre': 0.05, 'es': 0, 'ein': 0, 'schlechtes': 0.11, 'Timing': 0.08, 'eher': 0, 'Abstimmungskampf': 0.27, 'um': 0.07, 'die': 0.09, 'Kampfflugzeugbeschaffung': 0.935, 'und': 0.36, 'Typenwahl': 0, 'durch': 0, 'den': 0.09, 'Bundesrat': 0.19}",neutral,"[0.92439103, 0.055510674, 0.020098304]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,neutral,"@grunliberale @Juerg_Grossen Frage: fordern das die Mieter auch, wenn dadurch die Miete steigt? Bin sicher, dass die marktwirtschaftlichen Kräfte das regeln werden.",fragen fordern mieter dadurch miete steigen sichern marktwirtschaftlichen kräfte regeln,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Frage': 0.08, 'fordern': 0, 'das': 0.32, 'die': 0.05, 'Mieter': 0, 'auch': 0.1, 'wenn': 0.09, 'dadurch': 0.09, 'Miete': 0.05, 'steigt': 0.04, 'Bin': 0, 'sicher': 0, 'dass': 0.32, 'marktwirtschaftlichen': 0.91, 'Kräfte': 0, 'regeln': 0, 'werden': 1.0}",positive,"[0.3008248, 0.033034943, 0.66614026]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Von wegen nur Umweltschutz: In Wahrheit kämpfen die führenden deutschen Klimaaktivistinnen gegen Kapitalismus und Marktwirtschaft https://t.co/tO157lRSOS via @nzz,wegen umweltschutz wahrheit kämpfen führend deutsch klimaaktivistinnen kapitalismus marktwirtschaft via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Von': 0, 'wegen': 0, 'nur': 0, 'Umweltschutz': 0.13, 'In': 0.11, 'Wahrheit': 0.2, 'kämpfen': 0, 'die': 0.34, 'führenden': 0.14, 'deutschen': 0.21, 'Klimaaktivistinnen': 0.2, 'gegen': 0.71, 'Kapitalismus': 0.32, 'und': 0.56, 'Marktwirtschaft': 0.875, 'via': 1.0}",positive,"[0.26781914, 0.08086475, 0.65131617]",,,,"{'Von': 0, 'wegen': 0, 'nur': 0, 'Umweltschutz': 0.315, 'In': 0.04, 'Wahrheit': 0.15, 'kämpfen': 0, 'die': 0.02, 'führenden': 0.04, 'deutschen': 0.03, 'Klimaaktivistinnen': 0.03, 'gegen': 0.03, 'Kapitalismus': 0.02, 'und': 0.04, 'Marktwirtschaft': 0.015, 'via': 0.05}",neutral,"[0.92673177, 0.044860072, 0.02840824]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"@DanielMoccand Naja, wenn ich sehe, auf welchem Stand die Digitalisierung auf Bundesebene ist, verstehe ich, dass die Kantone keine Vorgaben wollen ...",naja sehen welch stehen digitalisierung bundesebene verstehen kantone vorgaben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Naja': 0.13, 'wenn': 0, 'ich': 0.08, 'sehe': 0.62, 'auf': 0, 'welchem': 0, 'Stand': 0, 'die': 0.1, 'Digitalisierung': 0, 'Bundesebene': 0.515, 'ist': 0, 'verstehe': 0.13, 'dass': 0.09, 'Kantone': 0.3, 'keine': 0, 'Vorgaben': 0, 'wollen': 0.07, '...': 0}",neutral,"[0.50606054, 0.055981014, 0.4379585]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"Bereits heute stellt nicht der Staat die ID oder den Pass her, sondern ein spezialisiertes Unternehmen. Alle reden von Digitalisierung. Wird es dann aber konkret, möchte man am liebsten wieder den Stempel eines Beamten einführen! https://t.co/Y7c4I1Ajcc",bereits heute stellen staat id pass her spezialisiert unternehmen all reden digitalisierung konkret mögen lieb stempel beamten einfahren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Bereits': 0.05, 'heute': 0.03, 'stellt': 0, 'nicht': 0.03, 'der': 0.04, 'Staat': 0.02, 'die': 0.04, 'ID': 0.02, 'oder': 0.01, 'den': 0.04, 'Pass': 0, 'her': 0, 'sondern': 0.23, 'ein': 0.03, 'spezialisiertes': 0.04, 'Unternehmen': 0.07, 'Alle': 0, 'reden': 0, 'von': 0, 'Digitalisierung': 0, 'Wird': 0, 'es': 0.17, 'dann': 0.06, 'aber': 0.23, 'konkret': 0.06, 'möchte': 0.05, 'man': 0, 'am': 0, 'liebsten': 0, 'wieder': 0, 'Stempel': 0.05, 'eines': 0.03, 'Beamten': 0, 'einführen': 0}",neutral,"[0.9718959, 0.009472011, 0.018632125]",,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,100.0,86.0,0.5,neutral,"@krick68 Zentral ist, dass die Kinder -egal ob Bildungsangebote oder bildungsfern zu Hause einen ruhigen Arbeitsplatz und die nötige technische Infrastruktur haben.Hier braucht es bessere (=Chancengleichheit) Rahmenbedingungen, wenn die Digitalisierung der Schulen erfolgreich sein will",zentral kinder egal bildungsangebote bildungsfern hause ruhig arbeitsplatz nötig technische infrastruktur brauchen gut chancengleichheit rahmenbedingungen digitalisierung schulen erfolgreich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Zentral': 0, 'ist': 0.26, 'dass': 0.03, 'die': 1.0, 'Kinder': 0.02, '-egal': 0, 'ob': 0, 'Bildungsangebote': 0.02, 'oder': 0.01, 'bildungsfern': 0, 'zu': 0.08, 'Hause': 0.02, 'einen': 0.03, 'ruhigen': 0, 'Arbeitsplatz': 0.02, 'und': 0.02, 'nötige': 0.02, 'technische': 0.02, 'Infrastruktur': 0.03, 'haben': 0.05, 'Hier': 0.13, 'braucht': 0, 'es': 0.26, 'bessere': 0.07, '(=': 0, 'Chancengleichheit': 0.03, 'Rahmenbedingungen': 0.08, 'wenn': 0.53, 'Digitalisierung': 0, 'der': 1.0, 'Schulen': 0.24, 'erfolgreich': 0.45, 'sein': 0, 'will': 0}",positive,"[0.17557676, 0.14100869, 0.6834145]",,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Der #GRAG diskutiert über die Umsetzung meines Vorstosses aus dem letzten Jahr zur Digitalisierung des Ratsbetriebs,grag diskutieren umsetzung vorstosses letzt jahr digitalisierung ratsbetriebs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.08, 'GRAG': 0.04, 'diskutiert': 0, 'über': 0, 'die': 0.08, 'Umsetzung': 0.16, 'meines': 0, 'Vorstosses': 0, 'aus': 0, 'dem': 0.08, 'letzten': 0.09, 'Jahr': 0.09, 'zur': 0.08, 'Digitalisierung': 0, 'des': 0.17, 'Ratsbetriebs': 0.17}",neutral,"[0.9006221, 0.018372707, 0.081005104]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@CH_Bundesarchiv @SachaZala Die Schliessung ist nachvollziehbar, die Reduktion der Digitalisierung aber weniger...",schliessung nachvollziehbar reduktion digitalisierung wenig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.27, 'Schliessung': 0.19, 'ist': 0.33, 'nachvollziehbar': 0, 'die': 0.27, 'Reduktion': 1.0, 'der': 0.27, 'Digitalisierung': 0, 'aber': 0.24, 'weniger': 0, '...': 0}",negative,"[0.09632196, 0.64568156, 0.2579965]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @FDP_Liberalen: Heute ist #Weltlehrertag. Bildung ermöglicht uns, Chancen der #Digitalisierung zu packen. Wir wollen:
✅Lebenslanges Lern…",heute weltlehrertag bildung ermöglichen chancen digitalisierung packen lebenslang lern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Heute': 0.05, 'ist': 0.02, 'Weltlehrertag': 0.060000000000000005, 'Bildung': 0.13, 'ermöglicht': 0.15, 'uns': 0.11, 'Chancen': 0.33, 'der': 0.09, 'Digitalisierung': 0, 'zu': 0.07, 'packen': 0, 'Wir': 0.08, 'wollen': 0.14, 'Lebenslanges': 0.13, 'Lern': 0, '…': 0}",positive,"[0.007658675, 0.0037281145, 0.9886131]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Von wegen nur Umweltschutz: In Wahrheit kämpfen die führenden deutschen Klimaaktivistinnen gegen Kapitalismus und Marktwirtschaft https://t.co/tO157lRSOS via @nzz,wegen umweltschutz wahrheit kämpfen führend deutsch klimaaktivistinnen kapitalismus marktwirtschaft via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Von': 0, 'wegen': 0, 'nur': 0, 'Umweltschutz': 0.13, 'In': 0.11, 'Wahrheit': 0.2, 'kämpfen': 0, 'die': 0.34, 'führenden': 0.14, 'deutschen': 0.21, 'Klimaaktivistinnen': 0.2, 'gegen': 0.71, 'Kapitalismus': 0.32, 'und': 0.56, 'Marktwirtschaft': 0.875, 'via': 1.0}",positive,"[0.26781914, 0.08086475, 0.65131617]",,,,"{'Von': 0, 'wegen': 0, 'nur': 0, 'Umweltschutz': 0.315, 'In': 0.04, 'Wahrheit': 0.15, 'kämpfen': 0, 'die': 0.02, 'führenden': 0.04, 'deutschen': 0.03, 'Klimaaktivistinnen': 0.03, 'gegen': 0.03, 'Kapitalismus': 0.02, 'und': 0.04, 'Marktwirtschaft': 0.015, 'via': 0.05}",neutral,"[0.92673177, 0.044860072, 0.02840824]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"#srfclub Spionage findet auch in der Schweiz statt. Bevor nun alles Skandal rufen, eine Mitteilung aus dem Jahr 2009: Wanzen im Sitzungssaal der UNO in Genf #Cryptoleaks https://t.co/2zbC818u5g via @derspiegel",srfclub spionage finden schweiz statt bevor skandal rufen mitteilung jahr wanzen sitzungssaal uno genf cryptoleaks via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'srfclub': 0.21, 'Spionage': 0.24, 'findet': 0, 'auch': 0.05, 'in': 0.18, 'der': 0.12, 'Schweiz': 0.16, 'statt': 0.14, 'Bevor': 0.07, 'nun': 0, 'alles': 0.13, 'Skandal': 0, 'rufen': 0, 'eine': 0, 'Mitteilung': 0.5, 'aus': 0, 'dem': 0.12, 'Jahr': 0, 'Wanzen': 1.0, 'im': 0, 'Sitzungssaal': 0, 'UNO': 0, 'Genf': 0.22, 'Cryptoleaks': 0.48, 'via': 0.23}",neutral,"[0.55204654, 0.43874532, 0.00920818]",,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,negative,"#cvpfail Die Verzweiflung muss gross, sein, wenn man wie die CVP im Aargau nicht nur mit über 120 Kandidierenden zur Wahl antritt, sondern auch noch Kandidierende der anderen Parteien als Lockvogel braucht. Skandal oder Entwicklungshilfe? @fdp_ag",cvpfail verzweiflung gross cvp aargau kandidierend wahl antreten kandidierend parteien lockvogel brauchen skandal entwicklungshilfe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'cvpfail': 0.15, 'Die': 0.05, 'Verzweiflung': 0, 'muss': 0, 'gross': 0, 'sein': 0, 'wenn': 0.09, 'man': 0, 'wie': 0, 'die': 0.05, 'CVP': 0.06, 'im': 0, 'Aargau': 0.09, 'nicht': 0.07, 'nur': 0.08, 'mit': 0.04, 'über': 0.04, 'Kandidierenden': 0.07, 'zur': 0.05, 'Wahl': 0, 'antritt': 0, 'sondern': 0.07, 'auch': 0.09, 'noch': 0, 'Kandidierende': 0, 'der': 0.05, 'anderen': 0, 'Parteien': 0.07, 'als': 0.08, 'Lockvogel': 0.09, 'braucht': 0, 'Skandal': 0.43, 'oder': 0.78, 'Entwicklungshilfe': 0.24}",neutral,"[0.737846, 0.037252087, 0.22490191]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Fintech-Klitsche kassiert Swiss Entwicklungshilfe https://t.co/86JwkZFd80 via @InsideParade,fintech klitsche kassieren swiss entwicklungshilfe via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Fintech-Klitsche': 0, 'kassiert': 0, 'Swiss': 0.3, 'Entwicklungshilfe': 0.26, 'via': 0.58}",positive,"[0.019449692, 0.0027693026, 0.977781]",,,,,,,,,,,,,,,,neutral
