answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3435,absa_sentiment_3435,absa_scores_3435,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3438,absa_sentiment_3438,absa_scores_3438,absa_token_weights_3439,absa_sentiment_3439,absa_scores_3439,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3471,absa_sentiment_3471,absa_scores_3471,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3476,absa_sentiment_3476,absa_scores_3476,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,RT @srfnews: Energiewende: Kompromiss im Streit um Zuschlag für erneuerbare Energien in Sicht. http://t.co/xUFGlhJWGs ^ff,energiewende kompromiss streit zuschlag erneuerbare energien sicht ff,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Energiewende': 0, 'Kompromiss': 1.0, 'im': 0, 'Streit': 0, 'um': 0, 'Zuschlag': 0.59, 'für': 0.25, 'erneuerbare': 0.49, 'Energien': 0.36, 'in': 0.11, 'Sicht': 0, '^ff': 0}",positive,"[0.24798359, 0.028892815, 0.72312355]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @FAZ_BerufChance: Energiewende: Wechselvolle #Karriere mit Erneuerbaren (von Holger Paul) http://t.co/fXTUntEUKa,energiewende wechselvolle karriere erneuerbaren holger paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Energiewende': 0, 'Wechselvolle': 0.51, 'Karriere': 0.6, 'mit': 1.0, 'Erneuerbaren': 1.0, 'von': 0, 'Holger': 0.1, 'Paul': 0.06}",positive,"[0.040963374, 0.0110436585, 0.947993]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,Rückschritt beim E-Voting: Trotzdem nicht aufgeben - Digitale Demokratie verlangt Pioniergeist http://t.co/MTfC1V3MLH,rückschritt beim e voting trotzdem aufgeben digitale demokratie verlangen pioniergeist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Rückschritt': 0, 'beim': 0, 'E-Voting': 0, 'Trotzdem': 0, 'nicht': 0, 'aufgeben': 0.13, 'Digitale': 0.17, 'Demokratie': 0.22, 'verlangt': 0, 'Pioniergeist': 0.18}",negative,"[0.22572812, 0.4565844, 0.3176874]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,Der #krzh hat heute zukunftsgerichtet entschieden - elektronische Stimmabgabe darf weiterentwickelt werden #E-Voting,krzh heute zukunftsgerichtet entscheiden elektronische stimmabgabe dürfen weiterentwickel e voting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.15, 'krzh': 0.26, 'hat': 0, 'heute': 0.14, 'zukunftsgerichtet': 0, 'entschieden': 0, 'elektronische': 0.41, 'Stimmabgabe': 0.75, 'darf': 0.3, 'weiterentwickelt': 0.635, 'werden': 0, 'E-Voting': 0}",neutral,"[0.54063326, 0.3722421, 0.08712471]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,E-Voting bei Auslandschweizern immer beliebter - ca. 65% haben am 28.9.14 elektronisch abgestimmt - beachtlich! http://t.co/CpfBydobpy,e voting auslandschweizern immer beliebt ca elektronisch abstimmen beachtlich,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'E-Voting': 0, 'bei': 0, 'Auslandschweizern': 0.07, 'immer': 0, 'beliebter': 0.095, 'ca.': 0, 'haben': 0, 'am': 0, '28.9.14': 0, 'elektronisch': 0.33, 'abgestimmt': 0.44, 'beachtlich': 0}",positive,"[0.00949106, 0.0028858527, 0.9876231]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.85,neutral,RT @AGmur: Der Bundesrat unter Federführung des @vbs_ddps soll das leistungsfähigste Kampfflugzeug mit dem besten Kosten-Nutzen-Verhältnis…,bundesrat federführung leistungsfähig kampfflugzeug gut kosten nutzen verhältnis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.34, 'Bundesrat': 0.14, 'unter': 0.06, 'Federführung': 0, 'des': 0, 'soll': 0, 'das': 0, 'leistungsfähigste': 0.22, 'Kampfflugzeug': 0, 'mit': 0.27, 'dem': 0.22000000000000003, 'besten': 1.0, 'Kosten-Nutzen-Verhältnis': 0.83, '…': 0}",positive,"[0.0026539103, 0.0019961444, 0.9953499]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @JCVPSchweiz: Sag auch du am 27. September JA zur Beschaffung der neuen Kampfflugzeuge und JA für die Sicherheit auch in der Zukunft in…,sag september ja beschaffung neu kampfflugzeuge ja sicherheit zukunft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Sag': 0, 'auch': 0, 'du': 0, 'am': 0, '27.': 0, 'September': 0.1, 'JA': 0.15, 'zur': 0.27, 'Beschaffung': 0.58, 'der': 0.48, 'neuen': 1.0, 'Kampfflugzeuge': 0, 'und': 0.15, 'für': 0, 'die': 0.48, 'Sicherheit': 0, 'in': 0.09, 'Zukunft': 0.13, '…': 0}",positive,"[0.015216123, 0.012139076, 0.9726448]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @offiziere: Beschaffung Kampfflugzeug Saab Gripen E http://t.co/pNpZJTixdI,beschaffung kampfflugzeug saab gripen e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Beschaffung': 0.55, 'Kampfflugzeug': 0.96, 'Saab': 0.41, 'Gripen': 0.6, 'E': 0.56}",neutral,"[0.52194273, 0.012819876, 0.46523738]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @CVP_PDC: .@NZZ, um das ein für alle Mal klarzustellen: Die soziale Marktwirtschaft findet man weder bei SP noch FDP. Sondern nur bei de…",all mal klarstellen soziale marktwirtschaft finden weder sp fdp de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'um': 0, 'das': 0, 'ein': 0, 'für': 0.04, 'alle': 0, 'Mal': 0, 'klarzustellen': 0.04, 'Die': 0.1, 'soziale': 1.0, 'Marktwirtschaft': 0.775, 'findet': 0, 'man': 0, 'weder': 0, 'bei': 0, 'SP': 0.07, 'noch': 0, 'FDP': 0.18, 'Sondern': 0, 'nur': 0.02, 'de': 0, '…': 0}",positive,"[0.18894084, 0.27084544, 0.54021376]",,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,75.0,71.0,0.35,negative,"RT @envone: „Es hat mit sozialer Marktwirtschaft rein gar nichts zu tun, wenn für Manager im Insolvenzfall Riesengehälter… https://t.co/uOY…",sozial marktwirtschaft rein gar tun manager insolvenzfall riesengehälter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'„': 0, 'Es': 0, 'hat': 0, 'mit': 0, 'sozialer': 0, 'Marktwirtschaft': 0, 'rein': 0, 'gar': 0, 'nichts': 0, 'zu': 0, 'tun': 0, 'wenn': 0, 'für': 0, 'Manager': 0, 'im': 0, 'Insolvenzfall': 0, 'Riesengehälter': 0, '…': 0}",positive,"[0.2628415, 0.30658066, 0.43057784]",,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,negative,RT @krick68: «Man kann heute nach marktwirtschaftlichen Gesetzen kein #AKW mehr bauen. Das ist völlig unmöglich.» #Westinghouse https://t.c…,heute marktwirtschaftlichen gesetzen akw mehr bauen völlig unmöglich westinghouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'«': 0, 'Man': 0, 'kann': 0, 'heute': 0, 'nach': 0, 'marktwirtschaftlichen': 0, 'Gesetzen': 0, 'kein': 0, 'AKW': 0, 'mehr': 0, 'bauen': 0, 'Das': 0, 'ist': 0, 'völlig': 0, 'unmöglich': 0, '»': 0, 'Westinghouse': 0}",positive,"[0.22879468, 0.3216051, 0.44960025]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @jfraefel: Silvia Steiner #hst_phzh „Digitalisierung ist keine Gefahr sondern eine Chance.„ – Jawohl, gilt auch für die Bildung.",silvia steiner hst_phzh digitalisierung gefahr chance jawohl gelten bildung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Silvia': 0.03, 'Steiner': 0.02, 'hst_phzh': 0, '„': 0, 'Digitalisierung': 0, 'ist': 0, 'keine': 0, 'Gefahr': 0, 'sondern': 0, 'eine': 0, 'Chance': 0, '–': 0, 'Jawohl': 0, 'gilt': 0, 'auch': 0, 'für': 0, 'die': 0, 'Bildung': 0}",positive,"[0.031168325, 0.0031542333, 0.96567744]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @CVP_PDC: An einem Podium über Digitalisierung hörte kaum einer hin: @gerhardpfister über Aufmerksamkeit in seinem #inpuncto: https://t.…,podium digitalisierung hören kaum aufmerksamkeit inpuncto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'An': 0, 'einem': 0, 'Podium': 0.51, 'über': 0, 'Digitalisierung': 0, 'hörte': 0, 'kaum': 0, 'einer': 0, 'hin': 0, 'Aufmerksamkeit': 0.32, 'in': 0.15, 'seinem': 0.24, 'inpuncto': 0}",neutral,"[0.9410838, 0.053212702, 0.0057034967]",,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @CVP_PDC: Heute ist #worldovershootday. Unser ökologischer Fussabdruck ist zu gross. 

Für die #CVP ist Umweltschutz ein Muss! Wir forde…",heute worldovershootday ökologisch fussabdruck gross cvp umweltschutz forde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Heute': 0.07, 'ist': 0.25, 'worldovershootday': 0.15, 'Unser': 0.06, 'ökologischer': 0.05, 'Fussabdruck': 0.05, 'zu': 0, 'gross': 0, 'Für': 0.37, 'die': 0.15, 'CVP': 0.14, 'Umweltschutz': 0.61, 'ein': 0, 'Muss': 1.0, 'Wir': 0.09, 'forde': 0, '…': 0}",positive,"[0.000768781, 0.0011363212, 0.99809486]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @sandro_w_hess: Wa isch do dra so schwer z verstoh? #Abfall #Littering #Umweltschutz #Naturschutz https://t.co/16C6t2RzpS,wa isch do dra schwer z verstoh abfall littering umweltschutz naturschutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wa': 0, 'isch': 0, 'do': 0, 'dra': 0, 'so': 0.09, 'schwer': 0, 'z': 0, 'verstoh': 0, 'Abfall': 0.2, 'Littering': 0.3, 'Umweltschutz': 0.595, 'Naturschutz': 0}",positive,"[0.41319075, 0.038839772, 0.54796946]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"RT @BinderMarianne: Bei aller Wertschätzung, Joseph, aber ein Beitritt zur EU ist kein Souveränitätsgewinn. Die EU passt nicht zum Erfolgsm…",all wertschätzung joseph beitreten eu souveränitätsgewinn eu passt erfolgsm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Bei': 0, 'aller': 0, 'Wertschätzung': 0, 'Joseph': 0.03, 'aber': 0, 'ein': 0, 'Beitritt': 0.04, 'zur': 0.12000000000000001, 'EU': 0, 'ist': 0.06, 'kein': 0, 'Souveränitätsgewinn': 0.0975, 'Die': 0.2, 'passt': 0, 'nicht': 1.0, 'zum': 0.12000000000000001, 'Erfolgsm': 0.35, '…': 0}",negative,"[0.20515555, 0.4693096, 0.32553485]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @TheDudeLebovski: Schweizer Jugend ganz klar gegen EU-Beitritt und für Personenfreizügigkeit. #CVP ist auf dem richtigen Weg-JA zur den …,schweizer jugend ganz klaren eu beitreten personenfreizügigkeit cvp richtig ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Schweizer': 0.1, 'Jugend': 0.08, 'ganz': 0, 'klar': 0, 'gegen': 0.12, 'EU-Beitritt': 0.06, 'und': 0.03, 'für': 0.03, 'Personenfreizügigkeit': 0.0375, 'CVP': 0.2, 'ist': 0.26, 'auf': 0.2, 'dem': 0.75, 'richtigen': 0.21, 'Weg-JA': 0, 'zur': 0.75, 'den': 0.5, '…': 0}",positive,"[0.26478714, 0.17400844, 0.56120443]",,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,RT @CVP_PDC: Susanne Hartmann wird bereits im 1. Wahlgang in den St. Galler Regierungsrat gewählt und verteidigt den CVP Sitz! Bruno Damann…,susanne hartmann bereits wahlgang st galler regierungsrat wählen verteidigen cvp sitzen bruno damann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Susanne': 0.14, 'Hartmann': 0.16, 'wird': 0, 'bereits': 0, 'im': 0, '1.': 0, 'Wahlgang': 0.14, 'in': 0.06, 'den': 0.26, 'St.': 0, 'Galler': 0, 'Regierungsrat': 0.115, 'gewählt': 0, 'und': 0.21, 'verteidigt': 0, 'CVP': 0.33, 'Sitz': 0.81, 'Bruno': 0.9, 'Damann': 0.48, '…': 0}",neutral,"[0.7872753, 0.07758758, 0.13513717]",,,,,,,,,,,,,positive
50.0,25.0,28.0,-0.15,neutral,"@rolnam @PeterRoten Landesverteidigung ist nicht viel wichtiger, aber zumindest nötig",landesverteidigung wichtig zumindest nötigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Landesverteidigung': 0.72, 'ist': 0.16, 'nicht': 0.44, 'viel': 0, 'wichtiger': 0.585, 'aber': 0.17, 'zumindest': 0.08, 'nötig': 0.3}",positive,"[0.09093279, 0.01728489, 0.8917824]",,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,RT @JosefWiederkehr: Sozialvorsteher Raphael Golta will die soziale Wohlfahrt umpflügen http://t.co/NE6o4uSV8N,sozialvorsteher raphael golta soziale wohlfahrt umpflügen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Sozialvorsteher': 0.36, 'Raphael': 0.45, 'Golta': 0.52, 'will': 0, 'die': 0, 'soziale': 0.15, 'Wohlfahrt': 0.68, 'umpflügen': 0.51}",positive,"[0.46383876, 0.011662255, 0.52449906]",,,,,,,positive
50.0,75.0,57.0,0.0,negative,"Was läuft in Menschen ab, wenn der Fahrplan von öffentlichen Verkehrsmitteln nicht eingehalten wird #fb http://t.co/QC1tXrYJjb",laufen menschen ab fahrplan öffentlich verkehrsmitteln einhalten fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Was': 0, 'läuft': 0, 'in': 0.57, 'Menschen': 0.3, 'ab': 0, 'wenn': 0, 'der': 0.08, 'Fahrplan': 0.09, 'von': 0, 'öffentlichen': 0.04, 'Verkehrsmitteln': 0.05, 'nicht': 0.24, 'eingehalten': 0.085, 'wird': 0, 'fb': 0.07}",negative,"[0.4575384, 0.5095751, 0.03288653]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"Das Wichtigste heute im Kantonsrat ZH #krzh : Eintritt 2 neue Mitglieder, Rettungsplan für landwirtschaftliche Forschung, Genehmigung Rechnung und Geschäftsbericht @EKZenergie , Genehmigung Rechnung und Geschäftsbericht @zkb_ch",wichtigste heute kantonsrat zh krzh eintreten neue mitglieder rettungsplan landwirtschaftliche forschung genehmigung rechnung geschäftsbericht genehmigung rechnung geschäftsbericht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Das': 0.04, 'Wichtigste': 0.025, 'heute': 0.04, 'im': 0, 'Kantonsrat': 0.05500000000000001, 'ZH': 0.03, 'krzh': 0.05, 'Eintritt': 0.06, 'neue': 0.05, 'Mitglieder': 0.08, 'Rettungsplan': 0.175, 'für': 0.34, 'landwirtschaftliche': 1.0, 'Forschung': 1.0, 'Genehmigung': 0, 'Rechnung': 0, 'und': 0.05, 'Geschäftsbericht': 0.08}",positive,"[0.29041183, 0.009404486, 0.7001837]",neutral
