answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
75.0,75.0,71.0,0.35,neutral,"@spzuerich Die #Mittelstandsinitiative verteilt die Überschüsse zurück an den Steuerzahler. Man muss keine Angst vor Steuersenkungen haben: Die Initiative ist nämlich keine Mogelpackung sondern berichtigt ein System, das nicht mehr der Zeit entspricht, was die jährl. Überschüsse zeigen.",mittelstandsinitiative verteilen überschüsse zurück steuerzahler angst steuersenkungen initiative nämlich mogelpackung berichtigen system mehr zeit entsprechen jährl überschüsse zeigen,,,,,,,,,,"{'Die': 0.03, 'Mittelstandsinitiative': 0.065, 'verteilt': 0, 'die': 0.03, 'Überschüsse': 0.07, 'zurück': 0.05, 'an': 0, 'den': 0.03, 'Steuerzahler': 0.05, 'Man': 0, 'muss': 0.04, 'keine': 0, 'Angst': 0, 'vor': 0, 'Steuersenkungen': 0.505, 'haben': 0.04, 'Initiative': 0.06, 'ist': 0.1, 'nämlich': 0, 'Mogelpackung': 0.12, 'sondern': 0.03, 'berichtigt': 0, 'ein': 0, 'System': 0.07, 'das': 0.04, 'nicht': 0.07, 'mehr': 0, 'der': 0.03, 'Zeit': 0.04, 'entspricht': 0.07, 'was': 0, 'jährl': 0.06, 'zeigen': 0}",neutral,"[0.5438018, 0.22260085, 0.2335974]",,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Du willst nicht mehr vor deiner Steuerrechnung sitzen und denken ""phu, wer zahlt das""?
Du willst ""de 5er und sWeggli"", eine Steuersenkung ohne Sparprogramm?

Dann gibt's nur eins: Am 9. Februar JA zur @mittelstandsvi! https://t.co/tekMSKLeXK",mehr steuerrechnung sitzen denken phu wer zahlen de 5er sweggli steuersenkung sparprogramm geben s eins februar ja,,,,,,,,,,"{'Du': 0, 'willst': 1.0, 'nicht': 0, 'mehr': 0, 'vor': 0, 'deiner': 0, 'Steuerrechnung': 0.10500000000000001, 'sitzen': 0.03, 'und': 0.02, 'denken': 0.125, 'phu': 0.06, 'wer': 0.05, 'zahlt': 0.04, 'das': 0, 'de': 0, '5er': 0.24, 'sWeggli': 0.24, 'eine': 0.06, 'Steuersenkung': 0.375, 'ohne': 0.35, 'Sparprogramm': 0.15000000000000002, 'Dann': 0.23, ""gibt's"": 0.04, 'nur': 0.09, 'eins': 0, 'Am': 0, '9.': 0, 'Februar': 0.07, 'JA': 0.02, 'zur': 0.12}",positive,"[0.4337306, 0.03091479, 0.5353546]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,25.0,57.0,-0.1,negative,RT @LuisDeplazes: ‚Für alle statt für wenige‘ und dann eine Steuersenkung nur für ausgewählte Gruppen gutheissen? Wie untreu kann man seine…,all statt wenig steuersenkung ausgewählt gruppen gutheissen untreu,,,,,,,,,,"{'‚': 0, 'Für': 0, 'alle': 0, 'statt': 0, 'für': 0, 'wenige': 0, '‘': 0, 'und': 0, 'dann': 0, 'eine': 0, 'Steuersenkung': 0, 'nur': 0, 'ausgewählte': 0, 'Gruppen': 0, 'gutheissen': 0, 'Wie': 0, 'untreu': 0, 'kann': 0, 'man': 0, 'seine': 0, '…': 0}",neutral,"[0.69556093, 0.2559585, 0.048480563]",,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @NZZSchweiz: Nach dem Ja zu neuen Kampfflugzeugen soll die Schweiz über mutige Schritte diskutieren, statt sich in der Tagespolitik zu v…",ja neu kampfflugzeugen schweiz mutig schritte diskutieren statt tagespolitik v,,,,,,,,,,,,,"{'Nach': 0.05, 'dem': 0.05, 'Ja': 0, 'zu': 0.05, 'neuen': 1.0, 'Kampfflugzeugen': 0.865, 'soll': 0, 'die': 0, 'Schweiz': 0.13, 'über': 0, 'mutige': 0, 'Schritte': 0.12, 'diskutieren': 0, 'statt': 0.055, 'sich': 0, 'in': 0.06, 'der': 0, 'Tagespolitik': 0.25, 'v': 0, '…': 0}",neutral,"[0.5297403, 0.02238768, 0.44787207]",,,,,,,,,,,,,,,,,,,positive
75.0,100.0,86.0,0.5,negative,"RT @sicherheit_ja: .@GSoASchweiz Hey ihr Armeeabschaffer, seid ehrlich, mit eurem Referendum geht es um mehr als nur um #Kampfflugzeuge. Ih…",hey armeeabschaffer ehrlich referendum gehen mehr kampfflugzeuge ih,,,,,,,,,,,,,"{'Hey': 0.15, 'ihr': 0, 'Armeeabschaffer': 0.07, 'seid': 0, 'ehrlich': 0, 'mit': 0, 'eurem': 0.15, 'Referendum': 0.11, 'geht': 0, 'es': 0.11, 'um': 0, 'mehr': 0.05, 'als': 0, 'nur': 0, 'Kampfflugzeuge': 0, 'Ih': 0, '…': 0}",neutral,"[0.8051216, 0.056755416, 0.13812298]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Digitalisierung überall 😅 https://t.co/yQ57onftvZ,digitalisierung überall,,,,,,,,,,,,,,,,"{'Digitalisierung': 0, 'überall': 0}",negative,"[0.19883358, 0.75845796, 0.042708445]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"Ja, Umweltschutz ist wichtig.

Aber eine AHV brauchen wir auch noch, wenns ein Grad wärmer ist: Darum @RentenVI der @Jungfreisinnige unterschreiben, damit das Thema Altersvorsorge endlich nachhaltig angegangen wird!",ja umweltschutz wichtig ahv brauchen wenns grad warm darum unterschreiben thema altersvorsorge endlich nachhaltig angehen,,,,,,,,,,,,,,,,,,,"{'Ja': 0, 'Umweltschutz': 0.79, 'ist': 0.03, 'wichtig': 1.0, 'Aber': 0.3, 'eine': 0, 'AHV': 0.12, 'brauchen': 0.1, 'wir': 0, 'auch': 0, 'noch': 0.08, 'wenns': 0, 'ein': 0, 'Grad': 0, 'wärmer': 0.1, 'Darum': 0, 'der': 0.04, 'unterschreiben': 0.09, 'damit': 0, 'das': 0.05, 'Thema': 0, 'Altersvorsorge': 0.05, 'endlich': 0, 'nachhaltig': 0, 'angegangen': 0, 'wird': 0}",positive,"[0.0014771706, 0.0012722645, 0.9972505]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @feusl: Wenn Entwicklungshilfe fliesst, steigen die Bankkonti der Eliten - Erkenntnisse einer umfassenden Recherche:",entwicklungshilfe fliesst steigen bankkonti eliten erkenntnisse umfassend recherche,,,,,,,,,,,,,,,,,,,,,,"{'Wenn': 0.13, 'Entwicklungshilfe': 0.07, 'fliesst': 0.08, 'steigen': 0.18, 'die': 0.05, 'Bankkonti': 0.1, 'der': 0.05, 'Eliten': 0.05, 'Erkenntnisse': 1.0, 'einer': 0, 'umfassenden': 0, 'Recherche': 0.64}",positive,"[0.11155311, 0.038988374, 0.84945846]",,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"@spschweiz Wenn Effizienz euch so wichtig wäre, könntet ihr ja auch Verwaltungsstellen und Entwicklungshilfe zusammenstreichen. Das VBS hat ein Budget und darf das ausschöpfen: Mit Papierfliegern hat man nunmal keine ernstzunehmende Luftwaffe.",effizienz wichtig ja verwaltungsstellen entwicklungshilfe zusammenstreichen vbs budget dürfen ausschöpfen papierfliegern nunmal ernstzunehmende luftwaffe,,,,,,,,,,,,,,,,,,,,,,"{'Wenn': 0, 'Effizienz': 0.16, 'euch': 0.03, 'so': 0.04, 'wichtig': 0.1, 'wäre': 0, 'könntet': 0.31, 'ihr': 0, 'ja': 0.02, 'auch': 0.37, 'Verwaltungsstellen': 0.45, 'und': 0.02, 'Entwicklungshilfe': 1.0, 'zusammenstreichen': 1.0, 'Das': 0.02, 'VBS': 0, 'hat': 0, 'ein': 0, 'Budget': 0.13, 'darf': 0, 'das': 0, 'ausschöpfen': 0, 'Mit': 0.03, 'Papierfliegern': 0.045, 'man': 0, 'nunmal': 0, 'keine': 0, 'ernstzunehmende': 0.02, 'Luftwaffe': 0}",neutral,"[0.6945042, 0.102798864, 0.20269689]",,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"SP gegen ""Luxus"" Kampfjets und die Modernisierung unserer Landesverteidigung.

Die SP ist übrigens auch gegen die ""Luxus"" Altersvorsorge aka eine, die auch für unsere Generation noch existiert.

Nachhaltige und weitsichtige Politik, soweit das Auge reicht, danke liebe SP! https://t.co/swLBGrf0PO",sp luxus kampfjets modernisierung landesverteidigung sp übrigens luxus altersvorsorge aka generation existieren nachhaltig weitsichtig politik soweit auge reichen danke lieb sp,,,,,,,,,,,,,,,,,,,,,,,,,"{'SP': 0.03, 'gegen': 0.13, 'Luxus': 0.07, 'Kampfjets': 0.165, 'und': 0.06, 'die': 0.02, 'Modernisierung': 1.0, 'unserer': 0.04, 'Landesverteidigung': 0.78, 'Die': 0.02, 'ist': 0.1, 'übrigens': 0.02, 'auch': 0.05, 'Altersvorsorge': 0.06, 'aka': 0.03, 'eine': 0.03, 'für': 0.03, 'unsere': 0.04, 'Generation': 0.09, 'noch': 0.03, 'existiert': 0.06, 'Nachhaltige': 0.07, 'weitsichtige': 0, 'Politik': 0, 'soweit': 0.02, 'das': 0.02, 'Auge': 0.05, 'reicht': 0, 'danke': 0.035, 'liebe': 0}",positive,"[0.01939079, 0.04320922, 0.9374]",,,,,,,positive
0.0,0.0,0.0,-1.0,neutral,"@cybersandwich @claudelongchamp Meinst du das ernst?^^

Bier: 16, Alkohol generell: 18
Töff: 16, Strassenverkehr/Auto generell: 18
Stimmrecht Gemeindeebene: 17, Stimmrecht generell: 18

Entspräche ja genau deiner vorherigen Argumentation. Oder stellst du dich jetzt taub dafür?",ernst bier alkohol generell töff strassenverkehr auto generell stimmrecht gemeindeebene stimmrecht generell entsprechen ja genau vorherig argumentation stellen taub dafür,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Meinst': 0.13, 'du': 0, 'das': 0.13, 'ernst?^^': 0, 'Bier': 0.05, '16': 0, 'Alkohol': 0.12, 'generell': 0.07, '18': 0, 'Töff': 0, 'Strassenverkehr': 0.62, 'Auto': 0, 'Stimmrecht': 0.05, 'Gemeindeebene': 0.06, '17': 0, 'Entspräche': 0.15000000000000002, 'ja': 0, 'genau': 0, 'deiner': 0, 'vorherigen': 0.05, 'Argumentation': 0, 'Oder': 0.22, 'stellst': 0, 'dich': 0.13, 'jetzt': 0.05, 'taub': 0, 'dafür': 0}",neutral,"[0.9103506, 0.07915907, 0.010490299]",,,,negative
0.0,0.0,14.0,-0.7,neutral,"@cybersandwich @claudelongchamp Ja, wenn es äquivalent zum Strassenverkehr und Alkoholkonsum wäre, dann gäbe man das Stimmrecht auf kantonaler oder Gemeindeebene. Das wäre aber ein anderer Diskussionsansatz, als sie hier haben.

Notabene bin ich aber der Meinug, ohne Pflichten, keine zusätzlichen Rechte.",ja äquivalent strassenverkehr alkoholkonsum geben stimmrecht kantonaler gemeindeebene diskussionsansatz notabene meinug pflichten zusätzlich rechte,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ja': 1.0, 'wenn': 0.12, 'es': 0, 'äquivalent': 0.10500000000000001, 'zum': 0.015, 'Strassenverkehr': 0.74, 'und': 1.0, 'Alkoholkonsum': 0.595, 'wäre': 0.02, 'dann': 0.05, 'gäbe': 0.02, 'man': 0, 'das': 0.03, 'Stimmrecht': 0.05500000000000001, 'auf': 0, 'kantonaler': 0.04, 'oder': 0.04, 'Gemeindeebene': 0.02, 'Das': 0.02, 'aber': 0.01, 'ein': 0, 'anderer': 0, 'Diskussionsansatz': 0.035, 'als': 0, 'sie': 0, 'hier': 0.01, 'haben': 0.01, 'Notabene': 0.03, 'bin': 0, 'ich': 0.01, 'der': 0.02, 'Meinug': 0, 'ohne': 0.02, 'Pflichten': 0, 'keine': 0, 'zusätzlichen': 0.02, 'Rechte': 0.07}",neutral,"[0.97439045, 0.009651738, 0.015957795]",,,,negative
0.0,0.0,0.0,-1.0,neutral,"@cybersandwich @claudelongchamp Irgendwann hat man eine Volljährigkeit festgesetzt: Warum weiss man, dass man dann keine Gefahr für den Strassenverkehr ist, oder seinen Alkoholkonsum selbst einschätzen kann?

Deine Argumentation kritisiert eigentlich die Volljährigkeit und ihre Folgen.",irgendwann volljährigkeit festsetzen warum weiss gefahr strassenverkehr alkoholkonsum einschätzen argumentation kritisieren eigentlich volljährigkeit folgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Irgendwann': 0, 'hat': 0, 'man': 0, 'eine': 0, 'Volljährigkeit': 0.035, 'festgesetzt': 0, 'Warum': 0.04, 'weiss': 0, 'dass': 0.06, 'dann': 0.07, 'keine': 0, 'Gefahr': 0, 'für': 1.0, 'den': 0.03, 'Strassenverkehr': 0.43, 'ist': 0, 'oder': 0.22, 'seinen': 0, 'Alkoholkonsum': 0.095, 'selbst': 0, 'einschätzen': 0.12, 'kann': 0.13, 'Deine': 0.02, 'Argumentation': 0, 'kritisiert': 0, 'eigentlich': 0.02, 'die': 0.03, 'und': 0.03, 'ihre': 0, 'Folgen': 0}",neutral,"[0.8195402, 0.11775526, 0.06270457]",,,,negative
75.0,100.0,86.0,0.5666666666666667,positive,"@FedierMichael Für mich persönlich ist Landwirtschaft mehr als das, was man Tieren füttert: allen voran das Tierwohl. Das kann ich bei Importprodukten nicht nachverfolgen. Das ist dann vielleicht aus liberaler Sicht nicht die effizienteste Produktion, aber da hat wohl jeder seine Prioritäten.",persönlich landwirtschaft mehr tieren füttern voran tierwohl importprodukten nachverfolgen vielleicht liberal sicht effizient produktion wohl jed prioritäten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Für': 0.06, 'mich': 0.19, 'persönlich': 0.27, 'ist': 0.64, 'Landwirtschaft': 1.0, 'mehr': 0.27, 'als': 0, 'das': 0.04, 'was': 0, 'man': 0, 'Tieren': 0.48, 'füttert': 0, 'allen': 0, 'voran': 0, 'Tierwohl': 0.32, 'Das': 0.05, 'kann': 0.03, 'ich': 0.07, 'bei': 0, 'Importprodukten': 0, 'nicht': 0.02, 'nachverfolgen': 0, 'dann': 0, 'vielleicht': 0, 'aus': 0, 'liberaler': 0, 'Sicht': 0.07, 'die': 0.05, 'effizienteste': 0.065, 'Produktion': 0.31, 'aber': 0.04, 'da': 0, 'hat': 0, 'wohl': 0, 'jeder': 0.08, 'seine': 0, 'Prioritäten': 0.1}",positive,"[0.00673909, 0.0018938207, 0.99136704]",positive
25.0,25.0,28.0,-0.25,positive,"@bhartmannfabbri @wanner_fabio Ja, das ist so. Ich finde es nur schade, dass mit dieser Initiative einmal mehr auf einer Produktion herumgehackt wird, die sich dem Konsum angepasst hat.

Ich persönlich finde, irgendwann braucht es mehr Verantwortung des Konsumenten und weniger Sündenböcke in der Landwirtschaft",ja finden schaden initiative mehr produktion herumgehackt konsum angepasst persönlich finden irgendwann brauchen mehr verantwortung konsumenten wenig sündenböcke landwirtschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ja': 0.11, 'das': 0.03, 'ist': 0.01, 'so': 0, 'Ich': 0.01, 'finde': 0, 'es': 0.01, 'nur': 0, 'schade': 0, 'dass': 0.03, 'mit': 0, 'dieser': 0.01, 'Initiative': 0.03, 'einmal': 0.01, 'mehr': 0.09, 'auf': 0, 'einer': 0, 'Produktion': 0.07, 'herumgehackt': 0, 'wird': 0.03, 'die': 0, 'sich': 0, 'dem': 0.04, 'Konsum': 0.05, 'angepasst': 0, 'hat': 0, 'persönlich': 0.02, 'irgendwann': 0, 'braucht': 0, 'Verantwortung': 0.15, 'des': 0, 'Konsumenten': 0, 'und': 0.11, 'weniger': 0.27, 'Sündenböcke': 0.46, 'in': 1.0, 'der': 0, 'Landwirtschaft': 1.0}",neutral,"[0.6705605, 0.11028281, 0.21915668]",negative
0.0,0.0,0.0,-1.0,neutral,"@bhartmannfabbri @wanner_fabio Dann müsste man beim Problem ansetzen: dort, wo Konsum und Produktion auseinander gehen. Man kann nicht eine Produktion fordern, die dem Konsumverhalten widerspricht.

Es wäre in der CH bei gleichbleibendem Konsum nicht möglich, eine Heidi-Landwirtschaft ohne Importe zu haben.",müsste beim problem ansetzen konsum produktion auseinander gehen produktion fordern konsumverhalten widersprechen ch gleichbleibendem konsum möglich heidi landwirtschaft importe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Dann': 0.09, 'müsste': 0.03, 'man': 0, 'beim': 0.02, 'Problem': 1.0, 'ansetzen': 0, 'dort': 0, 'wo': 1.0, 'Konsum': 0.04, 'und': 0.22, 'Produktion': 0.04, 'auseinander': 0, 'gehen': 0, 'Man': 0, 'kann': 0, 'nicht': 0.02, 'eine': 0.08, 'fordern': 0.07, 'die': 0.02, 'dem': 0.025, 'Konsumverhalten': 0.04, 'widerspricht': 0.09, 'Es': 0, 'wäre': 0.03, 'in': 0.02, 'der': 0.02, 'CH': 0, 'bei': 0, 'gleichbleibendem': 0, 'möglich': 0.03, 'Heidi-Landwirtschaft': 0.03, 'ohne': 0.03, 'Importe': 0, 'zu': 0.03, 'haben': 0.03}",negative,"[0.10674774, 0.70461136, 0.18864092]",negative
100.0,100.0,86.0,0.7,negative,"@wanner_fabio Nein.
Ja zu sauberem Trinkwasser und einer nachhaltigen Landwirtschaft auf jeden Fall.
Das Problem ist aber, dass die Initiative zwar Trinkwasser heisst, aber grundsätzlich auf die Produktion abzielt, ohne den Konsum zu beachten - so exportieren wir einfach unser Problem.",nein ja sauber trinkwasser nachhaltig landwirtschaft jed fall problem initiative trinkwasser heisst grundsätzlich produktion abzielen konsum beachten exportieren einfach problem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Nein': 0.07, 'Ja': 0.46, 'zu': 0.19, 'sauberem': 0.26, 'Trinkwasser': 0.07500000000000001, 'und': 0.46, 'einer': 0, 'nachhaltigen': 1.0, 'Landwirtschaft': 1.0, 'auf': 0, 'jeden': 0, 'Fall': 0, 'Das': 0.03, 'Problem': 0.06, 'ist': 0.02, 'aber': 0.01, 'dass': 0.03, 'die': 0.03, 'Initiative': 0.09, 'zwar': 0.025, 'heisst': 0.03, 'grundsätzlich': 0.02, 'Produktion': 0.07, 'abzielt': 0.04, 'ohne': 0.02, 'den': 0.03, 'Konsum': 0.08, 'beachten': 0, 'so': 0.02, 'exportieren': 0.04, 'wir': 0, 'einfach': 0, 'unser': 0.03}",positive,"[0.0017963131, 0.0012839275, 0.99691975]",positive
100.0,100.0,86.0,0.7,neutral,"@stoppagrarlobby Ihr wollt also sagen, dass die Stiftung ""Nachhaltige Landwirtschaft"" und die ""MAVA"" explizit ohne Gelder von Roche und Syngenta auskommen? Das würdet ihr unterschreiben?",sagen stiftung nachhaltig landwirtschaft mava explizit gelder roche syngenta auskommen unterschreiben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ihr': 0, 'wollt': 0, 'also': 0, 'sagen': 0.055, 'dass': 0.03, 'die': 0.09, 'Stiftung': 0, 'Nachhaltige': 1.0, 'Landwirtschaft': 1.0, 'und': 0.05, 'MAVA': 0.1, 'explizit': 0, 'ohne': 0.03, 'Gelder': 0, 'von': 0.03, 'Roche': 0.07, 'Syngenta': 0.14, 'auskommen': 0, 'Das': 0.09, 'würdet': 0.02, 'ihr': 0, 'unterschreiben': 0.04}",positive,"[0.15365668, 0.030941686, 0.8154016]",positive
100.0,100.0,86.0,0.7,neutral,"@stoppagrarlobby Nein, aber mit der Stiftung für nachhaltige LWS;) Syngenta forscht im Bereich moderner Saatgute und Gentechnik. Anders ist heutige Landwirtschaft nämlich nicht zukunftsfähig: Entweder man macht das Saatgut robuster, oder man verwendet Schutzmittel. Aber das wisst ihr ja bestimmt.",nein stiftung nachhaltig lws syngenta forschen bereich modern saatgute gentechnik heutige landwirtschaft nämlich zukunftsfähig entweder saatgut robust verwenden schutzmittel wisst ja bestimmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Nein': 0.06, 'aber': 0.06, 'mit': 0.02, 'der': 0.03, 'Stiftung': 0, 'für': 0.02, 'nachhaltige': 0.35, 'LWS': 0.02, 'Syngenta': 0.03, 'forscht': 0, 'im': 0, 'Bereich': 0, 'moderner': 0.02, 'Saatgute': 0.02, 'und': 0.01, 'Gentechnik': 0.01, 'Anders': 0, 'ist': 1.0, 'heutige': 0, 'Landwirtschaft': 1.0, 'nämlich': 0, 'nicht': 0.73, 'zukunftsfähig': 0.35, 'Entweder': 0.08, 'man': 0, 'macht': 0, 'das': 0.03, 'Saatgut': 0.02, 'robuster': 0.015, 'oder': 0.02, 'verwendet': 0, 'Schutzmittel': 0.02, 'Aber': 0.06, 'wisst': 0.04, 'ihr': 0, 'ja': 0.01, 'bestimmt': 0}",negative,"[0.0043583503, 0.96988994, 0.025751708]",positive
50.0,75.0,57.0,0.0,neutral,"Die Kampagne @stoppagrarlobby wird gem. Website zum Grossteil von der ""Stiftung für nachhaltige Landwirtschaft"" finanziert... Sprich der Chemie- und Pharmalobby.

Klassischer Fall von Doppelmoral.",kampagne gem website grossteil stiftung nachhaltig landwirtschaft finanzieren sprechen chemie pharmalobby klassisch fall doppelmoral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.04, 'Kampagne': 0.06, 'wird': 0, 'gem.': 0, 'Website': 0.03, 'zum': 0.03, 'Grossteil': 0, 'von': 0, 'der': 0.04, 'Stiftung': 0, 'für': 0.23, 'nachhaltige': 1.0, 'Landwirtschaft': 1.0, 'finanziert': 0.06, '...': 0, 'Sprich': 0, 'Chemie-': 0, 'und': 0.02, 'Pharmalobby': 0, 'Klassischer': 0.02, 'Fall': 0, 'Doppelmoral': 0.04}",positive,"[0.009571925, 0.0045843064, 0.9858438]",neutral
50.0,75.0,57.0,0.0,neutral,RT @andrisilbi_: Debatte um Abschaffung der Industriezölle im Nationalrat: Während die Landwirtschaft bereits zollfrei ihre Maschinen impor…,debatte abschaffung industriezölle nationalrat landwirtschaft bereits zollfrei maschinen impor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Debatte': 1.0, 'um': 0, 'Abschaffung': 0.19, 'der': 0.14, 'Industriezölle': 0, 'im': 0, 'Nationalrat': 0.195, 'Während': 0.68, 'die': 0.14, 'Landwirtschaft': 0.46, 'bereits': 0.12, 'zollfrei': 0.05500000000000001, 'ihre': 0, 'Maschinen': 0, 'impor': 0, '…': 0}",neutral,"[0.7817767, 0.037912175, 0.18031104]",neutral
50.0,75.0,57.0,0.0,neutral,"Nicht die Landwirtschaft an sich ist problematisch, sondern die Transportwege für importierte Ware und die industrialisierte Tierhaltung.

Deshalb: think global - consume local. https://t.co/RYdHMT4q2e",landwirtschaft problematisch transportwege importieren ware industrialisieren tierhaltung deshalb think global consume local,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Nicht': 1.0, 'die': 0.1, 'Landwirtschaft': 0.96, 'an': 0, 'sich': 0, 'ist': 0.16, 'problematisch': 0.4, 'sondern': 0.43, 'Transportwege': 0.045, 'für': 0.04, 'importierte': 0.04, 'Ware': 0, 'und': 0.05, 'industrialisierte': 0, 'Tierhaltung': 0, 'Deshalb': 0.1, 'think': 0.11, 'global': 0.05, 'consume': 0.03, 'local': 0.06}",neutral,"[0.9464478, 0.030865181, 0.022687024]",neutral
0.0,0.0,0.0,-0.85,neutral,"@wanner_fabio @MFrauchigerSVP Keine Milch ohne Fleisch.

Oder was passiert mit dem Kalb, das es braucht für deine Milch? Kompostierst du das?

Wahnsinnig, wie viel grundlegendes Wissen zu Landwirtschaft heute in unsrer Generation verloren gegangen ist.",milch fleisch passieren kalb brauchen milch kompostieren wahnsinnig grundlegend wissen landwirtschaft heute unsrer generation verlieren gehen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Keine': 0, 'Milch': 0.06, 'ohne': 0.72, 'Fleisch': 0.21, 'Oder': 0.35, 'was': 0, 'passiert': 0.1, 'mit': 0, 'dem': 0.04, 'Kalb': 0.05, 'das': 0.05, 'es': 0, 'braucht': 0.06, 'für': 0.04, 'deine': 0.07, 'Kompostierst': 0.12, 'du': 0, 'Wahnsinnig': 0, 'wie': 0.04, 'viel': 0, 'grundlegendes': 0.04, 'Wissen': 0.05, 'zu': 0.03, 'Landwirtschaft': 0.13, 'heute': 0.04, 'in': 0.02, 'unsrer': 0, 'Generation': 0.02, 'verloren': 0.03, 'gegangen': 0, 'ist': 0}",neutral,"[0.6542693, 0.09951841, 0.24621238]",negative
50.0,75.0,71.0,0.1333333333333333,neutral,"@ZStadtfux @jacot_olivier @sbv Landwirtschaft in der CH ist nicht nur schwarz/weiss. Viele Subventionen setzen falsche Anreize, das stimmt. Aber unsere LW hat ihren sehr hohen Standard eben genau wegen der kleinen Betriebe! Die Nähe zu Tier/Land ermöglicht kurze Transportwege und respektvolle Haltung.",landwirtschaft ch schwarz weiss subventionen setzen falsch anreize stimmen lw hoch standard eben genau wegen klein betreiben nähen tier land ermöglichen kurze transportwege respektvolle haltung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Landwirtschaft': 0.78, 'in': 0.23, 'der': 0.03, 'CH': 0, 'ist': 0.53, 'nicht': 1.0, 'nur': 0, 'schwarz': 0, 'weiss': 0, 'Viele': 0, 'Subventionen': 0.04, 'setzen': 0.07, 'falsche': 0.18, 'Anreize': 0.04, 'das': 0.05, 'stimmt': 0, 'Aber': 0.12, 'unsere': 0.02, 'LW': 0.02, 'hat': 0, 'ihren': 0, 'sehr': 0.04, 'hohen': 0.04, 'Standard': 0.04, 'eben': 0, 'genau': 0, 'wegen': 0.03, 'kleinen': 0.03, 'Betriebe': 0, 'Die': 0.03, 'Nähe': 0, 'zu': 0.02, 'Tier': 0, 'Land': 0.02, 'ermöglicht': 0.03, 'kurze': 0.03, 'Transportwege': 0.01, 'und': 0.04, 'respektvolle': 0.04, 'Haltung': 0}",positive,"[0.17151175, 0.00467813, 0.8238101]",neutral
