answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3435,absa_sentiment_3435,absa_scores_3435,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3476,absa_sentiment_3476,absa_scores_3476,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,100.0,1.0,neutral,"@SamBu95 @Swizzly_Zero Die Grünliberalen sind jetzt nicht unbedingt explizit für einen EU-Beitritt, aber auch nicht wirklich dagegen...",grünliberalen unbedingt explizit eu beitreten wirklich dagegen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.04, 'Grünliberalen': 0.15000000000000002, 'sind': 0.18, 'jetzt': 0, 'nicht': 0.19, 'unbedingt': 0.15, 'explizit': 0, 'für': 0, 'einen': 0, 'EU-Beitritt': 0.13, 'aber': 0.18, 'auch': 0, 'wirklich': 0.31, 'dagegen': 0.04, '...': 0}",neutral,"[0.5207027, 0.40511805, 0.07417919]",,,,,,,,,,positive
0.0,0.0,0.0,-1.0,neutral,"RT @MllerSRF: Eric Nussbaumer @enussbi ist neuer Präsident der Nebs @nomesnebs. Ist es weltfremd, von einem EU-Beitritt zu sprechen, wenn n…",eric nussbaumer neu präsident nebs weltfremd eu beitreten sprechen n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Eric': 0.05, 'Nussbaumer': 0.12, 'ist': 1.0, 'neuer': 0, 'Präsident': 0.13, 'der': 0.04, 'Nebs': 0.08, 'Ist': 1.0, 'es': 1.0, 'weltfremd': 1.0, 'von': 0, 'einem': 0, 'EU-Beitritt': 0.06, 'zu': 0.4, 'sprechen': 0.35, 'wenn': 0.18, 'n': 0.09, '…': 0}",positive,"[0.32650167, 0.026812667, 0.6466857]",,,,,,,,,,negative
100.0,100.0,100.0,1.0,negative,"@MBattiger @AlainS1991 So ein Quatsch, schau mal nach, wie ein Schiedsgericht funktioniert.

Und: Mit dem Rahmenabkommen bekommt die Schweiz auch eine institutionalisierte Möglichkeit an der Vernehmlassung für neue Vorschriften in der EU teilzunehmen. Ein Beitritt wäre noch besser, richtig.",quatsch schau mal schiedsgericht funktionieren rahmenabkommen bekommen schweiz institutionalisiere möglichkeit vernehmlassung neue vorschriften eu teilnehmen beitreten gut richtig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'So': 0, 'ein': 0, 'Quatsch': 0, 'schau': 0, 'mal': 0, 'nach': 0, 'wie': 0.11, 'Schiedsgericht': 0.06, 'funktioniert': 0, 'Und': 0.06, 'Mit': 0.08, 'dem': 0.115, 'Rahmenabkommen': 0.07500000000000001, 'bekommt': 0, 'die': 0.09, 'Schweiz': 0.24, 'auch': 0.31, 'eine': 0, 'institutionalisierte': 0.2, 'Möglichkeit': 0.33, 'an': 0.29, 'der': 0.09, 'Vernehmlassung': 0.07, 'für': 0.12, 'neue': 0.11, 'Vorschriften': 0.11, 'in': 0.09, 'EU': 0, 'teilzunehmen': 0.14, 'Ein': 0, 'Beitritt': 0, 'wäre': 0.52, 'noch': 0, 'besser': 1.0, 'richtig': 0}",positive,"[0.34752658, 0.25707123, 0.39540216]",,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"@narimoldi Einverstanden, dass wir bei der sozialen Wohlfahrt ansetzen müssen, aber das rechtfertigt eine Erhöhung über die Teuerung hinaus nicht per se.",einverstanden sozial wohlfahrt ansetzen müssen rechtfertigen erhöhung teuerung hinaus per se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Einverstanden': 0, 'dass': 0.05, 'wir': 0, 'bei': 0, 'der': 0, 'sozialen': 1.0, 'Wohlfahrt': 1.0, 'ansetzen': 0.17, 'müssen': 0.08499999999999999, 'aber': 0.11, 'das': 0.05, 'rechtfertigt': 0, 'eine': 0, 'Erhöhung': 0.06, 'über': 0, 'die': 0, 'Teuerung': 0.27, 'hinaus': 0, 'nicht': 0.04, 'per': 0.07, 'se': 0.05}",positive,"[0.40024135, 0.040873934, 0.5588847]",,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Verstehe ich nicht. Inwiefern gefährdet ein guter öffentlicher Verkehr den Reichtum der oberen Zehntausend? https://t.co/QgrAVrlsyV,verstehen inwiefern gefährden gut öffentlich verkehr reichtum ober zehntausend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Verstehe': 0.19, 'ich': 0.06, 'nicht': 0.16, 'Inwiefern': 0, 'gefährdet': 0, 'ein': 0, 'guter': 0, 'öffentlicher': 0.45, 'Verkehr': 0, 'den': 0.07, 'Reichtum': 0.19, 'der': 0.07, 'oberen': 0, 'Zehntausend': 0.09}",positive,"[0.03619222, 0.12478914, 0.83901864]",,,,neutral
25.0,0.0,14.0,-0.5,neutral,tl;dr: Der Tierschutz war zu Kompromissen bereit. Die Landwirtschaft pokert auf gar keine Konzessionen. Schade! https://t.co/iKlBU8EqW2,tlr tierschutz kompromissen bereiten landwirtschaft pokern gar konzessionen schaden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'tlr': 0.39, 'Der': 0, 'Tierschutz': 0.32999999999999996, 'war': 0, 'zu': 0.14, 'Kompromissen': 0.44, 'bereit': 0, 'Die': 0, 'Landwirtschaft': 0.37, 'pokert': 0, 'auf': 0.14, 'gar': 0, 'keine': 0, 'Konzessionen': 0.33, 'Schade': 0}",positive,"[0.008983349, 0.0036036333, 0.98741305]",negative
0.0,0.0,0.0,-0.9,negative,"RT @jglp_sg: Jährlich verenden in der Schweiz tausende Rehkitze qualvoll, indem sie durch landwirtschaftliche Maschinen tödlich verletzt we…",jährlich verenden schweiz tausende rehkitze qualvoll landwirtschaftliche maschinen tödlich verletzen we,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Jährlich': 0, 'verenden': 0.11, 'in': 0.09, 'der': 0, 'Schweiz': 0.36, 'tausende': 0.13, 'Rehkitze': 0, 'qualvoll': 0, 'indem': 0.38, 'sie': 0, 'durch': 0, 'landwirtschaftliche': 1.0, 'Maschinen': 1.0, 'tödlich': 0, 'verletzt': 0.54, 'we': 0, '…': 0}",positive,"[0.14106406, 0.35316113, 0.50577486]",negative
100.0,100.0,86.0,0.7,neutral,"@Fuss_Florian @wanner_fabio Warum zum Teufel ist es ""illiberal"" Landwirtschaftsbetriebe zu subventionieren die Pestizide einsetzen und ""liberal"" andere Betriebe zu subventionieren?",warum teufel illiberal landwirtschaftsbetriebe subventionieren pestizide einsetzen liberal betreiben subventionieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Warum': 1.0, 'zum': 0.175, 'Teufel': 0, 'ist': 0.73, 'es': 0.73, 'illiberal': 0.41, 'Landwirtschaftsbetriebe': 0.03, 'zu': 0.05, 'subventionieren': 0.11, 'die': 0.3, 'Pestizide': 0.05, 'einsetzen': 0, 'und': 0.05, 'liberal': 0.06, 'andere': 0, 'Betriebe': 0}",negative,"[0.40319538, 0.49843973, 0.09836489]",positive
100.0,100.0,100.0,0.85,neutral,RT @andibisig: Eine intensive Landwirtschaft mit hohem Pestizideinsatz ist nicht mehr tragbar. Bei Messungen an 14 Bächen stellte der @kant…,intensive landwirtschaft hoch pestizideinsatz mehr tragbar messungen bächen stellen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Eine': 0, 'intensive': 1.0, 'Landwirtschaft': 1.0, 'mit': 0.31, 'hohem': 0.16, 'Pestizideinsatz': 0.12, 'ist': 0.48, 'nicht': 0, 'mehr': 0, 'tragbar': 0, 'Bei': 0, 'Messungen': 0.21, 'an': 0, 'Bächen': 0.1, 'stellte': 0, 'der': 0.06, '…': 0}",negative,"[0.03971618, 0.82132363, 0.13896021]",positive
50.0,75.0,57.0,0.0,neutral,"RT @grunliberale: ""Der Bund gibt viel Geld aus für die #Landwirtschaft. Die pflanzliche Produktion erzeugt pro Fläche mehr Kalo­rien als di…",bund geben geld landwirtschaft pflanzliche produktion erzeugen pro fläche mehr kalo rien di,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.07, 'Bund': 0, 'gibt': 0, 'viel': 0.125, 'Geld': 0.19, 'aus': 0, 'für': 0, 'die': 0.07, 'Landwirtschaft': 1.0, 'Die': 0.07, 'pflanzliche': 0, 'Produktion': 0.14, 'erzeugt': 0, 'pro': 0, 'Fläche': 0, 'mehr': 0.05, 'Kalo\xadrien': 0, 'als': 0, 'di': 0, '…': 0}",neutral,"[0.85649127, 0.031741433, 0.11176738]",neutral
50.0,75.0,57.0,0.0,neutral,@wanner_fabio @MFrauchigerSVP @Kilian_Baumann Absatzsteigerung für Landwirtschaft,absatzsteigerung landwirtschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Absatzsteigerung': 0.7075, 'für': 0.31, 'Landwirtschaft': 0.59}",negative,"[0.15863171, 0.4895563, 0.35181203]",neutral
100.0,100.0,86.0,0.7,neutral,"Danke für diesen Vorstoss @Juerg_Grossen. Wenn der Bund die Landwirtschaft fördert, dann sollte es die pflanzliche Landwirtschaft sein!

https://t.co/zbi5z2fAAm @SentienceInfo",danke vorstoss bund landwirtschaft fördern sollen pflanzliche landwirtschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Danke': 0.15, 'für': 0.07, 'diesen': 0.12, 'Vorstoss': 0.15, 'Wenn': 0, 'der': 0.22, 'Bund': 0, 'die': 0.22, 'Landwirtschaft': 0.24, 'fördert': 1.0, 'dann': 0.2, 'sollte': 0.22, 'es': 0, 'pflanzliche': 0, 'sein': 0}",positive,"[0.11136004, 0.016444406, 0.8721956]",positive
0.0,0.0,14.0,-0.7,neutral,RT @viktorgiacobbo: Für die Artikelserie über Tierquälerei in Schweizer Landwirtschaftsbetrieben auch mal ein dickes Lob für den @tagesanze…,artikelserie tierquälerei schweizer landwirtschaftsbetrieben mal dick lob,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Für': 0.77, 'die': 1.0, 'Artikelserie': 0.19, 'über': 0, 'Tierquälerei': 0.64, 'in': 0.31, 'Schweizer': 0.22, 'Landwirtschaftsbetrieben': 0.42, 'auch': 0, 'mal': 0, 'ein': 0, 'dickes': 0, 'Lob': 0, 'für': 0.77, 'den': 1.0, '…': 0}",positive,"[0.011658473, 0.0087987585, 0.97954273]",negative
50.0,75.0,57.0,0.0,negative,"@mayla_be @SandroBrotz @SRF @tiana_moser @grunliberale Ich meine einfach, die Mengen sind enorm in der Landwirtschaft und ich will Bauern da auch nichts unterstellen, so funktioniert Landwirtschaft schon seit Jahrzehnten.",einfach mengen enorm landwirtschaft bauern unterstellen funktionieren landwirtschaft schon seit jahrzehnten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ich': 0.11, 'meine': 0, 'einfach': 0, 'die': 0.2, 'Mengen': 0, 'sind': 0.44, 'enorm': 1.0, 'in': 0.55, 'der': 0.2, 'Landwirtschaft': 0.11, 'und': 0.29, 'ich': 0.11, 'will': 0, 'Bauern': 0.13, 'da': 0, 'auch': 0, 'nichts': 0, 'unterstellen': 0.15, 'so': 0, 'funktioniert': 0.04, 'schon': 0, 'seit': 0, 'Jahrzehnten': 0.1}",positive,"[0.0038750921, 0.0018969129, 0.994228]",neutral
