answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"Word! Wir zeigen am @QumramAG Stand auf, wie der Herausforderung der Regulierung im Kontext der Digitalisierung zu begegnen ist #FFLI17 https://t.co/FoTmqIFENP",word zeigen stehen herausforderung regulierung kontext digitalisierung begegnen ffli17,,,,,,,,,,"{'Word': 0.06, 'Wir': 0.03, 'zeigen': 0.09, 'am': 0, 'Stand': 0.08, 'auf': 0, 'wie': 0.03, 'der': 0.07, 'Herausforderung': 0.16, 'Regulierung': 0.17, 'im': 0, 'Kontext': 0.19, 'Digitalisierung': 0, 'zu': 0, 'begegnen': 0, 'ist': 0, 'FFLI17': 0}",positive,"[0.11356138, 0.011878955, 0.87455964]",,,,neutral
50.0,75.0,57.0,0.0,neutral,Word! Die grössten zwei Herausforderung für die Finanzplätze in Lichtenstein und in der Schweiz: Regulierung und Digitalisierung! #FFLI17 https://t.co/fUApTssbHA,word grössten zwei herausforderung finanzplätze lichtenstein schweiz regulierung digitalisierung ffli17,,,,,,,,,,"{'Word': 0.08, 'Die': 0.1, 'grössten': 0.06, 'zwei': 0.06, 'Herausforderung': 0, 'für': 0.06, 'die': 0.1, 'Finanzplätze': 0.165, 'in': 0.06, 'Lichtenstein': 0.28, 'und': 0.37, 'der': 0.1, 'Schweiz': 0.16, 'Regulierung': 0.29, 'Digitalisierung': 0, 'FFLI17': 0}",positive,"[0.0009731901, 0.002062818, 0.99696404]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"Morgen am #FFLI17: ua. Digitalisierung-Panel moderiert von @retolipp mit @MatuWegmueller, @michael_huegli &amp; @markusbgraf. CU @QumramAG booth https://t.co/dKy1oJ3agT",morgen ffli17 ua digitalisierung panel moderieren amp cu booth,,,,,,,,,,"{'Morgen': 0.12, 'am': 0, 'FFLI17': 0, 'ua': 0, 'Digitalisierung-Panel': 0.515, 'moderiert': 1.0, 'von': 0, 'mit': 0, 'amp': 0.19, 'CU': 0, 'booth': 0.08}",positive,"[0.3464757, 0.0074520977, 0.6460722]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"Nächste Woche am #FFLI17: Digitalisierung-Panel moderiert von @retolipp mit @MatuWegmueller (@QumramAG), @michael_huegli und @markusbgraf https://t.co/wxyoRHnrqF",nächst woche ffli17 digitalisierung panel moderieren,,,,,,,,,,"{'Nächste': 0.31, 'Woche': 0.2, 'am': 0, 'FFLI17': 0, 'Digitalisierung-Panel': 0.58, 'moderiert': 0.97, 'von': 0, 'mit': 0, 'und': 1.0}",neutral,"[0.9751441, 0.0020396588, 0.022816263]",,,,neutral
100.0,100.0,86.0,0.7,neutral,RT @MatuWegmueller: Qumram unterstützt die Digitalisierung in der Finanzindustrie https://t.co/ndop4IZCJH,qumram unterstützen digitalisierung finanzindustrie,,,,,,,,,,"{'Qumram': 0.48, 'unterstützt': 1.0, 'die': 0.09, 'Digitalisierung': 0, 'in': 0.17, 'der': 0.09, 'Finanzindustrie': 0.16}",positive,"[0.0016095913, 0.0012033992, 0.99718696]",,,,positive
100.0,100.0,100.0,1.0,negative,"Lauter Nullen: ""Möge dieses Internetzeug bitte vorbeigehen"" https://t.co/l38qJk9KlJ via @MarcLussy #digitalisierung",laut nullen mögen internetzeug bitte vorbeigehen via digitalisierung,,,,,,,,,,"{'Lauter': 0, 'Nullen': 0.13, 'Möge': 0.09, 'dieses': 0.05, 'Internetzeug': 0.105, 'bitte': 0, 'vorbeigehen': 0.2, 'via': 0.62, 'digitalisierung': 1.0}",neutral,"[0.740734, 0.07874859, 0.18051745]",,,,positive
50.0,75.0,57.0,0.0,negative,RT @WalterStrametz: #qumtim #ti8m #qumram....  los gehts - coole digitalisierung trotz compliance https://t.co/BCMZFEWPxz,qumtim ti8 m qumram los gehts coole digitalisierung trotzen compliance,,,,,,,,,,"{'qumtim': 0, 'ti8': 0, 'm': 0, 'qumram': 0, '....': 0, 'los': 0, 'gehts': 0, 'coole': 1.0, 'digitalisierung': 0, 'trotz': 0, 'compliance': 0.13}",positive,"[0.0011230374, 0.0017469684, 0.99713]",,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @ti8m_ag: Interessant: @QumramAG und ti&amp;m diskutieren im Spannungsfeld von Compliance und #Digitalisierung - https://t.co/epdsnWOrWP,interessant ti amp m diskutieren spannungsfeld compliance digitalisierung,,,,,,,,,,"{'Interessant': 0.04, 'und': 1.0, 'ti&amp;m': 0, 'diskutieren': 0, 'im': 0, 'Spannungsfeld': 0.345, 'von': 0, 'Compliance': 0.69, 'Digitalisierung': 0}",neutral,"[0.9368351, 0.021794347, 0.041370533]",,,,positive
50.0,75.0,57.0,0.0,neutral,RT @thomaswuest: Qumram und ti&amp;m diskutieren im Spannungsfeld von Compliance und Digitalisierung https://t.co/j2FbVZ3pMn via @ti8m_ag,qumram ti amp m diskutieren spannungsfeld compliance digitalisierung via,,,,,,,,,,"{'Qumram': 0.28, 'und': 0.16, 'ti&amp;m': 0, 'diskutieren': 0, 'im': 0, 'Spannungsfeld': 0.81, 'von': 0, 'Compliance': 0.34, 'Digitalisierung': 0, 'via': 0.4}",neutral,"[0.96826315, 0.01677019, 0.014966605]",,,,neutral
50.0,75.0,57.0,0.0,neutral,Wir von @qumramAG sind gespannt auf die Challenges die euch begegnen. “@Namics: Banken bereit für Digitalisierung? http://t.co/2EMswHpW6J”,spannen challenges begegnen banken bereiten digitalisierung,,,,,,,,,,"{'Wir': 0.09, 'von': 0, 'sind': 0.06, 'gespannt': 0.1, 'auf': 0, 'die': 0.07, 'Challenges': 0.24, 'euch': 0.1, 'begegnen': 0, '“': 0, 'Banken': 0, 'bereit': 0, 'für': 0, 'Digitalisierung': 0, '”': 0}",neutral,"[0.51151735, 0.05618358, 0.43229914]",,,,neutral
100.0,100.0,86.0,0.7,neutral,"@d3llacort3 @WasserSchuetzen @Trinkwasser_ch @4aquaCH @info_bier @extreme_nein Ist ja ganz einfach: Lass uns mal die Landwirtschaft für alles verantwortlich machen. Für Rückstände von Industrie- und Haushaltschemikalien, Hormonen oder Medikamenten gibt es keine Anforderungswerte. Mit dem Aktionsplan Pflanzenschutzmittel machen Landwirte ihre Hausaufgaben.",ja ganz einfach lass mal landwirtschaft verantwortlich rückstände industrie haushaltschemikalien hormonen medikamenten geben anforderungswerte aktionsplan pflanzenschutzmittel landwirte hausaufgaben,,,,,,,,,,,,,"{'Ist': 0, 'ja': 0.02, 'ganz': 0, 'einfach': 0.26, 'Lass': 0, 'uns': 0, 'mal': 0, 'die': 0.02, 'Landwirtschaft': 0.45, 'für': 0.03, 'alles': 0.2, 'verantwortlich': 1.0, 'machen': 0, 'Für': 0.03, 'Rückstände': 0.03, 'von': 0, 'Industrie-': 0, 'und': 0.02, 'Haushaltschemikalien': 0.025, 'Hormonen': 0.02, 'oder': 0.03, 'Medikamenten': 0, 'gibt': 0.04, 'es': 0, 'keine': 0, 'Anforderungswerte': 0.08499999999999999, 'Mit': 0.02, 'dem': 0.02, 'Aktionsplan': 0.035, 'Pflanzenschutzmittel': 0.04, 'Landwirte': 0.07, 'ihre': 0.01, 'Hausaufgaben': 0.06}",positive,"[0.24599542, 0.025100378, 0.7289041]",positive
0.0,0.0,0.0,-1.0,neutral,@RueeggThurgau @Trinkwasser_ch Die Trinkwasserqualität im Wasserschloss Schweiz ist im weltweiten Vergleich hervorragend.  Sauberes Wasser ist auch ein Anliegen der Landwirtschaft. Die bestehenden Gesetze und Verordnungen verhindern neue Belastungen der Gewässer. @extreme_nein,trinkwasserqualität wasserschloss schweiz weltweit vergleich hervorragen sauber wasser anliegen landwirtschaft bestehend gesetze verordnungen verhindern neue belastungen gewässer,,,,,,,,,,,,,"{'Die': 0.1, 'Trinkwasserqualität': 0.27, 'im': 0, 'Wasserschloss': 0, 'Schweiz': 0.11, 'ist': 0.69, 'weltweiten': 0, 'Vergleich': 0.16, 'hervorragend': 0, 'Sauberes': 0.89, 'Wasser': 0.42, 'auch': 0.88, 'ein': 0, 'Anliegen': 0, 'der': 0.1, 'Landwirtschaft': 0.96, 'bestehenden': 0.36, 'Gesetze': 0.27, 'und': 0.13, 'Verordnungen': 0, 'verhindern': 0, 'neue': 0.14, 'Belastungen': 0, 'Gewässer': 0.12}",positive,"[0.0034686157, 0.0014223052, 0.995109]",negative
