answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,sentiment_tb
100.0,100.0,86.0,0.7,neutral,@srfnews Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@srfnews @OMPWashington Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@srfnews @BurkhardtPhilip Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@EvaJenisch @themattmueller_ @hell_titus Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@fabiohasler_ Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@enairam15 @rolf_walser @spschweiz @FDP_Liberalen @cvp_zh @SVPch @GrueneCH Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@rolf_walser @spschweiz Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@GewerkschaftSGB Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@prosenectute Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@lalli_nico Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@srfnews Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@VPOD_Schweiz Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@rudolf_mohler @srfnews Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@themattmueller_ Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@BernerZeitung Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@srfnews Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@srfnews Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@Mark_Balsiger @renzfabian01 Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivV32U,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@FDP_Liberalen @Damian_Mueller_ @SeetalerBote Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@Jungfreisinnige @NZZ @RentenVI @themattmueller_ @DavidTrachsel5 @FDP_Liberalen @jungesvp Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@NZZ @FabianSchaefer1 @NZZSchweiz Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
100.0,100.0,86.0,0.7,neutral,@GrueneCH @GewerkschaftSGB @LeonorePorchet @KPrelicz Alt BSV-Direktor: wir leben 16 Jahre länger wie 1948 (AHV-Einführung). 65-16=49 heutiges Rentenalter relativ gesehen! AHV in 13 Jahren Konkurs (BSV). Darum Rentenalter sozial und wirtschaftlich verträglich erhöhen! Unterschreibt Renteninitiative https://t.co/FTIhivDsbm,alt bsv direktor leben jahre lang ahv einführung heutig rentenalter relativ sehen ahv jahren konkurs bsv darum rentenalter sozial wirtschaftlich verträglich erhöhen unterschreiben renteninitiative,"{'Alt': 0, 'BSV-Direktor': 0.060000000000000005, 'wir': 0, 'leben': 0, '16': 0, 'Jahre': 0.04, 'länger': 0.03, 'wie': 0, '1948': 0, 'AHV-Einführung': 0.07500000000000001, '65': 0, '16=49': 0, 'heutiges': 0, 'Rentenalter': 0.04, 'relativ': 1.0, 'gesehen': 0, 'AHV': 0.1, 'in': 0.02, '13': 0, 'Jahren': 0.04, 'Konkurs': 0, 'BSV': 0.07, 'Darum': 0.13, 'sozial': 0, 'und': 0.04, 'wirtschaftlich': 0.07, 'verträglich': 0, 'erhöhen': 0, 'Unterschreibt': 0, 'Renteninitiative': 0.055}",positive,"[0.18198222, 0.031059388, 0.7869584]",,,,positive
