answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3435,absa_sentiment_3435,absa_scores_3435,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3471,absa_sentiment_3471,absa_scores_3471,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,100.0,1.0,neutral,"Interessantes Interview! Bezüglich IT Knowhow und Bundesbern: @Parldigi plant im 2021 eine Master Class zu Digitalisierung, bei der Parlamentarier*innen über KI, Cyber Security und IoT unterrichtet werden. Herr Borel darf dies gerne finanzieren ;) https://t.co/wF6apJejI1",interessant interview bezüglich it knowhow bundesbern planen master class digitalisierung parlamentarier innen ki cyber security iot unterrichten herr borel dürfen gerne finanzieren,,,,,,,,,,,,,"{'Interessantes': 0.04, 'Interview': 0.08, 'Bezüglich': 0.03, 'IT': 0.02, 'Knowhow': 0, 'und': 0.04, 'Bundesbern': 0.05500000000000001, 'plant': 0, 'im': 0, 'eine': 0, 'Master': 0.13, 'Class': 0.16, 'zu': 0.02, 'Digitalisierung': 0, 'bei': 0, 'der': 0, 'Parlamentarier*innen': 0.14, 'über': 0, 'KI': 0, 'Cyber': 0.12, 'Security': 0.09, 'IoT': 0.07, 'unterrichtet': 0, 'werden': 0.03, 'Herr': 0, 'Borel': 0.05, 'darf': 0, 'dies': 0, 'gerne': 0, 'finanzieren': 0.09}",positive,"[0.44971064, 0.024355674, 0.5259336]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @researchdigisus: Das Phil.-nat. Kompetenznetzwerk Digitalisierung der @unibern organisiert am 23. November ein #Roundtable zur #Digital…,phil nat kompetenznetzwerk digitalisierung organisieren november roundtable digital,,,,,,,,,,,,,"{'Das': 0.71, 'Phil.-nat': 0, 'Kompetenznetzwerk': 0.195, 'Digitalisierung': 0, 'der': 0.71, 'organisiert': 0, 'am': 0, '23.': 0, 'November': 0.14, 'ein': 0, 'Roundtable': 0.47, 'zur': 0.71, 'Digital': 1.0, '…': 0}",neutral,"[0.83587056, 0.0072142286, 0.15691525]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Heute geht es weiter mit der Vorlesung ""Digitale Nachhaltigkeit"". Wir betrachten die Entstehung des Begriffs ""nachhaltige Entwicklung"", vertiefen die MDGs und SDGs und betrachten uns den ökologischen Footprint der Digitalisierung. Live ab 9:15h: https://t.co/hbEK1kdOBm https://t.co/2bepChzo6V",heute gehen weit vorlesung digitale nachhaltigkeit betrachten entstehung begriffs nachhaltig entwicklung vertiefen mdgs sdgs betrachten ökologisch footprint digitalisierung live ab 15h,,,,,,,,,,,,,"{'Heute': 0.08, 'geht': 0, 'es': 0, 'weiter': 0, 'mit': 0.04, 'der': 0.25, 'Vorlesung': 0.1, 'Digitale': 0.08, 'Nachhaltigkeit': 0.06, 'Wir': 0.41, 'betrachten': 0, 'die': 0.25, 'Entstehung': 0.14, 'des': 0.07, 'Begriffs': 0, 'nachhaltige': 0.07, 'Entwicklung': 0.06, 'vertiefen': 0.31, 'MDGs': 0.09, 'und': 0.51, 'SDGs': 0.13, 'uns': 0, 'den': 0.25, 'ökologischen': 0.16, 'Footprint': 0.5, 'Digitalisierung': 0, 'Live': 0.16, 'ab': 0, '9:15h': 0}",neutral,"[0.9922265, 0.0051239096, 0.0026496274]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @annajobin: #digitalisierung #job bei @parldigi:

Mitarbeiter/in Organisation und Kommunikation (30% – 50%)

https://t.co/IvkXsQhtY6 htt…",digitalisierung job mitarbeiter organisation kommunikation htt,,,,,,,,,,,,,"{'digitalisierung': 1.0, 'job': 0.18, 'bei': 0.16, 'Mitarbeiter': 0, 'in': 0, 'Organisation': 0, 'und': 0.08, 'Kommunikation': 0.12, '–': 0, 'htt': 0, '…': 0}",neutral,"[0.67493045, 0.019098843, 0.30597064]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @mariommarti: Gestern durfte ich an der Konferenz #ITBeschaffung @researchdigisus eine Fachsession zur #Digitalisierung im Bauwesen mode…,gestern dürfen konferenz itbeschaffung fachsession digitalisierung bauwesen mode,,,,,,,,,,,,,"{'Gestern': 0.14, 'durfte': 0, 'ich': 0.05, 'an': 0, 'der': 0.09, 'Konferenz': 0.21, 'ITBeschaffung': 0, 'eine': 0, 'Fachsession': 1.0, 'zur': 0.095, 'Digitalisierung': 0.88, 'im': 0, 'Bauwesen': 0.15, 'mode': 0.25, '…': 0}",neutral,"[0.97155637, 0.0036529333, 0.024790673]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @StSutter: Marc Steiners Fazit zur Vergabekultur. Positives Menschenbild, wie bei der Digitalisierung, ist die Grundlage.
#itbeschaffung…",marc steiners fazit vergabekultur positiv menschenbild digitalisierung grundlage itbeschaffung,,,,,,,,,,,,,"{'Marc': 0.02, 'Steiners': 0, 'Fazit': 0.04, 'zur': 0.08, 'Vergabekultur': 0.035, 'Positives': 0, 'Menschenbild': 0.14500000000000002, 'wie': 0, 'bei': 0, 'der': 0.08, 'Digitalisierung': 0, 'ist': 0.19, 'die': 0.08, 'Grundlage': 0.15, 'itbeschaffung': 0.035, '…': 0}",positive,"[0.016253281, 0.0026239448, 0.98112285]",,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @mariommarti: Freue mich auf die Referate und auf ""meine"" Session zur Digitalisierung im Bau! https://t.co/NrMoQJvJGL",freuen referate session digitalisierung bau,,,,,,,,,,,,,"{'Freue': 0, 'mich': 0, 'auf': 0.41, 'die': 0.1, 'Referate': 0, 'und': 0.13, 'meine': 0.13, 'Session': 0.32, 'zur': 0.13, 'Digitalisierung': 0, 'im': 0, 'Bau': 0}",positive,"[0.00913922, 0.0026548319, 0.988206]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @researchdigisus: Heute am NLP-Workshop, einer Kooperation zwischen dem Kompetenznetzwerk Digitalisierung der Phil.-nat.-Fakultät und de…",heute nlp workshop kooperation kompetenznetzwerk digitalisierung phil nat fakultät de,,,,,,,,,,,,,"{'Heute': 0.26, 'am': 0, 'NLP-Workshop': 0, 'einer': 0, 'Kooperation': 1.0, 'zwischen': 0.39, 'dem': 0.06, 'Kompetenznetzwerk': 0.095, 'Digitalisierung': 0, 'der': 0.06, 'Phil.-nat.-Fakultät': 0.05, 'und': 0.06, 'de': 0, '…': 0}",neutral,"[0.9847825, 0.0030081696, 0.01220928]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @researchdigisus: Release #Faktenblatt zur Nachhaltigkeit und Digitalisierung für die Sekundarstufe II @erz_kantonbern
.
.
Mit eindrückl…",release faktenblatt nachhaltigkeit digitalisierung sekundarstufe ii eindrückl,,,,,,,,,,,,,"{'Release': 0.12, 'Faktenblatt': 0.24, 'zur': 0, 'Nachhaltigkeit': 0.11, 'und': 0.12, 'Digitalisierung': 0, 'für': 0.1, 'die': 0, 'Sekundarstufe': 0.09, 'II': 0, 'Mit': 0.67, 'eindrückl': 1.0, '…': 0}",positive,"[0.0025097523, 0.0013799176, 0.9961104]",,,,,,,,,,,,,,,,neutral
50.0,75.0,71.0,0.1333333333333333,neutral,"Progressive Holländer verfolgen #PublicMoneyPublicCode: Digitalisierung der öffentlichen Verwaltung anerkennt Open Source Einsatz und die Quellcode-Freigabe als Chance für höheren gesellschaftlichen Nutzen! /cc @CH_Open @parldigi @DINAconCH
https://t.co/9vCariLytv",progressive holländer verfolgen publicmoneypubliccode digitalisierung öffentlich verwaltung anerkennen open source einsatz quellcode freigabe chance hoch gesellschaftlich nutzen cc,,,,,,,,,,,,,"{'Progressive': 0.08, 'Holländer': 0.07, 'verfolgen': 0, 'PublicMoneyPublicCode': 0.29, 'Digitalisierung': 0, 'der': 0, 'öffentlichen': 0.12, 'Verwaltung': 0.4, 'anerkennt': 0, 'Open': 0.48, 'Source': 0.11, 'Einsatz': 0, 'und': 0.18, 'die': 0, 'Quellcode-Freigabe': 0.1, 'als': 0.51, 'Chance': 0, 'für': 0.1, 'höheren': 0, 'gesellschaftlichen': 0.08, 'Nutzen': 0.25, '/cc': 0}",positive,"[0.056840103, 0.015355195, 0.9278047]",,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @DigitalImpactCH: #DINversusCorona ""Wie unterstützt uns die Digitalisierung dabei, fit zu bleiben?"". Diskutiert mit @SchueppiBNC von LIN…",dinversuscorona unterstützen digitalisierung dabei fit bleiben diskutieren lin,,,,,,,,,,,,,"{'DINversusCorona': 0.42, 'Wie': 0, 'unterstützt': 0, 'uns': 0.19, 'die': 0, 'Digitalisierung': 0, 'dabei': 0, 'fit': 0.19, 'zu': 0, 'bleiben': 0, 'Diskutiert': 0.06, 'mit': 0.02, 'von': 0.04, 'LIN': 0.06, '…': 0}",positive,"[0.16526778, 0.008936224, 0.82579595]",,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,RT @DigitalImpactCH: Effiziente Vorstandssitzung des @DigitalImpactCH via @zoom_us . Digitalisierung als Chance nutzen! https://t.co/pxViTZ…,effiziente vorstandssitzung via digitalisierung chance nutzen,,,,,,,,,,,,,"{'Effiziente': 0.24, 'Vorstandssitzung': 0.105, 'des': 0, 'via': 0.07, 'Digitalisierung': 0, 'als': 0.43, 'Chance': 0, 'nutzen': 1.0}",positive,"[0.0014424009, 0.0011545161, 0.9974031]",,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,positive,"@kissling_i Sehr gut, da decken wir bei @researchdigisus der @unibern gleich drei Themen ab: Digitalisierung, künstliche Intelligenz und Nachhaltigkeit!",gut decken gleichen drei themen ab digitalisierung künstliche intelligenz nachhaltigkeit,,,,,,,,,,,,,"{'Sehr': 0.12, 'gut': 0, 'da': 0, 'decken': 0.26, 'wir': 0, 'bei': 0.04, 'der': 0.06, 'gleich': 0.09, 'drei': 0.2, 'Themen': 0, 'ab': 0, 'Digitalisierung': 0, 'künstliche': 0.08, 'Intelligenz': 0.15, 'und': 0.29, 'Nachhaltigkeit': 0.51}",positive,"[0.10663695, 0.0085655665, 0.88479745]",,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.85,neutral,Tolle Speakers @EdithGraf @WThurnherr @MurielStaub @ahugi #AndreasKaelin am @parldigi #ePower Parlamentarier-Dinner zu Digitalisierung. Viele engagierte NRs: @FranzGrueter @NikGugger @judithbellaiche @andrisilbi_ @joergmaeder etc - das wird eine spannende Open* Legislatur! https://t.co/BPXVz6tClx,toll speakers andreaskaelin epower parlamentarier dinner digitalisierung engagieren nrs etc spannend open legislatur,,,,,,,,,,,,,"{'Tolle': 0.24, 'Speakers': 0.07, 'AndreasKaelin': 0.1, 'am': 0, 'ePower': 0.06, 'Parlamentarier-Dinner': 0.33999999999999997, 'zu': 0, 'Digitalisierung': 0, 'Viele': 0.04, 'engagierte': 0.03, 'NRs': 0.05, 'etc': 0.03, 'das': 0, 'wird': 0.03, 'eine': 0, 'spannende': 0.08, 'Open': 0.03, 'Legislatur': 0.02}",positive,"[0.058184467, 0.0038655547, 0.93794996]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @parldigi: Open! @MurielStaub von @WikimediaCH fordert beim Parldigi Legislaturanlass in der Digitalisierung der Schweiz den radikal off…,open fordern beim parldigi legislaturanlass digitalisierung schweiz radikal off,,,,,,,,,,,,,"{'Open': 0.25, 'von': 0, 'fordert': 1.0, 'beim': 0.22499999999999998, 'Parldigi': 0.25, 'Legislaturanlass': 0, 'in': 0.09, 'der': 0.09, 'Digitalisierung': 0, 'Schweiz': 0.26, 'den': 0.09, 'radikal': 0, 'off': 1.0, '…': 0}",neutral,"[0.9497821, 0.01839105, 0.0318269]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,RT @OpendataCH: Tolle Präsentation von @j_kloiber über die notwendigen Bedingungen für eine nachhaltige Digitalisierung: unter anderem #ver…,toll präsentation notwendig bedingungen nachhaltig digitalisierung ver,,,,,,,,,,,,,"{'Tolle': 0.11, 'Präsentation': 0.1, 'von': 0, 'über': 0, 'die': 0.09, 'notwendigen': 0.12, 'Bedingungen': 0.22, 'für': 0.45, 'eine': 0, 'nachhaltige': 1.0, 'Digitalisierung': 0, 'unter': 0, 'anderem': 0, 'ver': 0, '…': 0}",positive,"[0.0016932987, 0.0018775096, 0.99642926]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @DINAconCH: Session Package 2 #DINAconCH #DINAcon19 am Nachmittag. Von Künstlicher Intelligenz über Cloud Foundry zur Digitalisierung vo…,session package dinaconch dinacon19 nachmittag künstlich intelligenz cloud foundry digitalisierung vo,,,,,,,,,,,,,"{'Session': 0.05, 'Package': 0.14, 'DINAconCH': 0.05, 'DINAcon19': 0.06, 'am': 0, 'Nachmittag': 0.04, 'Von': 0.34, 'Künstlicher': 0.05, 'Intelligenz': 0.12, 'über': 0, 'Cloud': 0.08, 'Foundry': 0.16, 'zur': 0.71, 'Digitalisierung': 0, 'vo': 0, '…': 0}",positive,"[0.03130608, 0.0022019544, 0.96649194]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @SUSE_DACH: #DigitaleTransformation ist allgegenwärtig. Wie können wir sicherstellen, dass die fortschreitende #Digitalisierung auch nac…",digitaletransformation allgegenwärtig sicherstellen fortschreitend digitalisierung nac,,,,,,,,,,,,,"{'DigitaleTransformation': 0, 'ist': 0.1, 'allgegenwärtig': 0.11, 'Wie': 0, 'können': 0, 'wir': 0, 'sicherstellen': 0.31, 'dass': 0.3, 'die': 0.26, 'fortschreitende': 0, 'Digitalisierung': 0, 'auch': 1.0, 'nac': 0, '…': 0}",neutral,"[0.8805152, 0.0318917, 0.087593004]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @mariommarti: Jetzt kann man mein Referat zur #Digitalisierung im #Bau an der diesjährigen #ITBeschaffungskonferenz nachschauen! Danke @…,referat digitalisierung bau diesjährig itbeschaffungskonferenz nachschauen danke,,,,,,,,,,,,,"{'Jetzt': 0.05, 'kann': 0.03, 'man': 0, 'mein': 0.05, 'Referat': 0, 'zur': 0, 'Digitalisierung': 0, 'im': 0, 'Bau': 0, 'an': 0, 'der': 0, 'diesjährigen': 0.03, 'ITBeschaffungskonferenz': 0.08499999999999999, 'nachschauen': 0.060000000000000005, 'Danke': 0.04, '…': 0}",neutral,"[0.555299, 0.03469744, 0.41000357]",,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,"RT @iqualGmbH: Die @DINAconCH widmet sich am 18. Oktober der Frage, wie die Digitalisierung nachhaltigen Nutzen für unsere Gesellschaft gen…",widmen oktober fragen digitalisierung nachhaltig nutzen gesellschaft gen,,,,,,,,,,,,,"{'Die': 0.53, 'widmet': 0, 'sich': 0, 'am': 0, '18.': 0, 'Oktober': 0.06, 'der': 0.53, 'Frage': 0, 'wie': 1.0, 'die': 0.53, 'Digitalisierung': 0.58, 'nachhaltigen': 0.21, 'Nutzen': 0.53, 'für': 0.12, 'unsere': 0.08, 'Gesellschaft': 0.09, 'gen': 0, '…': 0}",neutral,"[0.58963877, 0.007929982, 0.4024313]",,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"RT @itnovum: #Digitalisierung - und wie weiter? Mein Kollege Flavio Curti versucht auf der DINAcon in Bern, diese Frage mit offenen Technol…",digitalisierung weit kollege flavio curti versuchen dinacon bern fragen offen technol,,,,,,,,,,,,,"{'Digitalisierung': 0, 'und': 0.36, 'wie': 0, 'weiter': 0, 'Mein': 0.06, 'Kollege': 0.08, 'Flavio': 0.11, 'Curti': 0, 'versucht': 0, 'auf': 0, 'der': 0, 'DINAcon': 0.15, 'in': 0.07, 'Bern': 0.08, 'diese': 0.05, 'Frage': 0, 'mit': 0.04, 'offenen': 0.06, 'Technol': 0, '…': 0}",neutral,"[0.897204, 0.0063777957, 0.09641816]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @cwerthmueller: #Digitalisierung - und wie weiter? Mein Kollege Flavio Curti versucht auf der DINAcon in Bern, diese Frage mit offenen T…",digitalisierung weit kollege flavio curti versuchen dinacon bern fragen offen t,,,,,,,,,,,,,"{'Digitalisierung': 0, 'und': 0.34, 'wie': 0, 'weiter': 0, 'Mein': 0.05, 'Kollege': 0.07, 'Flavio': 0.09, 'Curti': 0, 'versucht': 0.07, 'auf': 0, 'der': 0, 'DINAcon': 0.13, 'in': 0.07, 'Bern': 0.06, 'diese': 0.05, 'Frage': 0, 'mit': 0.05, 'offenen': 0.07, 'T': 0.06, '…': 0}",neutral,"[0.9238424, 0.0069140745, 0.069243506]",,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,"RT @iqualGmbH: Die @DINAconCH widmet sich am 18. Oktober der Frage, wie die Digitalisierung nachhaltigen Nutzen für unsere Gesellschaft gen…",widmen oktober fragen digitalisierung nachhaltig nutzen gesellschaft gen,,,,,,,,,,,,,"{'Die': 0.53, 'widmet': 0, 'sich': 0, 'am': 0, '18.': 0, 'Oktober': 0.06, 'der': 0.53, 'Frage': 0, 'wie': 1.0, 'die': 0.53, 'Digitalisierung': 0.58, 'nachhaltigen': 0.21, 'Nutzen': 0.53, 'für': 0.12, 'unsere': 0.08, 'Gesellschaft': 0.09, 'gen': 0, '…': 0}",neutral,"[0.58963877, 0.007929982, 0.4024313]",,,,,,,,,,,,,,,,negative
0.0,0.0,0.0,-1.0,neutral,"@mrsealand @DigitalImpactCH @sbbnews @isolutionsag Sorry aber da muss ich sogar als gläubiger Christ widersprechen: Digitalisierung ist keine Glaubensfrage, sondern kann täglich überall von allen physisch beobachtet werden.",sorry sogar gläubig christ widersprechen digitalisierung glaubensfrage täglich überall physisch beobachten,,,,,,,,,,,,,"{'Sorry': 0.07, 'aber': 0.22, 'da': 0, 'muss': 0.02, 'ich': 0.02, 'sogar': 0.06, 'als': 0.01, 'gläubiger': 0, 'Christ': 0, 'widersprechen': 0.08, 'Digitalisierung': 0, 'ist': 0.33, 'keine': 0, 'Glaubensfrage': 0.325, 'sondern': 0.22, 'kann': 0.09, 'täglich': 0.025, 'überall': 0, 'von': 0, 'allen': 0, 'physisch': 0.05, 'beobachtet': 0.03, 'werden': 0}",neutral,"[0.712112, 0.02268409, 0.26520398]",,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"""Stabilität in der Agilität"" Am Digital Morning von @DigitalImpactCH stellt David Blumer von @sbbnews die Herausforderungen und Lösungsansätze bezüglich Digitalisierung bei den #SBB vor. Danke Sandra Kohler von Kohler &amp; Partner für Organisation und @isolutionsag fürs Hosting! https://t.co/XSKRMvClxO",stabilität agilität digital morning stellen david blumer herausforderungen lösungsansätze bezüglich digitalisierung sbb danke sandra kohler kohler amp partner organisation fürs hosting,,,,,,,,,,,,,"{'Stabilität': 0.05, 'in': 0.03, 'der': 0.1, 'Agilität': 0.06, 'Am': 0, 'Digital': 0.07, 'Morning': 0.05, 'von': 0.04, 'stellt': 0, 'David': 0.04, 'Blumer': 0.04, 'die': 0.1, 'Herausforderungen': 0.61, 'und': 0.05, 'Lösungsansätze': 0.565, 'bezüglich': 0.03, 'Digitalisierung': 0, 'bei': 0.2, 'den': 0.1, 'SBB': 0.15, 'vor': 0, 'Danke': 0.12000000000000001, 'Sandra': 0.04, 'Kohler': 0.03, 'amp': 0.02, 'Partner': 0.04, 'für': 0.05, 'Organisation': 0, 'fürs': 0.05, 'Hosting': 0.04}",positive,"[0.02512742, 0.004093667, 0.9707789]",,,,,,,,,,,,,,,,neutral
0.0,0.0,14.0,-0.7,neutral,"RT @iqualGmbH: Die @DINAconCH widmet sich am 18. Oktober der Frage, wie die Digitalisierung nachhaltigen Nutzen für unsere Gesellschaft gen…",widmen oktober fragen digitalisierung nachhaltig nutzen gesellschaft gen,,,,,,,,,,,,,"{'Die': 0.53, 'widmet': 0, 'sich': 0, 'am': 0, '18.': 0, 'Oktober': 0.06, 'der': 0.53, 'Frage': 0, 'wie': 1.0, 'die': 0.53, 'Digitalisierung': 0.58, 'nachhaltigen': 0.21, 'Nutzen': 0.53, 'für': 0.12, 'unsere': 0.08, 'Gesellschaft': 0.09, 'gen': 0, '…': 0}",neutral,"[0.58963877, 0.007929982, 0.4024313]",,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,neutral,"RT @n3ijoy: Stelle deine Fragen zur Digitalisierung im direkten Dialog mit PolitikerInnen &amp; Fachpersonen. Dazu gibt es gratis Kaffee, wenn…",stelle fragen digitalisierung direkt dialog politikerinnen amp fachpersonen geben gratis kaffee,,,,,,,,,,,,,"{'Stelle': 0, 'deine': 0.11, 'Fragen': 0.7, 'zur': 0, 'Digitalisierung': 0, 'im': 0, 'direkten': 0.13, 'Dialog': 0, 'mit': 0.06, 'PolitikerInnen': 0.04, 'amp': 0.02, 'Fachpersonen': 0.05, 'Dazu': 0.28, 'gibt': 0, 'es': 0.03, 'gratis': 0.11, 'Kaffee': 0.04, 'wenn': 0.05, '…': 0}",neutral,"[0.5001356, 0.005964024, 0.49390042]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @StSutter: Alexandra Bachmann von der SBB zeigt Innovation in der #itbeschaffung angewandte Digitalisierung. https://t.co/QRCShrGQGD,alexandra bachmann sbb zeigen innovation itbeschaffung angewandte digitalisierung,,,,,,,,,,,,,"{'Alexandra': 0.22, 'Bachmann': 0.36, 'von': 0.29, 'der': 0, 'SBB': 0.42, 'zeigt': 0, 'Innovation': 1.0, 'in': 0.58, 'itbeschaffung': 0, 'angewandte': 0.27, 'Digitalisierung': 0}",positive,"[0.009441359, 0.002191593, 0.988367]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @rmaduz: Wie passt das heutige Phasenmodell der SIA auf die Herausforderungen der Digitalisierung in der Bauwirtschaft? Dr. Mario Marti…,passt heutige phasenmodell sia herausforderungen digitalisierung bauwirtschaft dr mario marti,,,,,,,,,,,,,"{'Wie': 0, 'passt': 0, 'das': 0, 'heutige': 0, 'Phasenmodell': 0.07500000000000001, 'der': 0.1, 'SIA': 0, 'auf': 0, 'die': 0.1, 'Herausforderungen': 0.34, 'Digitalisierung': 0, 'in': 0.1, 'Bauwirtschaft': 0.13, 'Dr.': 0, 'Mario': 0.25, 'Marti': 0.39, '…': 0}",neutral,"[0.61883056, 0.17845759, 0.20271184]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @Faircustomer: Während dem Vortrag von @mariommarti über Digitalisierung der Prozesse, Modularität + #ITBeschaffung in der Bauwirtschaft…",vortrag digitalisierung prozesse modularität itbeschaffung bauwirtschaft,,,,,,,,,,,,,"{'Während': 0, 'dem': 0.04, 'Vortrag': 0, 'von': 0, 'über': 0, 'Digitalisierung': 0, 'der': 0.04, 'Prozesse': 0.2, 'Modularität': 0.16, 'ITBeschaffung': 0.07, 'in': 0.03, 'Bauwirtschaft': 0.10500000000000001, '…': 0}",neutral,"[0.9505636, 0.014417773, 0.03501859]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @usic_ch: Full house für unseren GF @mariommarti von @kellerhals_ch zur Digitalisierung im Bauwesen an der #ITBeschaffung #BricksAndMort…,full house gf digitalisierung bauwesen itbeschaffung bricksandmort,,,,,,,,,,,,,"{'Full': 0.31, 'house': 0.22, 'für': 0.48, 'unseren': 0.19, 'GF': 0.53, 'von': 1.0, 'zur': 0, 'Digitalisierung': 0, 'im': 0, 'Bauwesen': 0.38, 'an': 0, 'der': 0, 'ITBeschaffung': 0, 'BricksAndMort': 0.14, '…': 0}",positive,"[0.452118, 0.0649706, 0.48291144]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @mariommarti: Heute Auftritt an der #ITBeschaffung Konferenz 2019 der @unibern zum Thema #Digitalisierung im #Bau! https://t.co/L8t4JiMo…,heute auftreten itbeschaffung konferenz thema digitalisierung bau,,,,,,,,,,,,,"{'Heute': 0.18, 'Auftritt': 0.2, 'an': 0, 'der': 0.38, 'ITBeschaffung': 0, 'Konferenz': 0.33, 'zum': 0.38, 'Thema': 0, 'Digitalisierung': 0.86, 'im': 0, 'Bau': 0}",neutral,"[0.7866772, 0.045530465, 0.1677923]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @impacthubbern: ❤️Herz❤️ des Berner Digitaltags ist das Berner Generationenhaus: Ganztags #Digitalisierung an den Ständen im Innenhof, b…",herz berner digitaltags berner generationenhaus ganztags digitalisierung ständen innenhof b,,,,,,,,,,,,,"{'️Herz️': 0, 'des': 0, 'Berner': 0, 'Digitaltags': 0.07, 'ist': 0.06, 'das': 0, 'Generationenhaus': 0, 'Ganztags': 0, 'Digitalisierung': 0, 'an': 0, 'den': 0.04, 'Ständen': 0, 'im': 0, 'Innenhof': 0, 'b': 0.12, '…': 0}",positive,"[0.22204876, 0.009497887, 0.7684534]",,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"RT @mariommarti: Freue mich, dabei zu sein und einen Beitrag zur #Digitalisierung und #Beschaffung im #Bau zu leisten. https://t.co/fnCpgbp…",freuen dabei beitrag digitalisierung beschaffung bau leisten,,,,,,,,,,,,,"{'Freue': 0.05500000000000001, 'mich': 0, 'dabei': 0, 'zu': 0.18, 'sein': 0, 'und': 0.23, 'einen': 0.06, 'Beitrag': 0.28, 'zur': 0.18, 'Digitalisierung': 0, 'Beschaffung': 0, 'im': 0, 'Bau': 0, 'leisten': 0}",positive,"[0.027929904, 0.009284572, 0.96278554]",,,,,,,,,,,,,,,,positive
0.0,0.0,14.0,-0.7,neutral,"Rückblick auf den gestrigen 1. August in Büren an der Aare: Meine Rede zu Digitalisierung, Industrie 4.0 und Dankbarkeit in dunklen Zeiten. https://t.co/hddlFubEJo https://t.co/uYMsa7DKAm",rückblick gestrig august büren aare rede digitalisierung industrie dankbarkeit dunkel zeiten,,,,,,,,,,,,,"{'Rückblick': 0, 'auf': 0.39, 'den': 0, 'gestrigen': 0.03, '1.': 0, 'August': 0.02, 'in': 0.26, 'Büren': 0, 'an': 0.04, 'der': 0, 'Aare': 0.03, 'Meine': 0.15, 'Rede': 0, 'zu': 0, 'Digitalisierung': 0, 'Industrie': 0.26, '4.0': 0, 'und': 0.52, 'Dankbarkeit': 0.62, 'dunklen': 0.09, 'Zeiten': 0.09}",positive,"[0.028397053, 0.011544033, 0.9600589]",,,,,,,,,,,,,,,,negative
