answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3417,absa_sentiment_3417,absa_scores_3417,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3448,absa_sentiment_3448,absa_scores_3448,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3474,absa_sentiment_3474,absa_scores_3474,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"RT @LandoltMartin: ...dass die Gegner von E-Voting ausgerechnet über eine digitale Plattform Unterschriften sammeln, hat einen Hauch von Sa…",gegner e voting ausrechnen digitale plattform unterschriften sammeln hauch sa,,,,,,,,,,,,,,,,,,,,,,"{'...': 0, 'dass': 0.25, 'die': 0.09, 'Gegner': 0, 'von': 0, 'E-Voting': 0, 'ausgerechnet': 0.12, 'über': 0, 'eine': 0, 'digitale': 0.06, 'Plattform': 0.17, 'Unterschriften': 0.11, 'sammeln': 0.06, 'hat': 0, 'einen': 0.15, 'Hauch': 0, 'Sa': 0, '…': 0}",positive,"[0.13686116, 0.12048603, 0.7426528]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,25.0,28.0,-0.15,neutral,RT @BDPSchweiz: Schon heute können solche Fälle offenbar nicht verhindert werden. Eine weitere Lockerung der Kriegsmaterialverordnung lehne…,schon heute fälle offenbaren verhindern weit lockerung kriegsmaterialverordnung lehne,,,,,,,,,,,,,,,,,,,,,,,,,"{'Schon': 0, 'heute': 0.13, 'können': 0.05, 'solche': 0.13, 'Fälle': 0.15, 'offenbar': 0, 'nicht': 0, 'verhindert': 0.09, 'werden': 0, 'Eine': 0, 'weitere': 0.17, 'Lockerung': 0, 'der': 0.23, 'Kriegsmaterialverordnung': 0.61, 'lehne': 0, '…': 0}",positive,"[0.25735083, 0.015658794, 0.72699034]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,RT @serminfaki: Widerstand gegen Kriegsmaterial-Exporte wächst: Front gegen Bundesrat wird grösser - https://t.co/7lRuODAzWR,widerstehen kriegsmaterial exporte wachsen front bundesrat grösser,,,,,,,,,,,,,,,,,,,,,,,,,"{'Widerstand': 0.72, 'gegen': 0.09, 'Kriegsmaterial-Exporte': 0.195, 'wächst': 0, 'Front': 0.11, 'Bundesrat': 0.08, 'wird': 0, 'grösser': 0}",positive,"[0.14623791, 0.06945775, 0.78430426]",,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"@JanSliwa Betrifft die Schweiz, wo die Regierung die Kriegsmaterialverordnung lockern möchte.",betreffen schweiz regierung kriegsmaterialverordnung lockern mögen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Betrifft': 0, 'die': 0.51, 'Schweiz': 0.43, 'wo': 0.15, 'Regierung': 0.69, 'Kriegsmaterialverordnung': 0.8125, 'lockern': 0, 'möchte': 0}",positive,"[0.19226022, 0.010570301, 0.79716945]",,,,,,,,,,,,,,,,,,,,,,positive
25.0,0.0,14.0,-0.5666666666666667,neutral,"SIK-S duldet, dass die Schweiz #Kriegsmaterial in #Bürgerkriegsländer exportiert. Ich bin schwer enttäuscht. Für ein paar Franken Umsatz geht man über Leichen. Die Schweiz braucht mehr @BDPSchweiz ! https://t.co/YKeLuoFiMk",sik s dulden schweiz kriegsmaterial bürgerkriegsländer exportieren schwer enttäuschen paar franken umsatz gehen leichen schweiz brauchen mehr,,,,,,,,,,,,,,,,,,,,,,,,,"{'SIK-S': 0, 'duldet': 0.13, 'dass': 0, 'die': 0, 'Schweiz': 0.07, 'Kriegsmaterial': 0.07500000000000001, 'in': 0.04, 'Bürgerkriegsländer': 0.035, 'exportiert': 0, 'Ich': 0.17, 'bin': 0, 'schwer': 0, 'enttäuscht': 1.0, 'Für': 0.07, 'ein': 0, 'paar': 0, 'Franken': 0, 'Umsatz': 0.09, 'geht': 0, 'man': 0, 'über': 0.03, 'Leichen': 0.05, 'Die': 0, 'braucht': 0.19, 'mehr': 0.06}",positive,"[0.14586608, 0.1584147, 0.69571924]",,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,1.0,neutral,"Es wäre ein Affront gegenüber jedem Kriegsopfer und -Flüchtling, wenn der #Bundesrat die #Kriegsmaterialausfuhr in Kriegsländer zulassen würde. Die Schweiz als Depositarstaat des Völkerrechts sollte das nicht tun! #srf #srfnews https://t.co/69K1YgXBdf via @srfnews",affront gegenüber jed kriegsopfer flüchtling bundesrat kriegsmaterialausfuhr kriegsländer zulassen schweiz depositarstaat völkerrechts sollen tun srf srfnews via,,,,,,,,,,,,,,,,,,,,,,,,,"{'Es': 0, 'wäre': 0.05, 'ein': 0, 'Affront': 0.18, 'gegenüber': 0.6, 'jedem': 0, 'Kriegsopfer': 0.22, 'und': 0.07, '-Flüchtling': 0, 'wenn': 0.17, 'der': 0.09, 'Bundesrat': 0.19, 'die': 0.09, 'Kriegsmaterialausfuhr': 0.61, 'in': 0, 'Kriegsländer': 0.245, 'zulassen': 0, 'würde': 0.05, 'Die': 0.09, 'Schweiz': 0.11, 'als': 0.05, 'Depositarstaat': 0, 'des': 0, 'Völkerrechts': 0.2, 'sollte': 0.07, 'das': 0.09, 'nicht': 0.06, 'tun': 0.32999999999999996, 'srf': 0.1, 'srfnews': 0.27, 'via': 0.09}",neutral,"[0.7604058, 0.030422743, 0.20917146]",,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,#Erdogan schickt gar Kampfflugzeuge nach Azerbaijan in den #Krieg. Wie lange schaut die Schweiz zu? @EDA_DFAE https://t.co/iJB57kIr5J,erdogan schicken gar kampfflugzeuge azerbaijan krieg lang schauen schweiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Erdogan': 0.19, 'schickt': 0.25, 'gar': 0, 'Kampfflugzeuge': 0, 'nach': 0, 'Azerbaijan': 0.12, 'in': 0.07, 'den': 0.06, 'Krieg': 0.11, 'Wie': 0, 'lange': 0.35, 'schaut': 0, 'die': 0.06, 'Schweiz': 0.53, 'zu': 0.11}",neutral,"[0.82631195, 0.017282687, 0.15640529]",,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"Und wer hatte die Idee dazu: Die @BDPSchweiz  Sie verlangte mit einer Motion eine Grundsatzabstimmung über die Beschaffung der #Kampfflugzeuge.  Danke fürs Ergänzen in der Berichterstattung, liebes @srfnews https://t.co/XjjS7Ws9No",wer idee verlangen motion grundsatzabstimmung beschaffung kampfflugzeuge danke fürs ergänzen berichterstattung lieb,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Und': 0.05, 'wer': 0.06, 'hatte': 0.04, 'die': 0.09, 'Idee': 0, 'dazu': 0.07, 'Die': 0.09, 'Sie': 0, 'verlangte': 0.17, 'mit': 0, 'einer': 0, 'Motion': 0.15, 'eine': 0, 'Grundsatzabstimmung': 0, 'über': 0, 'Beschaffung': 0.39, 'der': 0.09, 'Kampfflugzeuge': 0, 'Danke': 0.11, 'fürs': 0.07, 'Ergänzen': 0.07, 'in': 0, 'Berichterstattung': 0.27, 'liebes': 0.15}",neutral,"[0.593375, 0.07062082, 0.33600417]",,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"Bundesrat will Grundsatzabstimmung über Beschaffung der #Kampfflugzeuge: Ganz entsprechend der Motion der @BDPSchweiz . Ein guter Entscheid, @Violapamherd https://t.co/JwzWcffull @20min",bundesrat grundsatzabstimmung beschaffung kampfflugzeuge ganz entsprechen motion gut entscheid,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Bundesrat': 0.11499999999999999, 'will': 0, 'Grundsatzabstimmung': 0.14500000000000002, 'über': 0, 'Beschaffung': 0.08, 'der': 0.14, 'Kampfflugzeuge': 0, 'Ganz': 0, 'entsprechend': 0, 'Motion': 0.31, 'Ein': 0.45, 'guter': 0, 'Entscheid': 1.0}",neutral,"[0.5157157, 0.032284986, 0.4519993]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"und warum wird in dieser Analyse mit keinem Wort erklärt, dass die @BDPSchweiz  das Vorgehen mit einem Grundsatzentscheid für neue Kampfflugzeuge 2017 mit einer Motion verlangt hatte, @Haesler_Sansano? Das Parlament hatte die  BDP Motion überwiesen! https://t.co/wWED7zN8sl https://t.co/fNGdegcN5x",warum analyse wort erklären vorgehen grundsatzentscheid neue kampfflugzeuge motion verlangen parlament bdp motion überweisen,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'und': 0.03, 'warum': 0.03, 'wird': 0, 'in': 0.21, 'dieser': 0.03, 'Analyse': 0, 'mit': 0.07, 'keinem': 0, 'Wort': 0, 'erklärt': 0, 'dass': 0.04, 'die': 0.1, 'das': 0.04, 'Vorgehen': 0, 'einem': 0, 'Grundsatzentscheid': 0.325, 'für': 0.72, 'neue': 1.0, 'Kampfflugzeuge': 0, '2017': 0, 'einer': 0, 'Motion': 0.11, 'verlangt': 0.13, 'hatte': 0.04, 'Das': 0.1, 'Parlament': 0.08, 'BDP': 0.07, 'überwiesen': 0}",neutral,"[0.8435378, 0.1350735, 0.021388669]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Fazit: Das Volk soll einen Grundsatzentscheid über die Beschaffung fällen - genau so wie es die @BDPSchweiz im Parlament forderte. #Kampfflugzeuge #Langweiligabergut @AargauerZeitung @chmediaag @LH_Honegger https://t.co/RLLdwFGAfB,fazit volk grundsatzentscheid beschaffung fällen genau parlament fordern kampfflugzeuge langweiligabergut,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Fazit': 0.12, 'Das': 0.09, 'Volk': 0.09, 'soll': 0, 'einen': 0.05, 'Grundsatzentscheid': 0.10500000000000001, 'über': 0, 'die': 0.09, 'Beschaffung': 0.1, 'fällen': 0, 'genau': 0, 'so': 0, 'wie': 0, 'es': 0, 'im': 0, 'Parlament': 0.2, 'forderte': 0.17, 'Kampfflugzeuge': 0, 'Langweiligabergut': 0}",neutral,"[0.5093161, 0.06443141, 0.42625245]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Wär hat's erfunde?  Die @BDPSchweiz hat schon vor langer Zeit gefordert, dass mit einem Grundsatzentscheid über die Beschaffung neuer #Kampfflugzeuge entschieden werden soll.   @tagi @DFoppa https://t.co/PwxEzKSvrC",wär s erfunde schon lang zeit fordern grundsatzentscheid beschaffung neu kampfflugzeuge entscheiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wär': 0.045, ""hat's"": 0, 'erfunde': 0.14, 'Die': 0.22, 'hat': 0, 'schon': 0, 'vor': 0, 'langer': 0, 'Zeit': 0, 'gefordert': 0, 'dass': 0.07, 'mit': 0, 'einem': 0, 'Grundsatzentscheid': 0.16499999999999998, 'über': 0, 'die': 0.22, 'Beschaffung': 0.93, 'neuer': 0, 'Kampfflugzeuge': 0, 'entschieden': 0, 'werden': 0, 'soll': 0}",neutral,"[0.9115254, 0.051534925, 0.036939617]",,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,negative,"Um's einfach festzuhalten: Das ist das, was die BDP schon immer gefordert hat: Einen Grundsatzentscheid über die Beschaffung neuer Kampfflugzeuge! @BDPSchweiz  #Langweiligabergut #langweiligundderzeitvoraus #Kampfflugzeuge https://t.co/pSRNB7vKal @srfnews",s einfach festhalten bdp schon immer fordern grundsatzentscheid beschaffung neu kampfflugzeuge langweiligabergut langweiligundderzeitvoraus kampfflugzeuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""Um's"": 0, 'einfach': 0, 'festzuhalten': 0.09, 'Das': 0.24, 'ist': 0.02, 'das': 0.03, 'was': 0, 'die': 0.24, 'BDP': 0.08, 'schon': 0, 'immer': 0.06, 'gefordert': 0, 'hat': 0, 'Einen': 0.08, 'Grundsatzentscheid': 0.27, 'über': 0, 'Beschaffung': 0.96, 'neuer': 0, 'Kampfflugzeuge': 0, 'Langweiligabergut': 0.155, 'langweiligundderzeitvoraus': 0.07375}",positive,"[0.21148452, 0.14941144, 0.63910407]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @BDPSchweiz: Die #BDP ermöglicht die Volksabstimmung über die Beschaffung von Kampfflugzeugen: https://t.co/Zx5KlwsmjC #vorwärts #Luftwa…,bdp ermöglichen volksabstimmung beschaffung kampfflugzeugen vorwärts luftwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.1, 'BDP': 0.19, 'ermöglicht': 0.41, 'die': 0.1, 'Volksabstimmung': 0.22, 'über': 0, 'Beschaffung': 0.2, 'von': 0, 'Kampfflugzeugen': 0, 'vorwärts': 0.44, 'Luftwa': 0, '…': 0}",neutral,"[0.81710213, 0.023101827, 0.15979609]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"@xxmanxx40 @alain_berset @swiss_un Ich glaube der Presseagentur @AFP mehr als den türkischen Streitkräften!  
Zudem: Wenn ich dieses Video aus Afrin sehe worin türkische Kampfflugzeuge Afrin bombardieren, dann ist mehr als bewiesen, dass die Türkei Menschenrechte massiv verletzt. https://t.co/RBJAALBrZo",glauben presseagentur mehr türkisch streitkräften zudem video afrin sehen worin türkisch kampfflugzeuge afrin bombardieren mehr beweisen türkei menschenrechte massiv verletzen,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ich': 0.04, 'glaube': 0, 'der': 0.06, 'Presseagentur': 0.07500000000000001, 'mehr': 0.02, 'als': 0, 'den': 0.06, 'türkischen': 1.0, 'Streitkräften': 0.08, 'Zudem': 0.11, 'Wenn': 0.04, 'ich': 0.04, 'dieses': 0.05, 'Video': 0.14, 'aus': 0, 'Afrin': 0.18, 'sehe': 0.04, 'worin': 0, 'türkische': 1.0, 'Kampfflugzeuge': 0, 'bombardieren': 0.43, 'dann': 0.09, 'ist': 0.05, 'bewiesen': 0.08, 'dass': 0.05, 'die': 0.06, 'Türkei': 0.14, 'Menschenrechte': 0.06, 'massiv': 0, 'verletzt': 0}",neutral,"[0.83402693, 0.15354691, 0.012426182]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Ergänzende Information für @tagesanzeiger : Dass das Volk einen Grundsatzentscheid über die Beschaffung der #Kampfflugzeuge fällen soll entspricht präzise der Motion der @BDPSchweiz: https://t.co/wcjPLC7ocz  https://t.co/W2BW6XIGre,ergänzend information volk grundsatzentscheid beschaffung kampfflugzeuge fällen entsprechen präzise motion,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ergänzende': 0, 'Information': 0.2, 'für': 0.2, 'Dass': 0.11, 'das': 0.11, 'Volk': 0.09, 'einen': 0.05, 'Grundsatzentscheid': 0.15, 'über': 0, 'die': 0.18, 'Beschaffung': 0.13, 'der': 0.18, 'Kampfflugzeuge': 0, 'fällen': 0, 'soll': 0, 'entspricht': 0.3, 'präzise': 0, 'Motion': 0.38}",neutral,"[0.7609507, 0.019106645, 0.21994267]",,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Bundesrat ermöglicht Grundsatzentscheidung über Kampfflugzeuge: Nächste Woche im @chparlament : Motion der @BDPSchweiz , welche genau dies fordert: https://t.co/wcjPLC7ocz   https://t.co/ggzeuwdlOs @AargauerZeitung",bundesrat ermöglichen grundsatzentscheidung kampfflugzeuge nächst woche motion welch genau fordern,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Bundesrat': 0.185, 'ermöglicht': 0.27, 'Grundsatzentscheidung': 0.19, 'über': 0, 'Kampfflugzeuge': 0, 'Nächste': 0.11, 'Woche': 0.11, 'im': 0, 'Motion': 0.12, 'der': 0, 'welche': 0.28, 'genau': 0, 'dies': 0, 'fordert': 0.56}",positive,"[0.10821979, 0.0036130894, 0.88816714]",,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.85,neutral,"Liebe @NZZ : Die @GSoASchweiz muss keine Unterschriften sammeln, damit es eine Abstimmung über die Kampfflugzeuge gibt. Wenn das @chparlament nächste Woche der Motion der @BDPSchweiz zustimmt: https://t.co/wcjPLC7ocz",lieb unterschriften sammeln abstimmung kampfflugzeuge geben nächst woche motion zustimmen,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Liebe': 0, 'Die': 0.17, 'muss': 0.08, 'keine': 0, 'Unterschriften': 0.26, 'sammeln': 0.11, 'damit': 0.0775, 'es': 0, 'eine': 0, 'Abstimmung': 0, 'über': 0, 'die': 0.17, 'Kampfflugzeuge': 0, 'gibt': 0, 'Wenn': 0, 'das': 0, 'nächste': 0.16, 'Woche': 0.22, 'der': 0.17, 'Motion': 0.17, 'zustimmt': 0}",neutral,"[0.73241323, 0.008521028, 0.25906566]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Gemäss Forderung der BDP-Motion: https://t.co/wcjPLC7ocz : Bundesrat will Grundsatzentscheidung zu neuen Kampfflugzeugen  https://t.co/UTPxyVDLHJ via @20min @sda_Nachrichten,gemäss forderung bdp motion bundesrat grundsatzentscheidung neu kampfflugzeugen via,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Gemäss': 0.31, 'Forderung': 0, 'der': 0.14, 'BDP-Motion': 0, 'Bundesrat': 0.265, 'will': 0, 'Grundsatzentscheidung': 0.93, 'zu': 0.31, 'neuen': 0.59, 'Kampfflugzeugen': 0, 'via': 1.0}",neutral,"[0.9026235, 0.018434385, 0.078942075]",,,,,,,,,,,,,,,,,,,neutral
75.0,100.0,86.0,0.5,neutral,Erleben Sie Digitalisierung hautnah im #Tunnel #Digitalization Center Hagerbach Schweiz! Mit den richtigen Simulationstools können Sie sämtliche Szenarien bereits vor der Inbetriebnahme unzählige Male durchspielen. Erfahren Sie mehr 👉 https://t.co/pv4Sdgjlsl https://t.co/GRZk3iyPqp,erleben digitalisierung hautnah tunnel digitalization center hagerbach schweiz richtig simulationstools sämtliche szenarien bereits inbetriebnahme unzählige male durchspielen erfahren mehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Erleben': 1.0, 'Sie': 0, 'Digitalisierung': 0.21, 'hautnah': 0.295, 'im': 0, 'Tunnel': 0.18, 'Digitalization': 0.21, 'Center': 0.19, 'Hagerbach': 0.14, 'Schweiz': 0.09, 'Mit': 0.07, 'den': 0.03, 'richtigen': 0.06, 'Simulationstools': 0, 'können': 0, 'sämtliche': 0.03, 'Szenarien': 0.09, 'bereits': 0, 'vor': 0.04, 'der': 0.03, 'Inbetriebnahme': 0, 'unzählige': 0, 'Male': 0, 'durchspielen': 0.06, 'Erfahren': 1.0, 'mehr': 0.09}",positive,"[0.0030452148, 0.0010905317, 0.9958643]",,,,,,,,,,,,,,,,positive
75.0,100.0,86.0,0.5666666666666667,neutral,"Haben Sie die richtige Sicherheitsstrategie 🔒? #Cyberangriffe auf Industrie und Infrastruktur sind längst keine Seltenheit mehr. Erfahren Sie, wie Sie Ihr Unternehmen im Zeitalter der #Digitalisierung mit #IndustrialSecurityServices optimal schützen können. https://t.co/V4E063qp91",richtige sicherheitsstrategie cyberangriffe industrie infrastruktur längst seltenheit mehr erfahren unternehmen zeitalter digitalisierung industrialsecurityservices optimal schützen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Haben': 0.02, 'Sie': 0, 'die': 0.1, 'richtige': 0.03, 'Sicherheitsstrategie': 0.04, 'Cyberangriffe': 0, 'auf': 0.04, 'Industrie': 0.04, 'und': 0.02, 'Infrastruktur': 0.04, 'sind': 0.02, 'längst': 0, 'keine': 0, 'Seltenheit': 0, 'mehr': 0, 'Erfahren': 0, 'wie': 0.04, 'Ihr': 0, 'Unternehmen': 0.12, 'im': 0, 'Zeitalter': 0.41, 'der': 0.1, 'Digitalisierung': 0, 'mit': 0.24, 'IndustrialSecurityServices': 0.53, 'optimal': 0, 'schützen': 0, 'können': 0}",positive,"[0.22246403, 0.06303503, 0.7145009]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Produkte zusammen mit dem Kunden gestalten – eine Win-Win-Situation für alle! ▶️Irina Koitz erklärt, wie das Zusammenarbeiten via #Cloud den Innovationsprozess beschleunigt und was es zu beachten gilt ⤵️ https://t.co/6soa62M8wb #Digitalisierung #cocreate #womenintech",produkte zusammen kunden gestalten win win situation all irina koitz erklären zusammenarbeiten via cloud innovationsprozess beschleunigen beachten gelten digitalisierung cocreate womenintech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Produkte': 0.03, 'zusammen': 0.04, 'mit': 0.02, 'dem': 0.05, 'Kunden': 0, 'gestalten': 0, '–': 0, 'eine': 0, 'Win-Win-Situation': 0, 'für': 0, 'alle': 0, '▶': 0, '️Irina': 0, 'Koitz': 0, 'erklärt': 0, 'wie': 0, 'das': 0, 'Zusammenarbeiten': 0, 'via': 0, 'Cloud': 0, 'den': 0, 'Innovationsprozess': 0, 'beschleunigt': 0, 'und': 0, 'was': 0, 'es': 0, 'zu': 0, 'beachten': 0, 'gilt': 0, '⤵️': 0, 'Digitalisierung': 0, 'cocreate': 0, 'womenintech': 0}",neutral,"[0.68841004, 0.032579973, 0.27900997]",,,,,,,,,,,,,,,,neutral
75.0,100.0,86.0,0.5,neutral,Erleben Sie Digitalisierung hautnah im #Tunnel #Digitalization Center Hagerbach Schweiz! Mit den richtigen Simulationstools können Sie sämtliche Szenarien bereits vor der Inbetriebnahme unzählige Male durchspielen. Erfahren Sie mehr 👉 https://t.co/pv4Sdgjlsl https://t.co/w0wUaQ4V9z,erleben digitalisierung hautnah tunnel digitalization center hagerbach schweiz richtig simulationstools sämtliche szenarien bereits inbetriebnahme unzählige male durchspielen erfahren mehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Erleben': 1.0, 'Sie': 0, 'Digitalisierung': 0.21, 'hautnah': 0.295, 'im': 0, 'Tunnel': 0.18, 'Digitalization': 0.21, 'Center': 0.19, 'Hagerbach': 0.14, 'Schweiz': 0.09, 'Mit': 0.07, 'den': 0.03, 'richtigen': 0.06, 'Simulationstools': 0, 'können': 0, 'sämtliche': 0.03, 'Szenarien': 0.09, 'bereits': 0, 'vor': 0.04, 'der': 0.03, 'Inbetriebnahme': 0, 'unzählige': 0, 'Male': 0, 'durchspielen': 0.06, 'Erfahren': 1.0, 'mehr': 0.09}",positive,"[0.0030452148, 0.0010905317, 0.9958643]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Die Digitalisierung verändert die Planung und den Bau von Gebäuden. Architekten, Planer und Experten müssen ihr Wissen deshalb erweitern. Entdecke, wie unser Verantwortlicher #BIM #lifelonglearning für sich nutzt. https://t.co/D5Gdx8XU1S  #smartbuildings https://t.co/fOd7DUOrHh",digitalisierung verändern planung bau gebäuden architekten planer experten müssen wissen deshalb erweitern entdecken verantwortlich bim lifelonglearning nutzen smartbuildings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.09, 'Digitalisierung': 0, 'verändert': 0, 'die': 0.09, 'Planung': 0, 'und': 0.04, 'den': 0.09, 'Bau': 0, 'von': 0, 'Gebäuden': 0.19, 'Architekten': 0.13, 'Planer': 0, 'Experten': 0.07, 'müssen': 0.045, 'ihr': 0, 'Wissen': 0.06, 'deshalb': 0.02, 'erweitern': 0.04, 'Entdecke': 0.06, 'wie': 0.03, 'unser': 0.05, 'Verantwortlicher': 0, 'BIM': 0.05, 'lifelonglearning': 0.1, 'für': 0.02, 'sich': 0.03, 'nutzt': 0.04, 'smartbuildings': 0.16}",positive,"[0.08335607, 0.015099411, 0.9015446]",,,,,,,,,,,,,,,,neutral
75.0,100.0,86.0,0.5,neutral,Dieses schöne Land voranzubringen - dafür setzten wir uns bei @SiemensMobility ein! Mehr erfahren: https://t.co/HnFiwzUPgL #movingbeyond #schienenverkehr #digitalisierung #verfügbarkeit #customerservice #publictransport #mobility https://t.co/mxhPYfhMXj,schöne land voranbringen dafür setzen mehr erfahren movingbeyond schienenverkehr digitalisierung verfügbarkeit customerservice publictransport mobility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Dieses': 0.02, 'schöne': 0, 'Land': 0, 'voranzubringen': 0, 'dafür': 0, 'setzten': 0, 'wir': 0, 'uns': 0, 'bei': 0, 'ein': 0, 'Mehr': 0.06, 'erfahren': 0, 'movingbeyond': 0.25, 'schienenverkehr': 0, 'digitalisierung': 0, 'verfügbarkeit': 0.13, 'customerservice': 0.15, 'publictransport': 0.19, 'mobility': 0.08}",positive,"[0.39678067, 0.054179, 0.5490404]",,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"#Digitalisierung «Der Rucksack ist mein Büro, alles andere ist in der Cloud», @JoernHarde, CFO der Siemens Schweiz AG, über den Kulturwandel, den der Arbeitsplatz von morgen fordert. Mehr erfahren: https://t.co/8YgyUS4jGd #newnormal #TeamSiemens @Siemens_Schweiz https://t.co/XNHBppUP46",digitalisierung rucksack büro cloud cfo siemens schweiz ag kulturwandel arbeitsplatz morgen fordern mehr erfahren newnormal teamsiemens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Digitalisierung': 1.0, '«': 0, 'Der': 0, 'Rucksack': 0, 'ist': 0, 'mein': 0, 'Büro': 0, 'alles': 0, 'andere': 0, 'in': 0, 'der': 0, 'Cloud': 0, '»': 0, 'CFO': 0, 'Siemens': 0, 'Schweiz': 0, 'AG': 0, 'über': 0, 'den': 0, 'Kulturwandel': 0, 'Arbeitsplatz': 0, 'von': 0, 'morgen': 0, 'fordert': 0, 'Mehr': 0, 'erfahren': 0, 'newnormal': 0, 'TeamSiemens': 0}",positive,"[0.27249825, 0.021105135, 0.7063966]",,,,,,,,,,,,,,,,neutral
75.0,100.0,86.0,0.5,neutral,Erleben Sie Digitalisierung hautnah im #Tunnel #Digitalization Center Hagerbach Schweiz! Mit den richtigen Simulationstools können Sie sämtliche Szenarien bereits vor der Inbetriebnahme unzählige Male durchspielen. Erfahren Sie mehr 👉 https://t.co/pv4Sdgjlsl https://t.co/wIvjWJlDDw,erleben digitalisierung hautnah tunnel digitalization center hagerbach schweiz richtig simulationstools sämtliche szenarien bereits inbetriebnahme unzählige male durchspielen erfahren mehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Erleben': 1.0, 'Sie': 0, 'Digitalisierung': 0.21, 'hautnah': 0.295, 'im': 0, 'Tunnel': 0.18, 'Digitalization': 0.21, 'Center': 0.19, 'Hagerbach': 0.14, 'Schweiz': 0.09, 'Mit': 0.07, 'den': 0.03, 'richtigen': 0.06, 'Simulationstools': 0, 'können': 0, 'sämtliche': 0.03, 'Szenarien': 0.09, 'bereits': 0, 'vor': 0.04, 'der': 0.03, 'Inbetriebnahme': 0, 'unzählige': 0, 'Male': 0, 'durchspielen': 0.06, 'Erfahren': 1.0, 'mehr': 0.09}",positive,"[0.0030452148, 0.0010905317, 0.9958643]",,,,,,,,,,,,,,,,positive
