answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3417,absa_sentiment_3417,absa_scores_3417,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3448,absa_sentiment_3448,absa_scores_3448,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3451,absa_sentiment_3451,absa_scores_3451,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3469,absa_sentiment_3469,absa_scores_3469,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,sentiment_tb
100.0,100.0,86.0,0.7,neutral,"RT @JUSOBS: Wir fordern Freiräume ohne Konsumzwang, Raum für eine lebendige Kulturszene und sozialen Wohnungsbau auf dem Hafenareal!

Unter…",fordern freiräume konsumzwang raum lebendig kulturszene sozial wohnungsbau hafenareal,,,,,,,,,,,,,,,,"{'Wir': 0.02, 'fordern': 0.05, 'Freiräume': 0, 'ohne': 0.04, 'Konsumzwang': 0, 'Raum': 0.12, 'für': 0.08, 'eine': 0, 'lebendige': 0.15, 'Kulturszene': 0.19, 'und': 0.22, 'sozialen': 1.0, 'Wohnungsbau': 1.0, 'auf': 0.07, 'dem': 0.035, 'Hafenareal': 0.06, 'Unter': 0.04, '…': 0}",positive,"[0.0013940991, 0.0026078108, 0.99599814]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,75.0,86.0,0.4666666666666666,neutral,@hell_titus @st_mumenthaler @NadineGautschi Wir brauchen mehr staatlichen Wohnungsbau und Genossenschaften müssen stärker gefördert werden. Mit Wohnungen darf kein Profit erwirtschaftet werden! Der Staat sollte bezahlbares Wohnen garantieren können.,brauchen mehr staatlich wohnungsbau genossenschaften müssen stark fördern wohnungen dürfen profit erwirtschaften staat sollen bezahlbar wohnen garantieren,,,,,,,,,,,,,,,,"{'Wir': 0.13, 'brauchen': 0.265, 'mehr': 0.09, 'staatlichen': 0.25, 'Wohnungsbau': 0.14, 'und': 0.25, 'Genossenschaften': 0.48, 'müssen': 0.02, 'stärker': 0, 'gefördert': 0, 'werden': 0, 'Mit': 0.05, 'Wohnungen': 0.2, 'darf': 0, 'kein': 0.05, 'Profit': 0.1, 'erwirtschaftet': 0, 'Der': 0.05, 'Staat': 0.25, 'sollte': 0.03, 'bezahlbares': 0.19, 'Wohnen': 0, 'garantieren': 0.04, 'können': 0.025}",positive,"[0.15632015, 0.1410943, 0.7025856]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,100.0,86.0,0.5666666666666667,neutral,"@beatrice_isler Warum wollen Sie die Einbürgerungshürden willkürlich erhöhen? Der Staatskundetest sagt absolut gar nichts über die Integration einer Person in unserer Gesellschaft aus. Wenn es so wäre, liebe Frau Isler, könnten Sie zigtausende Schweizer*innen ausbürgern... (2/3)",warum einbürgerungshürden willkürlich erhöhen staatskundetest sagen absolut gar integration person gesellschaft lieb frau isler zigtausende schweizer innen ausbürgern,,,,,,,,,,,,,,,,,,,"{'Warum': 0.45, 'wollen': 0.37, 'Sie': 0, 'die': 0.03, 'Einbürgerungshürden': 0.95, 'willkürlich': 0.75, 'erhöhen': 1.0, 'Der': 0.03, 'Staatskundetest': 0.0625, 'sagt': 0.06, 'absolut': 0.02, 'gar': 0, 'nichts': 0.04, 'über': 0, 'Integration': 0.08, 'einer': 0, 'Person': 0.03, 'in': 0.04, 'unserer': 0.02, 'Gesellschaft': 0.06, 'aus': 0, 'Wenn': 0, 'es': 0, 'so': 0.01, 'wäre': 0, 'liebe': 0, 'Frau': 0, 'Isler': 0.03, 'könnten': 0.02, 'zigtausende': 0.0275, 'Schweizer*innen': 0.03, 'ausbürgern': 0.08, '...': 0}",neutral,"[0.35173878, 0.3343654, 0.31389588]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"Ich erinnere mich noch gut an mein Einbürgerungsgespräch im Jahr 2019...
Der Staatskundetest ist und bleibt ein Witz, gerade für Personen wie mich, die hier geboren und aufgewachsen sind und ihr Heimatland nur aus den Ferien kennen. (1/3)
https://t.co/wqVSv2kiqa",erinnern gut einbürgerungsgespräch jahr staatskundetest bleiben witz gerade personen gebären aufwachsen heimatland ferien kennen,,,,,,,,,,,,,,,,,,,"{'Ich': 0.03, 'erinnere': 0.15, 'mich': 0.01, 'noch': 0.07, 'gut': 0, 'an': 0, 'mein': 0.1, 'Einbürgerungsgespräch': 1.0, 'im': 0, 'Jahr': 0, '...': 0, 'Der': 0.05, 'Staatskundetest': 0.0575, 'ist': 0.05, 'und': 0.01, 'bleibt': 0, 'ein': 0, 'Witz': 0.05, 'gerade': 0, 'für': 0.01, 'Personen': 0, 'wie': 0, 'die': 0.05, 'hier': 0.02, 'geboren': 0.04, 'aufgewachsen': 0, 'sind': 0, 'ihr': 0, 'Heimatland': 0, 'nur': 0.01, 'aus': 0, 'den': 0.05, 'Ferien': 0.03, 'kennen': 0.01}",neutral,"[0.73826414, 0.08272875, 0.17900713]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,negative,"@JoelThuering @SPBaselStadt @tomgander @MesserliPascal @svpbasel Lieber Joel
Es gibt etwas, das nennt sich Ermessensspielraum. Die Basler Regierung hat innerhalb dieses Rahmens gehandelt. Punto e basta!

Bei den Einbürgerungen verstösst man seit 01.01.2018 gegen das Gesetz! There is a big difference!",lieb joel geben nennen ermessensspielraum basler regierung innerhalb rahmens handeln punto e basta einbürgerungen verstösst seit gesetz there is a big difference,,,,,,,,,,,,,,,,,,,"{'Lieber': 0.02, 'Joel': 0.01, 'Es': 0.03, 'gibt': 0, 'etwas': 0.02, 'das': 0, 'nennt': 0, 'sich': 0, 'Ermessensspielraum': 0.07, 'Die': 0.07, 'Basler': 0, 'Regierung': 0.04, 'hat': 0, 'innerhalb': 0, 'dieses': 0.02, 'Rahmens': 0, 'gehandelt': 0.04, 'Punto': 0, 'e': 0.01, 'basta': 0, 'Bei': 0, 'den': 0.07, 'Einbürgerungen': 0, 'verstösst': 0, 'man': 0, 'seit': 0.04, '01.01.2018': 0, 'gegen': 0, 'Gesetz': 0.28, 'There': 0.04, 'is': 0.03, 'a': 0.04, 'big': 0.03, 'difference': 0.22}",positive,"[0.24846834, 0.015406463, 0.73612523]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,positive,RT @MigrantinnenZh: Die Einbürgerungskampagne der MigrantInnen @spschweiz ist ein voller Erfolg. Danke auch an Stadtpräsidentin Mauch! http…,einbürgerungskampagne migrantinnen voll erfolg danke stadtpräsidentin mauch http,,,,,,,,,,,,,,,,,,,"{'Die': 0.17, 'Einbürgerungskampagne': 0.2, 'der': 0.17, 'MigrantInnen': 0.14, 'ist': 0.2, 'ein': 0, 'voller': 0, 'Erfolg': 0.12, 'Danke': 0, 'auch': 0.2, 'an': 0, 'Stadtpräsidentin': 0.22999999999999998, 'Mauch': 0.36, 'http': 1.0, '…': 0}",positive,"[0.008251209, 0.0017344804, 0.9900143]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,neutral,"@TanjaSoland wurde schon im ersten Wahlgang als Basler Regierungsrätin gewählt. Was zeigt uns das? Die Bevölkerung ist überzeugt von der rot-grünen Politik im Kanton! Wir machen im Gegensatz zu den Bürgerlichen auch vorwärts bei Lohngleichheit, Elternzeit und Mobilität!",schon erst wahlgang basler regierungsrätin wählen zeigen bevölkerung überzeugen rot grün politik kanton gegensatz bürgerlich vorwärts lohngleichheit elternzeit mobilität,,,,,,,,,,,,,,,,,,,,,,"{'wurde': 0, 'schon': 0, 'im': 0, 'ersten': 0.02, 'Wahlgang': 0.05, 'als': 0.02, 'Basler': 0, 'Regierungsrätin': 0, 'gewählt': 0, 'Was': 0.03, 'zeigt': 0, 'uns': 0.04, 'das': 0.04, 'Die': 0.05, 'Bevölkerung': 0.07, 'ist': 0.05, 'überzeugt': 0.07, 'von': 0, 'der': 0.05, 'rot-grünen': 0, 'Politik': 0, 'Kanton': 0.05, 'Wir': 0.07, 'machen': 0, 'Gegensatz': 0.18, 'zu': 0.06, 'den': 0.05, 'Bürgerlichen': 0, 'auch': 0.22, 'vorwärts': 0, 'bei': 0, 'Lohngleichheit': 1.0, 'Elternzeit': 0.21500000000000002, 'und': 0.09, 'Mobilität': 0.28}",positive,"[0.002793914, 0.0013553214, 0.9958508]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,positive,Lohngleichheit wär mal ein Anfang... https://t.co/hrSc3rHSFv,lohngleichheit wär mal anfang,,,,,,,,,,,,,,,,,,,,,,"{'Lohngleichheit': 0.765, 'wär': 0.8, 'mal': 0, 'ein': 0, 'Anfang': 0, '...': 0}",positive,"[0.004069131, 0.0010546921, 0.9948762]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
75.0,75.0,71.0,0.35,negative,"Nein ehrlich... Ihr kotzt mich so was von an! Dann setzt euch für Lohngleichheit und gegen Gewalt an Frauen* ein und hört auf zu motzen!
@stockendd @nadia_kuhn @MiaAnaJenni https://t.co/Rk6KIgURUo",nein ehrlich kotzen setzen lohngleichheit gewalt frauen hören motzen,,,,,,,,,,,,,,,,,,,,,,"{'Nein': 0.05, 'ehrlich': 0, '...': 0, 'Ihr': 0, 'kotzt': 0, 'mich': 0.04, 'so': 0.05, 'was': 0, 'von': 0, 'an': 0, 'Dann': 0.14, 'setzt': 0, 'euch': 0.06, 'für': 0.51, 'Lohngleichheit': 1.0, 'und': 0.06, 'gegen': 0.11, 'Gewalt': 0.15, 'Frauen': 0.11, 'ein': 0, 'hört': 0, 'auf': 0, 'zu': 0, 'motzen': 0}",positive,"[0.019485312, 0.0024917494, 0.9780229]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,0.0,-1.0,negative,"@Dede71Mueller @mika_kaufmann Leicht asozial, wenn wir die Frauen* später in Rente schicken und sie keine gleichwertige Rente erhalten wegen der Lohnungleichheit...
Keine Erhöhung des Frauen*rentenalters ohne Lohngleichheit! 😉💸",leicht asozial frauen spät rente schick gleichwertige rente erhalten wegen lohnungleichheit erhöhung frauen rentenalters lohngleichheit,,,,,,,"{'Leicht': 0, 'asozial': 0, 'wenn': 0.05, 'wir': 0, 'die': 0.2, 'Frauen': 0.09, 'später': 0.03, 'in': 0.25, 'Rente': 0, 'schicken': 0, 'und': 0.05, 'sie': 0, 'keine': 0, 'gleichwertige': 0.06, 'erhalten': 0.05, 'wegen': 0.09, 'der': 0.2, 'Lohnungleichheit': 0.155, '...': 0, 'Keine': 0, 'Erhöhung': 1.0, 'des': 0, 'Frauen*rentenalters': 0.39437500000000003, 'ohne': 0.14, 'Lohngleichheit': 0.08499999999999999}",negative,"[0.058729935, 0.81743914, 0.123830944]",,,,,,,,,,,,,"{'Leicht': 0, 'asozial': 0, 'wenn': 0.04, 'wir': 0, 'die': 0.07, 'Frauen': 0.1, 'später': 0.06, 'in': 0.06, 'Rente': 0, 'schicken': 0, 'und': 0.04, 'sie': 0, 'keine': 0, 'gleichwertige': 0.07, 'erhalten': 0.06, 'wegen': 0.06, 'der': 0.07, 'Lohnungleichheit': 0.15000000000000002, '...': 0, 'Keine': 0, 'Erhöhung': 0.16, 'des': 0, 'Frauen*rentenalters': 0.22625, 'ohne': 1.0, 'Lohngleichheit': 1.0}",negative,"[0.06708131, 0.8367592, 0.09615951]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,1.0,negative,@andrisilbi_ @gerhardpfister @LuisDeplazes Alle Vorschläge sind absolut inakzeptabel! Wir akzeptieren keine Erhöhung des Frauenrentenalters ohne Lohngleichheit! Abschaffung 2. Säule ➡️ Volkspension wär sinnvoller...,all vorschläge absolut inakzeptabel akzeptieren erhöhung frauenrentenalters lohngleichheit abschaffung säule volkspension wär sinnvoll,,,,,,,"{'Alle': 0.06, 'Vorschläge': 0, 'sind': 0.05, 'absolut': 0.06, 'inakzeptabel': 0.21, 'Wir': 0.1, 'akzeptieren': 0.64, 'keine': 0, 'Erhöhung': 1.0, 'des': 0, 'Frauenrentenalters': 0.715, 'ohne': 0.35, 'Lohngleichheit': 0.175, 'Abschaffung': 0.15, '2.': 0, 'Säule': 0.06, '️': 0, 'Volkspension': 0, 'wär': 0, 'sinnvoller': 0, '...': 0}",negative,"[0.16809422, 0.7087174, 0.12318836]",,,,,,,,,,,,,"{'Alle': 0.03, 'Vorschläge': 0, 'sind': 0.02, 'absolut': 0.02, 'inakzeptabel': 0.05, 'Wir': 0.09, 'akzeptieren': 0.27, 'keine': 0, 'Erhöhung': 0.22, 'des': 0, 'Frauenrentenalters': 0.23, 'ohne': 1.0, 'Lohngleichheit': 0.765, 'Abschaffung': 0.06, '2.': 0, 'Säule': 0.04, '️': 0, 'Volkspension': 0, 'wär': 0, 'sinnvoller': 0, '...': 0}",neutral,"[0.7408617, 0.04470133, 0.21443702]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
25.0,25.0,28.0,-0.2333333333333333,neutral,"@Mueller_M12 Die Rechten wehren sich mit Händen und Füssen gegen bezahlbare Kitas, Lohngleichheit und gerechte Arbeitszeiten... Nein, es gibt keine menschlichen “Rassen” - dieses Gedankengut stammt aus vergangenen Jahrhunderten... Sorry!",recht wehren händen füssen bezahlbare kitas lohngleichheit gerecht arbeitszeiten nein geben menschlich rassen gedankengut stammen vergangen jahrhunderten sorry,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.16, 'Rechten': 0, 'wehren': 0.29, 'sich': 0, 'mit': 0.14, 'Händen': 0.03, 'und': 0.5, 'Füssen': 0, 'gegen': 0.57, 'bezahlbare': 0, 'Kitas': 0, 'Lohngleichheit': 0.8, 'gerechte': 0.32, 'Arbeitszeiten': 0.075, '...': 0, 'Nein': 0.03, 'es': 0, 'gibt': 0.03, 'keine': 0, 'menschlichen': 0.02, '“': 0, 'Rassen': 0, '”': 0, 'dieses': 0, 'Gedankengut': 0, 'stammt': 0, 'aus': 0, 'vergangenen': 0, 'Jahrhunderten': 0, 'Sorry': 0}",positive,"[0.0013754508, 0.0012101572, 0.99741435]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,positive,RT @VPOD_Schweiz: Wir sind immer noch total begeistert! 20'000 Menschen demonstrierten gestern in Bern für Lohngleichheit. Das kann der Nat…,immer total begeistern menschen demonstrieren gestern bern lohngleichheit nat,,,,,,,,,,,,,,,,,,,,,,"{'Wir': 0.03, 'sind': 0.03, 'immer': 0, 'noch': 0.06, 'total': 0, 'begeistert': 0.12, ""20'000"": 0, 'Menschen': 0.26, 'demonstrierten': 0.67, 'gestern': 0.23, 'in': 0.2, 'Bern': 0.26, 'für': 1.0, 'Lohngleichheit': 0.99, 'Das': 0, 'kann': 0.3, 'der': 0, 'Nat': 0.06, '…': 0}",positive,"[0.08864783, 0.0039204806, 0.9074317]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @JUSOBS: Zusammen mit 20'000 Demonstrierenden haben wir heute in Bern #Lohngleichheit gefordert. 
#enough18 https://t.co/dcbFbUcsaI",zusammen demonstrierend heute bern lohngleichheit fordern enough18,,,,,,,,,,,,,,,,,,,,,,"{'Zusammen': 0.39, 'mit': 0.14, ""20'000"": 0, 'Demonstrierenden': 0, 'haben': 0, 'wir': 0, 'heute': 0.17, 'in': 0.11, 'Bern': 0.27, 'Lohngleichheit': 0.99, 'gefordert': 0, 'enough18': 0.36}",neutral,"[0.96977466, 0.008806737, 0.02141861]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @sarah_gabi_: #ENOUGH18! Nationale Kundgebung für #Lohngleichheit und 
gegen #Diskriminierung heute:
22. SEPTEMBER 2018, 13.30 - 17.00,…",enough18 national kundgebung lohngleichheit diskriminierung heute september,,,,,,,,,,,,,,,,,,,,,,"{'ENOUGH18': 0.19, 'Nationale': 0.14, 'Kundgebung': 0.17, 'für': 0.08, 'Lohngleichheit': 0, 'und': 0.07, 'gegen': 0.07, 'Diskriminierung': 0.19, 'heute': 0.21, '22.': 0, 'SEPTEMBER': 0.13, '13.30': 0, '17.00': 0, '…': 0}",neutral,"[0.8370902, 0.06191581, 0.10099401]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @Tamarafuniciell: Gleich geht's los mit der #Lohngleichheit   Debatte im Ständerat. Auch wenn's durchkommt: da ohne Sanktionen ist es ni…,gleichen gehen s los lohngleichheit debatte ständerat s durchkommen sanktionen ni,,,,,,,,,,,,,,,,,,,,,,"{'Gleich': 0, ""geht's"": 0, 'los': 0.02, 'mit': 0, 'der': 0.02, 'Lohngleichheit': 0, 'Debatte': 0.09, 'im': 0, 'Ständerat': 0.03, 'Auch': 0, ""wenn's"": 0.21, 'durchkommt': 0.09, 'da': 0, 'ohne': 0.75, 'Sanktionen': 0.32, 'ist': 1.0, 'es': 1.0, 'ni': 1.0, '…': 0}",neutral,"[0.47032112, 0.08947248, 0.44020635]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,negative,RT @Tamarafuniciell: Der #Ständerat lebt im letzten Jahrtausend und lehnt #Lohngleichheit ab. Schämt euch!,ständerat leben letzt jahrtausend lehnen lohngleichheit ab schämen,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.09, 'Ständerat': 0.3425, 'lebt': 0.36, 'im': 0, 'letzten': 0.09, 'Jahrtausend': 0.19, 'und': 0.94, 'lehnt': 1.0, 'Lohngleichheit': 0, 'ab': 0, 'Schämt': 0, 'euch': 0.17}",negative,"[0.07630311, 0.5877802, 0.33591676]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,1.0,neutral,"Also wenn wir ehrlich sind, bewertet @gewerbebasel ja nicht die KMU-Freundlichkeit der einzelnen Grossrät*innen, sondern vor allem, wie sehr die neoliberale Agenda des Verbands von den GR-Mitgliedern
(Steuersenkungen, Deregulierung etc.) politisch vorangetrieben wird.",ehrlich bewerten ja kmu freundlichkeit einzeln grossrät innen neoliberale agenda verbands gr mitgliedern steuersenkungen deregulierung etc politisch vorangetrieben,,,,,,,,,,,,,,,,,,,,,,,,,"{'Also': 0, 'wenn': 0.04, 'wir': 0, 'ehrlich': 0, 'sind': 0, 'bewertet': 1.0, 'ja': 0, 'nicht': 0, 'die': 0.42, 'KMU-Freundlichkeit': 0.17, 'der': 0.42, 'einzelnen': 0.11, 'Grossrät*innen': 0.18, 'sondern': 0.24, 'vor': 0, 'allem': 0, 'wie': 0.32, 'sehr': 0, 'neoliberale': 0, 'Agenda': 0.67, 'des': 0, 'Verbands': 0.2, 'von': 0, 'den': 0.42, 'GR-Mitgliedern': 0.29500000000000004, 'Steuersenkungen': 0.66, 'Deregulierung': 0.41, 'etc.': 0, 'politisch': 0.3, 'vorangetrieben': 0.22, 'wird': 0}",neutral,"[0.77444214, 0.043283623, 0.18227421]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"Steuerflüchtling aus dem Kanton Zug unterstützt @NadineGautschi!
Was ein Wunder!

Mit einer bürgerlichen Mehrheit in der Regierung geschieht folgendes:
- Steuersenkung für Gutverdiener
- Abbau beim Sozialstaat
- Defizite in Millionenhöhe 

Wer das nicht will, wählt @TanjaSoland! https://t.co/VRh4Bn0eZu",steuerflüchtling kanton zug unterstützen wundern bürgerlich mehrheit regierung geschehen folgend steuersenkung gutverdiener abbau beim sozialstaat defizite millionenhöhe wer wählen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Steuerflüchtling': 0.15, 'aus': 0, 'dem': 0.02, 'Kanton': 0.02, 'Zug': 0.03, 'unterstützt': 0, 'Was': 0, 'ein': 0, 'Wunder': 0, 'Mit': 0.03, 'einer': 0, 'bürgerlichen': 0, 'Mehrheit': 0.03, 'in': 0.02, 'der': 0.02, 'Regierung': 0.03, 'geschieht': 0.45, 'folgendes': 0.135, 'Steuersenkung': 0.315, 'für': 0.13, 'Gutverdiener': 0.05500000000000001, 'Abbau': 0, 'beim': 0.02, 'Sozialstaat': 0.015, 'Defizite': 0.07, 'Millionenhöhe': 0, 'Wer': 0, 'das': 0.03, 'nicht': 0, 'will': 0, 'wählt': 0}",positive,"[0.015028402, 0.0254841, 0.9594875]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,0.85,neutral,"@NadineGautschi @kasparsutter @davidlukasjenny @BaschiDuerr @BaselStadt Warum anerkennen Sie nicht, dass die Bürgerlichen keine solide Finanzpolitik betreiben können?
Das neoliberale Mantra ist klar:
Steuersenkungen, Deregulierung &amp; Liberalisierung...
Funktioniert nicht!
Lieber @TanjaSoland wählen für ein fortbestehen stabiler Finanzen...",warum anerkennen bürgerlich solide finanzpolitik betreiben neoliberale mantra klaren steuersenkungen deregulierung amp liberalisierung funktionieren lieb wählen fortbestehen stabil finanzen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Warum': 0.03, 'anerkennen': 0, 'Sie': 0, 'nicht': 1.0, 'dass': 0.04, 'die': 0.03, 'Bürgerlichen': 0, 'keine': 0, 'solide': 0, 'Finanzpolitik': 0.02, 'betreiben': 0, 'können': 0, 'Das': 0.03, 'neoliberale': 0, 'Mantra': 0.06, 'ist': 0.04, 'klar': 0.05, 'Steuersenkungen': 0.275, 'Deregulierung': 0.07, 'amp': 0.02, 'Liberalisierung': 0.23, '...': 0, 'Funktioniert': 0.04, 'Lieber': 0, 'wählen': 0, 'für': 0.09, 'ein': 0, 'fortbestehen': 0, 'stabiler': 0.03, 'Finanzen': 0.12}",positive,"[0.13137652, 0.19043137, 0.67819214]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
0.0,0.0,14.0,-0.7,neutral,"@micwue Bürgerliche Finanzpolitik:
Überschuss durch Steuersenkung abbauen, 
Defizit durch Sparmassnahmen beheben,
Überschuss wieder für Steuersenkung verwenden...
#Racetothebottom 
Oder: Immer Defizite schreiben ❌",bürgerliche finanzpolitik überschuss steuersenkung abbauen defizit sparmassnahmen beheben überschuss steuersenkung verwenden racetothebottom immer defizite schreiben,,,,,,,,,,,,,,,,,,,,,,,,,"{'Bürgerliche': 0, 'Finanzpolitik': 0.13, 'Überschuss': 0, 'durch': 0.47, 'Steuersenkung': 0.065, 'abbauen': 0.85, 'Defizit': 0.19, 'Sparmassnahmen': 0.155, 'beheben': 0, 'wieder': 0.06, 'für': 0.06, 'verwenden': 0.08, '...': 0, 'Racetothebottom': 0.22, 'Oder': 0.05, 'Immer': 0.07, 'Defizite': 0.1, 'schreiben': 0.07}",neutral,"[0.53474015, 0.07735485, 0.3879049]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
0.0,0.0,14.0,-0.7,neutral,"RT @tagesanzeiger: Vergangenes Jahr verabschiedete man Steuersenkungen, die überproportional Grossunternehmen und Reiche begünstigen.
https…",vergangen jahr verabschieden steuersenkungen überproportional grossunternehmen reichen begünstigen https,,,,,,,,,,,,,,,,,,,,,,,,,"{'Vergangenes': 0, 'Jahr': 0.87, 'verabschiedete': 0, 'man': 0, 'Steuersenkungen': 0.65, 'die': 0.09, 'überproportional': 0.59, 'Grossunternehmen': 0, 'und': 0.1, 'Reiche': 0.13, 'begünstigen': 0, 'https': 0.24, '…': 0}",negative,"[0.2153503, 0.7759917, 0.00865803]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
0.0,0.0,0.0,-1.0,neutral,@PatrickS_Huber @tageswoche @Dospi @leschhorn Wartet ab... Steuersenkungen wirken sich erst nach gewisser Zeit negativ aus. Zudem sind Sondereffekte nicht gerade stabile Finanzstandbeine. #justsaying,warten ab steuersenkungen wirken erst gewiß zeit negativ zudem sondereffekte gerade stabile finanzstandbeine justsaying,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wartet': 0.12, 'ab': 0, '...': 0, 'Steuersenkungen': 0.58, 'wirken': 0, 'sich': 0, 'erst': 0, 'nach': 0, 'gewisser': 0, 'Zeit': 0.35, 'negativ': 1.0, 'aus': 0, 'Zudem': 0.22, 'sind': 0.05, 'Sondereffekte': 0.08, 'nicht': 0.16, 'gerade': 0, 'stabile': 0.09, 'Finanzstandbeine': 0.09, 'justsaying': 0.16}",negative,"[0.0036021662, 0.96374434, 0.032653473]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,86.0,0.7,neutral,"Für alle, die es noch nicht begriffen haben... eine prozentuale Steuersenkung hilft nur den Gutverdienern und nicht denen, die eine Entlastung verdient hätten. #justsaying",all begriffen prozentuale steuersenkung helfen gutverdienern entlastung verdienen justsaying,,,,,,,,,,,,,,,,,,,,,,,,,"{'Für': 0.26, 'alle': 0, 'die': 0.14, 'es': 0, 'noch': 0, 'nicht': 0.41, 'begriffen': 0.18, 'haben': 0.07, '...': 0, 'eine': 0, 'prozentuale': 1.0, 'Steuersenkung': 0.385, 'hilft': 0.65, 'nur': 0.85, 'den': 0.14, 'Gutverdienern': 0.14, 'und': 0.08, 'denen': 0.07, 'Entlastung': 0, 'verdient': 0, 'hätten': 0.07, 'justsaying': 0.21}",positive,"[0.22446457, 0.056087624, 0.7194478]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
