answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3469,absa_sentiment_3469,absa_scores_3469,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,71.0,0.15,negative,"@pascal_s_schmid Steuern senken nützt dem Gewerbe nur, wenn auch Umsatz und damit Gewinn gemacht wird. Das ist das Problem. Ich spreche aus eigener Erfahrung. Den verlorenen Umsatz hole ich 2020 nicht mehr rein und deshalb würde mir die Steuersenkung momentan nichts bringen. Mittelfristig schon.",steuern senken nützen gewerbe umsatz gewinn problem sprechen eigen erfahrung verloren umsatz holen mehr rein deshalb steuersenkung momentan bringen mittelfristig schon,,,,,,,,,,,,,,,,,,,"{'Steuern': 0, 'senken': 0, 'nützt': 0, 'dem': 0.015, 'Gewerbe': 0.02, 'nur': 0.01, 'wenn': 0.02, 'auch': 0, 'Umsatz': 0.04, 'und': 0.1, 'damit': 0.030000000000000002, 'Gewinn': 0, 'gemacht': 0, 'wird': 0, 'Das': 0.02, 'ist': 0.02, 'das': 0.08, 'Problem': 0.28, 'Ich': 0.03, 'spreche': 0.04, 'aus': 0, 'eigener': 0, 'Erfahrung': 0.02, 'Den': 0.02, 'verlorenen': 0.04, 'hole': 0, 'ich': 0.03, 'nicht': 0, 'mehr': 0, 'rein': 0, 'deshalb': 0, 'würde': 0, 'mir': 0.08, 'die': 0.02, 'Steuersenkung': 0.625, 'momentan': 0.045000000000000005, 'nichts': 0, 'bringen': 0, 'Mittelfristig': 0.04, 'schon': 0}",negative,"[0.0059028594, 0.97434264, 0.019754482]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-0.85,neutral,"@pascal_s_schmid Es wirkt ja wie eine Steuersenkung, indem die Bürger damit konsumieren können und den Gutschein anstatt eigenes Geld verwenden können. Gleichzeitig hat das Gewerbe etwas davon. Als Impuls für das arg gebeutelte Gewerbe finde ich das nicht so schlecht.",wirken ja steuersenkung bürger konsumieren gutschein anstatt eigen geld verwenden gleichzeitig gewerbe davon impuls arg gebeutelt gewerbe finden schlecht,,,,,,,,,,,,,,,,,,,"{'Es': 0, 'wirkt': 1.0, 'ja': 0.04, 'wie': 0, 'eine': 0, 'Steuersenkung': 0.275, 'indem': 0, 'die': 0.01, 'Bürger': 0.04, 'damit': 0.16, 'konsumieren': 0.05, 'können': 0, 'und': 0.04, 'den': 0.01, 'Gutschein': 0, 'anstatt': 0.04, 'eigenes': 0.02, 'Geld': 0.02, 'verwenden': 0.04, 'Gleichzeitig': 0, 'hat': 0, 'das': 0.02, 'Gewerbe': 0, 'etwas': 0, 'davon': 0.02, 'Als': 0, 'Impuls': 0, 'für': 0.02, 'arg': 0, 'gebeutelte': 0.02, 'finde': 0, 'ich': 0.02, 'nicht': 0, 'so': 0.03, 'schlecht': 0.06}",positive,"[0.013497267, 0.003447136, 0.9830556]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,negative,RT @claudelongchamp: Viele Inserate zu Mindestlohn und #Gripen aber nur bei #Milo14 stimmt Ueberhang mit Ergebnis überein. http://t.co/SVCZ…,inserate mindestlohn gripen milo14 stimmen ueberhang ergebnis überein,,,,,,,,,,,,,,,,,,,,,,"{'Viele': 0, 'Inserate': 0, 'zu': 0, 'Mindestlohn': 0.665, 'und': 1.0, 'Gripen': 0.36, 'aber': 0.69, 'nur': 0.26, 'bei': 0, 'Milo14': 0.07, 'stimmt': 0, 'Ueberhang': 0.07, 'mit': 0, 'Ergebnis': 0.12, 'überein': 0.12}",neutral,"[0.6827992, 0.026937995, 0.29026276]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"RT @claudelongchamp: Worüber wir am 18. Mai abstimmen: Gripen-Finanzierung, Mindestlohn- resp. Pädophilen-Init u Hausarztmedizin http://t.c…",worüber mai abstimmen gripen finanzierung mindestlohn resp pädophilen init u hausarztmedizin,,,,,,,,,,,,,,,,,,,,,,"{'Worüber': 0.23, 'wir': 0, 'am': 0, '18.': 0, 'Mai': 0.18, 'abstimmen': 0.25, 'Gripen-Finanzierung': 0.41, 'Mindestlohn-': 0.55, 'resp': 0.67, 'Pädophilen-Init': 0.175, 'u': 0.1, 'Hausarztmedizin': 0.15}",positive,"[0.35411963, 0.019531278, 0.6263491]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Chaos in Kambodschas Industrie:http://t.co/z7IlGlWYX2 80$ Mindestlohn zahlen H&amp;M etc.! Wir produz. 100% in der CH! http://t.co/txrDvPRnqn,chaos kambodschas industrie mindestlohn zahlen h amp m etc produz ch,,,,,,,,,,,,,,,,,,,,,,"{'Chaos': 0.13, 'in': 0.06, 'Kambodschas': 0.04, 'Industrie': 0.08, 'Mindestlohn': 0.605, 'zahlen': 0, 'H&amp;M': 0, 'etc.': 0, 'Wir': 0.13, 'produz': 0, 'der': 0, 'CH': 0.03}",neutral,"[0.7091868, 0.043955404, 0.2468578]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"JA zum CO2-Gesetz am 13. Juni 2021 https://t.co/a2yEn76B53 via @YouTube 
Der CH-er Wirtschaft bietet sich ein riesiges Chancenpotential mit neuen Technologien im Bereich der erneuerbaren Energien. @JaCO2Gesetz @CO2GesetzJa @grunliberale",ja co2 gesetz juni via ch wirtschaft bieten riesig chancenpotential neu technologien bereich erneuerbaren energien,,,,,,,,,,,,,,,,,,,,,,,,,"{'JA': 0, 'zum': 0.17500000000000002, 'CO2-Gesetz': 0.08, 'am': 0, '13.': 0, 'Juni': 0.02, 'via': 0.05, 'Der': 0.33, 'CH-er': 0, 'Wirtschaft': 0, 'bietet': 0, 'sich': 0, 'ein': 0, 'riesiges': 0.07, 'Chancenpotential': 0, 'mit': 0.09, 'neuen': 0.21, 'Technologien': 0.5, 'im': 0, 'Bereich': 0, 'der': 0.33, 'erneuerbaren': 1.0, 'Energien': 0.31}",positive,"[0.0071678963, 0.001810319, 0.9910218]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"RT @grunliberale: Die Roadmap Grossen zeigt den Weg in die komplett erneuerbare, CO2-neutrale und eigenversorgte Energiezukunft der Schweiz…",roadmap grossen zeigen komplett erneuerbare co2 neutral eigenversorgte energiezukunft schweiz,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.07, 'Roadmap': 0.12, 'Grossen': 0, 'zeigt': 0, 'den': 0.07, 'Weg': 0, 'in': 0.07, 'die': 0.07, 'komplett': 1.0, 'erneuerbare': 1.0, 'CO2-neutrale': 0, 'und': 0.09, 'eigenversorgte': 0, 'Energiezukunft': 0.19, 'der': 0.07, 'Schweiz': 0.06, '…': 0}",positive,"[0.00088480505, 0.0010582305, 0.99805695]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Deutschland reagiert unterkühlt auf Heizpläne @tagblatt_ch https://t.co/By8Uu4gEXa Wenn Deutschland hier den Schlaf der Glückseligen schläft, heisst das ja nicht, dass man im #Thurgau nicht vorwärts machen kann. #ErneuerbareEnergien",deutschland reagieren unterkühlen heizpläne deutschland schlaf glückselig schlafen heisst ja thurgau vorwärts erneuerbareenergien,,,,,,,,,,,,,,,,,,,,,,,,,"{'Deutschland': 0.05, 'reagiert': 0, 'unterkühlt': 0, 'auf': 0, 'Heizpläne': 0.05, 'Wenn': 0, 'hier': 0.05, 'den': 0.03, 'Schlaf': 0.05, 'der': 0.03, 'Glückseligen': 0, 'schläft': 0, 'heisst': 0, 'das': 0.05, 'ja': 0, 'nicht': 0, 'dass': 0.05, 'man': 0, 'im': 0, 'Thurgau': 0.22, 'vorwärts': 0.07, 'machen': 0, 'kann': 0.03, 'ErneuerbareEnergien': 0.56}",positive,"[0.06353726, 0.012288326, 0.92417437]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Mit Wädli-Power zur Windpower! Nufenenpass mit Blick zum #Windpark #Griesssee #EsIstZeit für mehr #ErneuerbareEnergie #Klimawahl #WahlenCH19 @grunliberale @glpTG https://t.co/p2PzdwZK5P,wädli power windpower nufenenpass blick windpark griesssee esistzeit mehr erneuerbareenergie klimawahl wahlench19,,,,,,,,,,,,,,,,,,,,,,,,,"{'Mit': 0.05, 'Wädli-Power': 0, 'zur': 0.05, 'Windpower': 0, 'Nufenenpass': 0.21, 'mit': 0.05, 'Blick': 0.07, 'zum': 0.05, 'Windpark': 0.06, 'Griesssee': 0.14, 'EsIstZeit': 0.2, 'für': 0.06, 'mehr': 0.05, 'ErneuerbareEnergie': 0, 'Klimawahl': 0, 'WahlenCH19': 0}",positive,"[0.01627085, 0.007518591, 0.9762106]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,Wenn Aluminium den Ofen heizt @tagblatt_ch https://t.co/dar7LavVpR Sehr spannende Innovation zur Speicherung von erneuerbarer Energie mit geschlossenem Kreislauf,aluminium ofen heizen spannend innovation speicherung erneuerbarer energie geschlossen kreislauf,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wenn': 0.25, 'Aluminium': 0, 'den': 0.15, 'Ofen': 0, 'heizt': 0.16, 'Sehr': 0.7, 'spannende': 1.0, 'Innovation': 1.0, 'zur': 0.15, 'Speicherung': 0, 'von': 0, 'erneuerbarer': 0.55, 'Energie': 0.11, 'mit': 0.11, 'geschlossenem': 0.12, 'Kreislauf': 0}",positive,"[0.0015154248, 0.0011519996, 0.9973326]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @RueeggThurgau: Artikel 38 im neuen #Energiegesetz lässt die Förderungen für #Erneuerbare #Energien auslaufen. Beendet also die #Subvent…,artikel neu energiegesetz lässt förderungen erneuerbare energien auslaufen beenden subvent,,,,,,,,,,,,,,,,,,,,,,,,,"{'Artikel': 0.16, 'im': 0, 'neuen': 0.05, 'Energiegesetz': 0.09000000000000001, 'lässt': 0, 'die': 1.0, 'Förderungen': 0, 'für': 0.05, 'Erneuerbare': 0.07, 'Energien': 0.06, 'auslaufen': 0, 'Beendet': 0, 'also': 0, 'Subvent': 0, '…': 0}",neutral,"[0.5944377, 0.10735796, 0.29820424]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,#Grossrat #Thurgau SVP u. FDP wehren sich gegen Basisangebot aus erneuerbaren Energien! Und behaupten nicht gegen erneuerbare zu sein?! Lüge,grossrat thurgau svp u fdp wehren basisangebot erneuerbaren energien behaupten erneuerbare lügen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Grossrat': 0, 'Thurgau': 0.03, 'SVP': 0, 'u.': 0, 'FDP': 0.03, 'wehren': 0, 'sich': 0, 'gegen': 1.0, 'Basisangebot': 0.10500000000000001, 'aus': 0, 'erneuerbaren': 0.05, 'Energien': 0.06, 'Und': 0.04, 'behaupten': 0, 'nicht': 0, 'erneuerbare': 0.05, 'zu': 0.1, 'sein': 0, 'Lüge': 0.11}",neutral,"[0.7565007, 0.17393066, 0.06956857]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,neutral,"Morgen #Grossrat #Thurgau: Gesetze zu neuem niederschwelligem Berufsangebot und Basisangebot aus erneuerbaren Energien, u.v.m.",morgen grossrat thurgau gesetze neu niederschwelligem berufsangebot basisangebot erneuerbaren energien u v m,,,,,,,,,,,,,,,,,,,,,,,,,"{'Morgen': 0.1, 'Grossrat': 0, 'Thurgau': 0.11, 'Gesetze': 0.16, 'zu': 0, 'neuem': 0.1, 'niederschwelligem': 0.07, 'Berufsangebot': 0, 'und': 0.22, 'Basisangebot': 0.52, 'aus': 0, 'erneuerbaren': 0.9, 'Energien': 0.46, 'u.v.m.': 0}",positive,"[0.0033897904, 0.0015705228, 0.99503964]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,positive,http://t.co/45yk8nQwrE Ein sachlicher und sehr guter Artikel zur #Energiewende - lesenswert für alle Kritker der erneuerbaren Energien,sachlich gut artikel energiewende lesenswert all kritker erneuerbaren energien,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ein': 0.03, 'sachlicher': 0, 'und': 0.03, 'sehr': 0.02, 'guter': 0, 'Artikel': 0.1, 'zur': 0.07, 'Energiewende': 0, 'lesenswert': 0.060000000000000005, 'für': 0.05, 'alle': 0, 'Kritker': 0.29, 'der': 0.07, 'erneuerbaren': 1.0, 'Energien': 1.0}",positive,"[0.005508698, 0.0017943929, 0.99269694]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Morgen im #Grossrat #Thurgau - ein Energietag! Thurgauer Strommix ohne Kernenergie, Konzept Biomasse, Basisangebot EVU's erneuerbare Energie",morgen grossrat thurgau energietag thurgauer strommix kernenergie konzept biomasse basisangebot evu s erneuerbare energie,,,,,,,,,,,,,,,,,,,,,,,,,"{'Morgen': 0.03, 'im': 0, 'Grossrat': 0, 'Thurgau': 0.09, 'ein': 0, 'Energietag': 0.08, 'Thurgauer': 0.09, 'Strommix': 0.07, 'ohne': 0.36, 'Kernenergie': 0.095, 'Konzept': 0.22, 'Biomasse': 0.12, 'Basisangebot': 0.8, ""EVU's"": 0, 'erneuerbare': 1.0, 'Energie': 0.13}",positive,"[0.0014913778, 0.0014983932, 0.99701023]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
75.0,100.0,86.0,0.5,negative,"@vecirex @Kanton_Thurgau @glpTG @EVPTG @JCVP_Thurgau @svptg @jsvptg @B_Haeberli @GrueneThurgau @JusoThurgau e-Voting scheint eine Glaubenssache zu sein. Ich kenne mich technisch zuwenig aus, deshalb lasse ich mich nicht mehr mit IT-Freaks auf Diskussionen ein. Für Auslandschweizer finde ich es nach wie vor gut. Dass die Auszählung dem Amtsgeheimnis untersteht kapiere ich aber nicht",e voting scheinen glaubenssache kennen technisch zuwenig deshalb lassen mehr it freaks diskussionen auslandschweizer finden gut auszählung amtsgeheimnis unterstehen kapieren,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'e-Voting': 0, 'scheint': 0.1, 'eine': 0, 'Glaubenssache': 0.07125000000000001, 'zu': 0.49, 'sein': 0, 'Ich': 0.07, 'kenne': 0.03, 'mich': 0, 'technisch': 0, 'zuwenig': 0, 'aus': 0, 'deshalb': 0.05, 'lasse': 0, 'ich': 0.07, 'nicht': 0, 'mehr': 0, 'mit': 0.05, 'IT-Freaks': 0, 'auf': 0, 'Diskussionen': 0.11, 'ein': 0, 'Für': 0.05, 'Auslandschweizer': 0.10500000000000001, 'finde': 0, 'es': 0.22, 'nach': 0, 'wie': 0, 'vor': 0, 'gut': 0, 'Dass': 0.15, 'die': 0.23, 'Auszählung': 0, 'dem': 0.36, 'Amtsgeheimnis': 1.0, 'untersteht': 0.355, 'kapiere': 0.04, 'aber': 0.14}",negative,"[0.19270863, 0.7966668, 0.010624625]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Bund gibt grünes Licht für E-Voting #Thurgau Grundsätzlich bin ich für #evoting. Was ich vermisse, ist eine konkrete Gefahrenanalyse dieser Software. Wie sieht genau das Risikomanagement der Regierung aus? https://t.co/EQH0uyOzrD",bund geben grün licht e voting thurgau grundsätzlich evoting vermissen konkrete gefahrenanalyse software sehen genau risikomanagement regierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Bund': 0, 'gibt': 0, 'grünes': 0.02, 'Licht': 0.01, 'für': 0.02, 'E-Voting': 0, 'Thurgau': 0.03, 'Grundsätzlich': 0.04, 'bin': 0, 'ich': 0.03, 'evoting': 0, 'Was': 0, 'vermisse': 0, 'ist': 0.22, 'eine': 0, 'konkrete': 0.05, 'Gefahrenanalyse': 0.05, 'dieser': 0.05, 'Software': 0.05, 'Wie': 0, 'sieht': 0, 'genau': 0.03, 'das': 0, 'Risikomanagement': 0.07500000000000001, 'der': 0.05, 'Regierung': 0.04, 'aus': 0}",neutral,"[0.4945926, 0.4909967, 0.014410681]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @grunliberale: Morgen fassen wir an unserer Delegiertenversammlung die Parolen zur #Konzernverantwortungsinitiative, zur #Kriegsmaterial…",morgen fassen delegiertenversammlung parolen konzernverantwortungsinitiative kriegsmaterial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Morgen': 0.06, 'fassen': 0, 'wir': 0, 'an': 0, 'unserer': 0.05, 'Delegiertenversammlung': 0.15, 'die': 0.18, 'Parolen': 0.82, 'zur': 0.18, 'Konzernverantwortungsinitiative': 0.35, 'Kriegsmaterial': 0.825, '…': 0}",positive,"[0.18771367, 0.0063826023, 0.8059038]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @beatflach: Der Bundesrat sieht ein, dass er bei der Lockerung der Regeln zu den #Kriegsmaterialexporten zu weit ging und will einen Geg…",bundesrat sehen lockerung regeln kriegsmaterialexporten weit gehen geg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.08, 'Bundesrat': 0.16499999999999998, 'sieht': 0, 'ein': 0, 'dass': 0.05, 'er': 0, 'bei': 0, 'der': 0.08, 'Lockerung': 0, 'Regeln': 0.49, 'zu': 0.11, 'den': 0.08, 'Kriegsmaterialexporten': 0.8425, 'weit': 0.07, 'ging': 0.05, 'und': 0.68, 'will': 0, 'einen': 0, 'Geg': 0, '…': 0}",neutral,"[0.72936034, 0.048972927, 0.22166683]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,"@lexi550406 @B_D_Zuercher @glpTG @grunliberale Für die neuen Kampfflugzeuge muss man ja nicht betonieren, die fliegen und belasten das Strassennetz nicht 😉",neu kampfflugzeuge ja betonieren fliegen belasten strassennetz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Für': 0.48, 'die': 0.11, 'neuen': 1.0, 'Kampfflugzeuge': 0, 'muss': 0.12, 'man': 0, 'ja': 0.09, 'nicht': 0, 'betonieren': 0.31, 'fliegen': 0.16, 'und': 0.09, 'belasten': 0, 'das': 0, 'Strassennetz': 0.18}",positive,"[0.071576126, 0.01960787, 0.908816]",,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,25.0,28.0,-0.15,neutral,#glp #Thurgau beschliesst nach kontrovers geführter Diskussion und spannendem Podium mit @ThierryBurkart (Pro) und @FranziskaRyser (Contra) Stimmfreigabe zur Beschaffung der Kampfflugzeuge. @glpTG @grunliberale,glp thurgau beschliesst kontrovers geführt diskussion spannend podium pro contra stimmfreigabe beschaffung kampfflugzeuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'glp': 0.16, 'Thurgau': 0.2, 'beschliesst': 0.15, 'nach': 0.07, 'kontrovers': 0.16, 'geführter': 0, 'Diskussion': 0.25, 'und': 0.12, 'spannendem': 0.12, 'Podium': 0.27, 'mit': 0.07, 'Pro': 0.14, 'Contra': 0, 'Stimmfreigabe': 0.86, 'zur': 0.43, 'Beschaffung': 1.0, 'der': 0.43, 'Kampfflugzeuge': 0}",neutral,"[0.92103714, 0.015202824, 0.06376004]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Bevor es in die Diskussion geht an der MV der @glpTG hier noch mein Standpunkt zur Beschaffung der Kampfflugzeuge: JA https://t.co/jrt1ELwOgI,bevor diskussion gehen mv standpunkt beschaffung kampfflugzeuge ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Bevor': 0.07, 'es': 0.08, 'in': 0, 'die': 0.12, 'Diskussion': 0.16, 'geht': 0, 'an': 0, 'der': 0.12, 'MV': 0.05, 'hier': 0.16, 'noch': 0, 'mein': 0.06, 'Standpunkt': 0.37, 'zur': 0.12, 'Beschaffung': 0.13, 'Kampfflugzeuge': 0, 'JA': 0}",neutral,"[0.86977285, 0.012464565, 0.11776251]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Nationalrätin @FranziskaRyser vertritt das Nein-Votum an der MV der @glpTG zur Beschaffung der Kampfflugzeuge,nationalrätin vertreten nein votum mv beschaffung kampfflugzeuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Nationalrätin': 0.185, 'vertritt': 0.17, 'das': 0, 'Nein-Votum': 0.225, 'an': 0, 'der': 0.48, 'MV': 0, 'zur': 0.48, 'Beschaffung': 0.79, 'Kampfflugzeuge': 0}",neutral,"[0.92594194, 0.053099893, 0.020958118]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Ständerat @ThierryBurkart vertritt das Pro-Votum an der MV der @glpTG zur Beschaffung der Kampfflugzeuge https://t.co/Dm9HxnPRkM,ständerat vertreten pro votum mv beschaffung kampfflugzeuge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ständerat': 0.1775, 'vertritt': 0.1, 'das': 0, 'Pro-Votum': 0, 'an': 0, 'der': 0.17, 'MV': 0, 'zur': 0.17, 'Beschaffung': 0.68, 'Kampfflugzeuge': 0}",neutral,"[0.9314525, 0.039269812, 0.029277634]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @grunliberale: Die glp sagt JA zu neuen Kampfflugzeugen #DVglpCH

Die #Delegiertenversammlung der 
@grunliberale
 beschliesst mit 82 Ja…",glp sagen ja neu kampfflugzeugen dvglpch delegiertenversammlung beschliesst ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.08, 'glp': 0.25, 'sagt': 0.23, 'JA': 0, 'zu': 0.57, 'neuen': 1.0, 'Kampfflugzeugen': 0, 'DVglpCH': 0.39, 'Delegiertenversammlung': 0.12000000000000001, 'der': 0.08, 'beschliesst': 0, 'mit': 0.07, 'Ja': 0, '…': 0}",positive,"[0.017917773, 0.0038320518, 0.9782502]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Der Gripen und die CVP-Connection: Ziemlich unglaublich, dass beim Kampfflugzeugentscheid die Parteizugehörigkeit der VBS-Chefin mitspielen soll, oder? Bananen-Republik, oder was?  https://t.co/O57GzQxGDj",gripen cvp connection ziemlich unglaublich beim kampfflugzeugentscheid parteizugehörigkeit vbs chefin mitspielen bananen republik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.27, 'Gripen': 0.04, 'und': 0.02, 'die': 0.27, 'CVP-Connection': 0, 'Ziemlich': 0.02, 'unglaublich': 0.07, 'dass': 0.07, 'beim': 0.27, 'Kampfflugzeugentscheid': 0.9550000000000001, 'Parteizugehörigkeit': 0.13, 'der': 0.27, 'VBS-Chefin': 0, 'mitspielen': 0.13, 'soll': 0, 'oder': 0.07, 'Bananen-Republik': 0.2, 'was': 0}",neutral,"[0.9234794, 0.021770898, 0.054749753]",,,,,,,,,,,,,,,,,,,,,,,,,neutral
75.0,100.0,86.0,0.5666666666666667,neutral,Kanton beantragt dritten ­Kredit für Solaranlagen @tagblatt_ch https://t.co/xHjlOrMZJf Der #Thurgau ist da fortschrittlich unterwegs. Aber alles andere wäre auch verantwortungslos. Etwas mehr marktwirtschaftliches Handeln bei der Vermarktung von freien Flächen wäre noch besser.,kanton beantragen dritt kredit solaranlagen thurgau fortschrittlich unterwegs verantwortungslos mehr marktwirtschaftliches handeln vermarktung frei flächen gut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Kanton': 0.03, 'beantragt': 0, 'dritten': 0.02, '\xadKredit': 0, 'für': 0.02, 'Solaranlagen': 0.04, 'Der': 0.03, 'Thurgau': 0.09, 'ist': 0.02, 'da': 0, 'fortschrittlich': 0.03, 'unterwegs': 0.0225, 'Aber': 0.08, 'alles': 0, 'andere': 0, 'wäre': 0.03, 'auch': 0.1, 'verantwortungslos': 1.0, 'Etwas': 0, 'mehr': 0.03, 'marktwirtschaftliches': 0.05, 'Handeln': 0, 'bei': 0, 'der': 0.03, 'Vermarktung': 0.06, 'von': 0, 'freien': 0.02, 'Flächen': 0, 'noch': 0, 'besser': 0.05}",positive,"[0.09450717, 0.22211826, 0.68337464]",,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"#Thurgau : Büro des #Grossrat ist gegen Homeoffice-Parlament
Meine Motion will den Mitgliedern des Grossen Rats die virtuelle Teilnahme ermöglichen: Man muss das jetzt planen und angehen, damit bereit ist für die nächste Herausforderung. #Digitalisierung https://t.co/SQ3s4Ipeci",thurgau büro grossrat homeoffice parlament motion mitgliedern grossen rats virtuelle teilnahme ermöglichen planen angehen bereiten nächst herausforderung digitalisierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Thurgau': 0.06, 'Büro': 0.02, 'des': 0, 'Grossrat': 0.035, 'ist': 0.03, 'gegen': 0.11, 'Homeoffice-Parlament': 0.0225, 'Meine': 0.04, 'Motion': 0.05, 'will': 0, 'den': 0.03, 'Mitgliedern': 0.04, 'Grossen': 0, 'Rats': 0, 'die': 0.03, 'virtuelle': 0, 'Teilnahme': 0, 'ermöglichen': 0.05, 'Man': 0, 'muss': 0.03, 'das': 0.02, 'jetzt': 0.03, 'planen': 0.03, 'und': 0.03, 'angehen': 0, 'damit': 0.03, 'bereit': 0.04, 'für': 0.03, 'nächste': 0.04, 'Herausforderung': 0.1, 'Digitalisierung': 1.0}",positive,"[0.042022355, 0.0035006483, 0.95447695]",,,,,,,,,,,,,,,,,,,positive
