answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3430,absa_sentiment_3430,absa_scores_3430,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3436,absa_sentiment_3436,absa_scores_3436,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3444,absa_sentiment_3444,absa_scores_3444,absa_token_weights_3458,absa_sentiment_3458,absa_scores_3458,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3462,absa_sentiment_3462,absa_scores_3462,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,57.0,0.0,neutral,"RT @SWISSAID: Kriegsmaterialexporte in CHF – finde den Unterschied.  

Jetzt Korrektur-Initiative unterschreiben: 
https://t.co/KjFx8AlpIZ…",kriegsmaterialexporte chf finden unterscheiden korrektur initiative unterschreiben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Kriegsmaterialexporte': 0.885, 'in': 0.68, 'CHF': 0.35, '–': 0, 'finde': 0, 'den': 0, 'Unterschied': 0, 'Jetzt': 0, 'Korrektur-Initiative': 0, 'unterschreiben': 0}",neutral,"[0.86095965, 0.028553255, 0.11048706]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Check: Zürcher Nationalrät_innen haben die #KorrekturInitiative unterschrieben. Mach auch du mit! Keine Kriegsmaterial-Exporte in Krisengebiete! ⁦@JayBadran ⁦@bastiengirod⁩ #MartinNaef https://t.co/4YKEu03Tu4,check zürcher nationalrät_innen korrekturinitiative unterschreiben mach kriegsmaterial exporte krisengebiete martinnaef,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Check': 0.06, 'Zürcher': 0, 'Nationalrät_innen': 0, 'haben': 0.14500000000000002, 'die': 0.05, 'KorrekturInitiative': 0, 'unterschrieben': 0.14, 'Mach': 0, 'auch': 0, 'du': 0, 'mit': 0, 'Keine': 0, 'Kriegsmaterial-Exporte': 0.3675, 'in': 0, 'Krisengebiete': 0.14, '\u2066': 0, '\u2066\u2069': 0, 'MartinNaef': 0}",positive,"[0.28225324, 0.022907993, 0.6948387]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @spschweiz: Künftig sollen keine Schweizer Kriegsmaterialien mehr in Bürgerkriegsländer exportiert werden. Darum hat die @spschweiz zusa…,künftig sollen schweizer kriegsmaterialien mehr bürgerkriegsländer exportieren darum zusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Künftig': 0.26, 'sollen': 0, 'keine': 0, 'Schweizer': 0.11, 'Kriegsmaterialien': 0.525, 'mehr': 0, 'in': 0.07, 'Bürgerkriegsländer': 0.060000000000000005, 'exportiert': 0.49, 'werden': 0, 'Darum': 0, 'hat': 0, 'die': 0.03, 'zusa': 0, '…': 0}",neutral,"[0.5694184, 0.36539572, 0.065185934]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,1.0,negative,"RT @GSoASchweiz: Die neusten Kriegsmaterialexportzahlen zeigen es: Die Rüstungslobby betreibt reine Propaganda, wenn sie sagt, dass sie um…",neu kriegsmaterialexportzahlen zeigen rüstungslobby betreiben reine propaganda sagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.11, 'neusten': 0, 'Kriegsmaterialexportzahlen': 0.72, 'zeigen': 0.63, 'es': 0.09, 'Rüstungslobby': 0.19, 'betreibt': 0, 'reine': 0, 'Propaganda': 0.29, 'wenn': 0, 'sie': 0, 'sagt': 0.17, 'dass': 0.06, 'um': 0, '…': 0}",neutral,"[0.7410641, 0.046683542, 0.21225236]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,25.0,28.0,-0.15,neutral,".@seilergraf hat heute eine breit abgestützte Volksinitiative gegen die Lockerung bei Kriegsmaterial-Exporten angekündigt. Super! Ich hoffe nur, dass bis zur Abstimmung der zynische Entscheid der rechten Mehrheit im Bundeshaus nicht noch mehr Menschen das Leben kostet.",heute breit abgestützt volksinitiative lockerung kriegsmaterial exporten ankündigen super hoffen abstimmung zynische entscheid recht mehrheit bundeshaus mehr menschen leben kosten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'hat': 0, 'heute': 0.09, 'eine': 0, 'breit': 0, 'abgestützte': 0, 'Volksinitiative': 0.21500000000000002, 'gegen': 0.43, 'die': 0.06, 'Lockerung': 0, 'bei': 0, 'Kriegsmaterial-Exporten': 0.8475, 'angekündigt': 0.16, 'Super': 0, 'Ich': 0.05, 'hoffe': 0.03, 'nur': 0, 'dass': 0.03, 'bis': 0, 'zur': 0.06, 'Abstimmung': 0, 'der': 0.06, 'zynische': 0.05, 'Entscheid': 0.07, 'rechten': 0, 'Mehrheit': 0.05, 'im': 0, 'Bundeshaus': 0, 'nicht': 0.02, 'noch': 0, 'mehr': 0.02, 'Menschen': 0.06, 'das': 0.03, 'Leben': 0, 'kostet': 0}",positive,"[0.20103605, 0.026321124, 0.77264285]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @meyer_mattea: Die SVP-FDP rechtfertigt den Export von Kriegsmaterial in Bürgerkriegsländer damit, dass er «für die Sicherheit der Schwe…",svp fdp rechtfertigen export kriegsmaterial bürgerkriegsländer sicherheit schwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.31, 'SVP-FDP': 0, 'rechtfertigt': 0.46, 'den': 0.31, 'Export': 0.27, 'von': 0, 'Kriegsmaterial': 0.20500000000000002, 'in': 0, 'Bürgerkriegsländer': 0.2525, 'damit': 0.14, 'dass': 0.3, 'er': 0.69, '«': 0, 'für': 0, 'die': 0, 'Sicherheit': 0, 'der': 0, 'Schwe': 0, '…': 0}",neutral,"[0.7233372, 0.029510973, 0.24715187]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,RT @srfnews: Die Initiative «für ein Verbot der Finanzierung von Kriegsmaterialproduzenten» ist zustande gekommen. #Kriegsgeschäftsinititat…,initiative verbieten finanzierung kriegsmaterialproduzenten zustande kommen kriegsgeschäftsinititat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.05, 'Initiative': 0.12, '«': 0, 'für': 0, 'ein': 0, 'Verbot': 0, 'der': 0, 'Finanzierung': 0, 'von': 0, 'Kriegsmaterialproduzenten': 0, '»': 0, 'ist': 0, 'zustande': 0, 'gekommen': 0, 'Kriegsgeschäftsinititat': 0, '…': 0}",neutral,"[0.94417334, 0.018745905, 0.037080735]",,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
50.0,75.0,57.0,0.0,negative,"RT @spschweiz: Kein Schweizer Kriegsmaterial in Bürgerkriegsländer:
https://t.co/8iEBA4XXuW https://t.co/U9iv6bxwPZ",schweizer kriegsmaterial bürgerkriegsländer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Kein': 1.0, 'Schweizer': 0.42, 'Kriegsmaterial': 0.33499999999999996, 'in': 0.33, 'Bürgerkriegsländer': 0.095}",neutral,"[0.8253642, 0.14028755, 0.034348186]",,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-1.0,neutral,"#Waffenexporte in Krisengebiete zwingen Menschen zur Flucht. Jetzt zeigen Geflüchtete dem Bundesrat die rote Karte. Mach mit, teile das Video und wehre dich gegen die Lockerung der #Kriegsmaterialverordnung! #GenugIstGenug https://t.co/tvmjHGHbyp",waffenexporte krisengebiete zwingen menschen fluchen zeigen geflüchtete bundesrat rote karte mach teile video wehren lockerung kriegsmaterialverordnung genugistgenug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Waffenexporte': 0.03, 'in': 0, 'Krisengebiete': 0.025, 'zwingen': 0.055, 'Menschen': 0.02, 'zur': 0.05, 'Flucht': 0, 'Jetzt': 0.04, 'zeigen': 0, 'Geflüchtete': 0.04, 'dem': 0.05, 'Bundesrat': 0.03, 'die': 0.04, 'rote': 0, 'Karte': 0, 'Mach': 0, 'mit': 0, 'teile': 0.08, 'das': 0, 'Video': 0.04, 'und': 0.05, 'wehre': 0, 'dich': 0, 'gegen': 0.06, 'Lockerung': 0, 'der': 0.04, 'Kriegsmaterialverordnung': 0.07250000000000001, 'GenugIstGenug': 0.825}",positive,"[0.13926123, 0.042454533, 0.8182842]",,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
0.0,0.0,0.0,-1.0,negative,RT @LewinLempert: 6 Frauen aus 6 Fraktionen (inkl. @NatalieRickli &amp; @seilergraf) wehren sich gegen geplante Lockerung der Kriegsmaterialver…,frauen fraktionen inkl amp wehren geplant lockerung kriegsmaterialver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'6': 0, 'Frauen': 0.13, 'aus': 0, 'Fraktionen': 0.14, 'inkl.': 0, 'amp': 0.04, 'wehren': 0, 'sich': 0, 'gegen': 0.31, 'geplante': 0.5, 'Lockerung': 0, 'der': 1.0, 'Kriegsmaterialver': 0.94, '…': 0}",neutral,"[0.6001771, 0.030122872, 0.36969998]",,,,,,,,,,,,,,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,1.0,neutral,.@_BR_JSA Wie spaziert es sich so mit einem Mörder? Gute Gespräche? Und wie viel Kriegsmaterial haben Sie ihm zugesagt?,spazieren mörder gut gespräche kriegsmaterial zusagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wie': 0, 'spaziert': 0, 'es': 0, 'sich': 0, 'so': 0, 'mit': 0.06, 'einem': 0, 'Mörder': 0.14, 'Gute': 0, 'Gespräche': 0.1, 'Und': 0.12, 'wie': 0.2, 'viel': 0.04, 'Kriegsmaterial': 0.54, 'haben': 0.47, 'Sie': 0, 'ihm': 0.84, 'zugesagt': 1.0}",neutral,"[0.97221315, 0.018535797, 0.00925101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @franziskaroth6: Wird man(n) mit Distanz zur Armee vernünftiger? Blattmann: Kampfflugzeuge seien auf einen Gegner ausgerichtet, «den es…",n distanz armee vernünftig blattmann kampfflugzeuge gegner ausrichten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Wird': 0, 'man': 0, 'n': 0, 'mit': 0.03, 'Distanz': 0.04, 'zur': 0.025, 'Armee': 0.02, 'vernünftiger': 0.03, 'Blattmann': 0.18, 'Kampfflugzeuge': 0, 'seien': 0, 'auf': 0, 'einen': 0, 'Gegner': 0, 'ausgerichtet': 0, '«': 0, 'den': 0, 'es': 0, '…': 0}",neutral,"[0.64346033, 0.3288832, 0.027656442]",,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @spschweiz: «Sicherheit schaffen wir als Gesellschaft nicht mit neuen Kampfflugzeugen, sondern in erster Linie durch ein Recht auf gute…",sicherheit schaffen gesellschaft neu kampfflugzeugen erst linie recht gut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'«': 0, 'Sicherheit': 0, 'schaffen': 0, 'wir': 0, 'als': 0, 'Gesellschaft': 0, 'nicht': 0, 'mit': 0, 'neuen': 0, 'Kampfflugzeugen': 0, 'sondern': 0, 'in': 0, 'erster': 0, 'Linie': 0, 'durch': 0, 'ein': 0, 'Recht': 0, 'auf': 0, 'gute': 0, '…': 0}",neutral,"[0.5711826, 0.047846887, 0.38097045]",,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,86.0,0.7,neutral,"RT @teamhumanCH: Digital, offen, dezentral: @teamhumanCH ist die Ideenwerkstatt für eine soziale und demokratische #Digitalisierung. Jetzt…",digital offen dezentral ideenwerkstatt soziale demokratische digitalisierung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Digital': 0.2, 'offen': 0.12, 'dezentral': 1.0, 'ist': 0.09, 'die': 0.06, 'Ideenwerkstatt': 0.075, 'für': 0.04, 'eine': 0, 'soziale': 0.05, 'und': 0.03, 'demokratische': 0.08, 'Digitalisierung': 0, 'Jetzt': 0.06, '…': 0}",positive,"[0.0014171588, 0.0010985179, 0.9974843]",,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @syndicom_de: Der #Bundesrat glaubt anscheinend, dass es in der digitalen Zukunft keine Arbeitnehmenden mehr braucht. #Digitalisierung w…",bundesrat glauben anscheinen digital zukunft arbeitnehmenden mehr brauchen digitalisierung w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.05, 'Bundesrat': 0, 'glaubt': 0.12, 'anscheinend': 0.09, 'dass': 0.05, 'es': 0, 'in': 0.03, 'der': 0.05, 'digitalen': 0.1, 'Zukunft': 0.09, 'keine': 0, 'Arbeitnehmenden': 0.05, 'mehr': 0, 'braucht': 0, 'Digitalisierung': 0, 'w': 0.3, '…': 0}",neutral,"[0.5067335, 0.041319046, 0.45194742]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @uschneiderschue: @spschweiz Tagung zur #Digitalisierung : Um Risiken und Gefahren zu mindern: müssen Grundrechte angepasst werden? Z.B.…,tagung digitalisierung risiken gefahren mindern müssen grundrechte angepasst z b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Tagung': 0, 'zur': 0.02, 'Digitalisierung': 0, 'Um': 0, 'Risiken': 0.08, 'und': 0.05, 'Gefahren': 0, 'zu': 0.02, 'mindern': 0.06, 'müssen': 0.03, 'Grundrechte': 0.065, 'angepasst': 0, 'werden': 0, 'Z.B.': 0, '…': 0}",neutral,"[0.7391819, 0.020991655, 0.23982644]",,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,BREAKING: Die Parlamentsmehrheit im Umgang mit Digitalisierung und Datenschutz: http://t.co/qTTrXjqQCQ #BÜPF #Schnüffelstaat,breaking parlamentsmehrheit umgang digitalisierung datenschutz büpf schnüffelstaat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'BREAKING': 0.09, 'Die': 0.11, 'Parlamentsmehrheit': 0.125, 'im': 0, 'Umgang': 0, 'mit': 0.38, 'Digitalisierung': 0, 'und': 1.0, 'Datenschutz': 0, 'BÜPF': 0, 'Schnüffelstaat': 0}",positive,"[0.2944844, 0.0123375915, 0.693178]",,,,,,,,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-0.85,negative,"RT @enussbi: Das Schlimmste am heutigen Abstimmungssonntag sind all die JournalistInnen, welche #Menschenrechte und #Umweltschutz als linke…",schlimm heutig abstimmungssonntag all journalistinnen welch menschenrechte umweltschutz link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Das': 0.05, 'Schlimmste': 0.12, 'am': 0, 'heutigen': 0.04, 'Abstimmungssonntag': 0.08499999999999999, 'sind': 0.05, 'all': 0.05, 'die': 0.05, 'JournalistInnen': 0.12, 'welche': 0, 'Menschenrechte': 0.185, 'und': 0.41, 'Umweltschutz': 0.59, 'als': 0.16, 'linke': 0.28, '…': 0}",positive,"[0.070130594, 0.023588175, 0.90628123]",,,,,,,,,,,,,,,,,,,negative
100.0,100.0,100.0,1.0,positive,"Mein Facebook News Feed färbt sich orange. Die #Schweiz zeigt Farbe für globale Verantwortung, für Menschenrechte und Umweltschutz, gegen den neoliberalen Zynismus und für die @konzern_vi. Und ich finde das grad wahnsinnig schön! #Zusammen",facebook news feed färben orange schweiz zeigen farbe global verantwortung menschenrechte umweltschutz neoliberalen zynismus finden grad wahnsinnig schön zusammen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Mein': 0.04, 'Facebook': 0.06, 'News': 0.05, 'Feed': 0.05, 'färbt': 0.06, 'sich': 0, 'orange': 0.04, 'Die': 0, 'Schweiz': 0, 'zeigt': 0, 'Farbe': 0, 'für': 0.06, 'globale': 0, 'Verantwortung': 0.08, 'Menschenrechte': 0.095, 'und': 0.09, 'Umweltschutz': 0.08, 'gegen': 0.08, 'den': 0, 'neoliberalen': 0.11, 'Zynismus': 0.1, 'die': 0, 'Und': 0.09, 'ich': 0.04, 'finde': 0, 'das': 0.07, 'grad': 0, 'wahnsinnig': 0, 'schön': 0, 'Zusammen': 1.0}",positive,"[0.0026747158, 0.0027029882, 0.99462235]",,,,,,,,,,,,,,,,,,,positive
50.0,25.0,28.0,-0.15,neutral,"GROSS! Hans-Ulrich Bigler, Direktor des @gewerbeverband|s und Ex-#FDP-Nationalrat, äussert Sympathien für die @konzern_vi. Und die Konzern-Lobby um @economiesuisse schäumt vor Wut! #Menschenrechte #umweltschutz https://t.co/TzyaT7gYUD",gross hans ulrich bigler direktor s ex fdp nationalrat äussert sympathien konzern lobby schäumen wut menschenrechte umweltschutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'GROSS': 0, 'Hans-Ulrich': 0, 'Bigler': 0.03, 'Direktor': 0.03, 'des': 0, '|s': 0, 'und': 0.04, 'Ex-#FDP-Nationalrat': 0.29750000000000004, 'äussert': 0.04, 'Sympathien': 0, 'für': 0.02, 'die': 0.04, 'Und': 0.04, 'Konzern-Lobby': 0.03, 'um': 0, 'schäumt': 0, 'vor': 0, 'Wut': 0, 'Menschenrechte': 0.20500000000000002, 'umweltschutz': 0.355}",positive,"[0.018670848, 0.00580808, 0.975521]",,,,,,,,,,,,,,,,,,,neutral
75.0,75.0,71.0,0.35,neutral,"Heute bleiben wichtige Anliegen bei internationalen Handelsbeziehungen der Schweiz auf der Strecke: die Menschenrechte oder der Klima- und Umweltschutz. 

Deshalb brauchen wir über ein #Aussenhandelsgesetz mehr Demokratie bei Handelsverträgen! https://t.co/FMHkeRqWIw https://t.co/BFCs2On54F",heute bleiben wichtig anliegen international handelsbeziehungen schweiz strecken menschenrechte klima umweltschutz deshalb brauchen aussenhandelsgesetz mehr demokratie handelsverträgen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Heute': 0.07, 'bleiben': 0, 'wichtige': 0.09, 'Anliegen': 0, 'bei': 0, 'internationalen': 0.05, 'Handelsbeziehungen': 0.06, 'der': 0.09, 'Schweiz': 0.07, 'auf': 0, 'Strecke': 0, 'die': 0.09, 'Menschenrechte': 0.62, 'oder': 1.0, 'Klima-': 0.71, 'und': 1.0, 'Umweltschutz': 0.415, 'Deshalb': 0, 'brauchen': 0.12, 'wir': 0, 'über': 0, 'ein': 0, 'Aussenhandelsgesetz': 0.06, 'mehr': 0.08, 'Demokratie': 0.17, 'Handelsverträgen': 0.06}",positive,"[0.0021492944, 0.0017753295, 0.99607533]",,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,RT @claufriedl: Die FDP macht auf Umweltschutz – diese 7 Abstimmungen im Parlament beweisen das Gegenteil - https://t.co/jpKXvkwYSf via @wa…,fdp umweltschutz abstimmungen parlament beweisen gegenteil via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.13, 'FDP': 0.59, 'macht': 0, 'auf': 0, 'Umweltschutz': 0.765, '–': 0, 'diese': 0, '7': 0, 'Abstimmungen': 0, 'im': 0, 'Parlament': 0, 'beweisen': 0, 'das': 0, 'Gegenteil': 0, 'via': 0, '…': 0}",positive,"[0.018148854, 0.010159979, 0.9716912]",,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"RT @David_Stampfli: Die FDP macht jetzt auf #Umweltschutz.

Also, ausser es wird konkret.

Etwa wenn Jugendliche auf die Strasse gehen.

Od…",fdp umweltschutz ausser konkret etwa jugendlich strasse gehen od,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Die': 0.05, 'FDP': 0.34, 'macht': 0, 'jetzt': 0.23, 'auf': 0.69, 'Umweltschutz': 0.72, 'Also': 0, 'ausser': 0, 'es': 0.04, 'wird': 0, 'konkret': 0, 'Etwa': 0, 'wenn': 0, 'Jugendliche': 0, 'die': 0.05, 'Strasse': 0, 'gehen': 0, 'Od': 0, '…': 0}",positive,"[0.44327945, 0.021775566, 0.534945]",,,,,,,,,,,,,,,,,,,neutral
75.0,75.0,71.0,0.2333333333333333,negative,"Der #Bundesrat will keinen Beitritt zur #EU und lehnt meine entsprechende Motion ab. Was er will, bleibt weiter unklar. Abwarten und vorschnell Optionen ausschliessen ist sicher nicht im Interesse von demokratischer Souveränität, Menschen und Wirtschaft!
https://t.co/qoImM8qVPw",bundesrat beitreten eu lehnen entsprechend motion ab bleiben weit unklar abwarten vorschnell optionen ausschliessen sichern interesse demokratisch souveränität menschen wirtschaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.08, 'Bundesrat': 0, 'will': 0, 'keinen': 0, 'Beitritt': 0, 'zur': 0.045, 'EU': 0, 'und': 0.19, 'lehnt': 0.09, 'meine': 0.04, 'entsprechende': 0, 'Motion': 0.04, 'ab': 0, 'Was': 0, 'er': 0.19, 'bleibt': 0.14, 'weiter': 0, 'unklar': 0.29, 'Abwarten': 0, 'vorschnell': 0, 'Optionen': 0.09, 'ausschliessen': 0, 'ist': 0.19, 'sicher': 0, 'nicht': 0.29, 'im': 0, 'Interesse': 0, 'von': 0, 'demokratischer': 0.14, 'Souveränität': 0.12, 'Menschen': 0.12, 'Wirtschaft': 0}",negative,"[0.03872414, 0.92518395, 0.03609188]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Für die Aufnahme von Beitrittsverhandlungen mit der Europäischen Union.🇪🇺 Meine Motion im @ParlCH: https://t.co/qoImM8qVPw https://t.co/xbbSd1Q3dQ,aufnahme beitrittsverhandlungen europäisch union motion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Für': 0.32, 'die': 0.08, 'Aufnahme': 0, 'von': 0, 'Beitrittsverhandlungen': 0.20500000000000002, 'mit': 0.09, 'der': 0.08, 'Europäischen': 0.17, 'Union': 0.09, '🇪': 0, '🇺': 0, 'Meine': 0, 'Motion': 0, 'im': 0}",neutral,"[0.8654211, 0.028478337, 0.10610065]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @JanosAmmann: Im Gespräch erklärt @FabianMolinaNR weshalb er jetzt den EU-Beitritt ins Spiel bringt. Es sei ein Fehler, nur auf die wirt…",gespräch erklären weshalb eu beitreten spiel bringen fehler wirt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Im': 0, 'Gespräch': 0.12, 'erklärt': 0, 'weshalb': 0, 'er': 1.0, 'jetzt': 0.1, 'den': 0.06, 'EU-Beitritt': 0.07, 'ins': 0, 'Spiel': 0, 'bringt': 0, 'Es': 1.0, 'sei': 0, 'ein': 0, 'Fehler': 0, 'nur': 0.33, 'auf': 0.12, 'die': 0.06, 'wirt': 0, '…': 0}",neutral,"[0.54715574, 0.43652102, 0.016323252]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @HauptstadtBrcht: Warum bringt @FabianMolinaNR jetzt den EU-Beitritt ins Spiel? Im Gespräch erklärt er seine Beweggründe und welche Lehr…,warum bringen eu beitreten spiel gespräch erklären beweggründe welch lehr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Warum': 0.15, 'bringt': 0, 'jetzt': 0.08, 'den': 0, 'EU-Beitritt': 0.065, 'ins': 0, 'Spiel': 0, 'Im': 0, 'Gespräch': 0, 'erklärt': 0, 'er': 0, 'seine': 0.3, 'Beweggründe': 0, 'und': 0.46, 'welche': 0, 'Lehr': 0, '…': 0}",neutral,"[0.97131777, 0.026323246, 0.0023589958]",,,,,,,,,,,,,,,,neutral
0.0,0.0,0.0,-0.85,negative,"RT @sonntagszeitung: Genossen zünden den EU-Turbo: SP-Spitze will den Bundesrat zu Beitrittsverhandlungen zwingen. (Abo)
https://t.co/NtoWW…",genießen zünden eu turbo sp spitz bundesrat beitrittsverhandlungen zwingen abo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Genossen': 0, 'zünden': 0.18, 'den': 0.14, 'EU-Turbo': 0, 'SP-Spitze': 0.11, 'will': 0, 'Bundesrat': 0.20500000000000002, 'zu': 0.1, 'Beitrittsverhandlungen': 0.19, 'zwingen': 0.16, 'Abo': 1.0}",neutral,"[0.55929834, 0.38251, 0.058191705]",,,,,,,,,,,,,,,,negative
75.0,100.0,86.0,0.5,neutral,"René Felber war einer, der die globale Verantwortung unseres Landes ernst nahm. Als Bundesrat kämpfte er für internationale Solidarität und Mitbestimmung – und folgerichtig für den Beitritt der #Schweiz zur #EU. Jetzt ist er nicht mehr. RIP Camarade! https://t.co/L8lhHYjDlz",rené felber global verantwortung landes ernst nehmen bundesrat kämpfen internationale solidarität mitbestimmung folgerichtig beitreten schweiz eu mehr rip camarade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'René': 0, 'Felber': 0.09, 'war': 0, 'einer': 0, 'der': 0, 'die': 0.04, 'globale': 0, 'Verantwortung': 0.04, 'unseres': 0, 'Landes': 0.04, 'ernst': 0, 'nahm': 0.03, 'Als': 0, 'Bundesrat': 0.05, 'kämpfte': 0.17, 'er': 0, 'für': 0, 'internationale': 0.06, 'Solidarität': 0.09, 'und': 0, 'Mitbestimmung': 0, '–': 0, 'folgerichtig': 0, 'den': 0, 'Beitritt': 0, 'Schweiz': 0, 'zur': 0, 'EU': 0, 'Jetzt': 0, 'ist': 0, 'nicht': 0, 'mehr': 0, 'RIP': 0, 'Camarade': 0}",negative,"[0.025802206, 0.9092547, 0.06494306]",,,,,,,,,,,,,,,,positive
