answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3434,absa_sentiment_3434,absa_scores_3434,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3471,absa_sentiment_3471,absa_scores_3471,absa_token_weights_3477,absa_sentiment_3477,absa_scores_3477,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
50.0,75.0,71.0,0.175,neutral,RT @operationlibero: Mit wenigen zusätzlichen Stimmen kommen wir bei #Wahlen19 in wichtigen Themen wie #Digitalisierung oder #EheFürAlle we…,wenig zusätzlich stimmen kommen wahlen19 wichtig themen digitalisierung ehefüralle we,,,,,,,,,,,,,,,,,,,,,,,,,"{'Mit': 0.03, 'wenigen': 0.02, 'zusätzlichen': 0.03, 'Stimmen': 0, 'kommen': 0.07, 'wir': 0, 'bei': 0, 'Wahlen19': 0, 'in': 0.18, 'wichtigen': 0.28, 'Themen': 0, 'wie': 0, 'Digitalisierung': 0, 'oder': 0.66, 'EheFürAlle': 0, 'we': 0.16, '…': 0}",positive,"[0.027606862, 0.0039609517, 0.9684322]",,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Herr Brunner findet den AKW-Strom den ""saubersten Strom"". Diskutieren wir doch mal Atommüll? Fukushima? Umweltschutz? #srfarena",herr brunner finden akw strom sauber strom diskutieren mal atommüll fukushima umweltschutz srfarena,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Herr': 0, 'Brunner': 0.13, 'findet': 0, 'den': 0.07, 'AKW-Strom': 0.18, 'saubersten': 0.16, 'Strom': 0, 'Diskutieren': 0, 'wir': 0, 'doch': 0, 'mal': 0, 'Atommüll': 0.265, 'Fukushima': 0.25, 'Umweltschutz': 0.38, 'srfarena': 0.2}",neutral,"[0.9906413, 0.008231508, 0.0011271525]",,,,,,,,,,,,,neutral
50.0,25.0,28.0,-0.15,negative,@UrsBolt @rainmeie Seit wann kümmert euch der Umweltschutz? Sehr scheinheilig.,seit wann kümmern umweltschutz scheinheilig,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Seit': 0.26, 'wann': 0.3, 'kümmert': 0.95, 'euch': 0.17, 'der': 0, 'Umweltschutz': 0.605, 'Sehr': 0.14, 'scheinheilig': 0.31}",neutral,"[0.7989879, 0.15408689, 0.046925146]",,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,@gregorbachmann Seit wann kümmert sich JF und SVP um Umweltschutz? @wahlch15,seit wann kümmern jf svp umweltschutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Seit': 0, 'wann': 0, 'kümmert': 0.15, 'sich': 0, 'JF': 0.15, 'und': 0.13, 'SVP': 0, 'um': 0, 'Umweltschutz': 0.25}",neutral,"[0.94390994, 0.04754562, 0.008544468]",,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,RT @CVP_PDC: Das CVP-Parteipräsidium beschliesst an seiner Sitzung die einstimmige Ablehnung der NoBillag-Initiative. #NeinzuNoBillag #Abst…,cvp parteipräsidium beschliesst sitzung einstimmig ablehnung nobillag initiative neinzunobillag abst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Das': 0.49, 'CVP-Parteipräsidium': 0.175, 'beschliesst': 0.65, 'an': 0, 'seiner': 0, 'Sitzung': 0.29, 'die': 0.49, 'einstimmige': 0, 'Ablehnung': 0, 'der': 0.49, 'NoBillag-Initiative': 0, 'NeinzuNoBillag': 0.51, 'Abst': 0.14, '…': 0}",neutral,"[0.83309066, 0.13560762, 0.031301677]",,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @PattiBasler: Beim Neujahrsfeuerwerk wird mehr CO2 produziert, als in 2 Monaten Strassenverkehr.  Drum flieg ich über Silvester immer au…",beim neujahrsfeuerwerk mehr co2 produzieren monaten strassenverkehr drum flieg silvester immer au,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Beim': 0.11000000000000001, 'Neujahrsfeuerwerk': 0.0925, 'wird': 0, 'mehr': 0.11, 'CO2': 0.19, 'produziert': 0.08, 'als': 0, 'in': 0.11, 'Monaten': 0.09, 'Strassenverkehr': 0.16499999999999998, 'Drum': 0, 'flieg': 0.42, 'ich': 0.16, 'über': 0.34, 'Silvester': 0.265, 'immer': 0.34, 'au': 0, '…': 0}",neutral,"[0.8836478, 0.077546574, 0.038805645]",,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @martin_candinas: Der öffentliche Verkehr braucht die Strasse https://t.co/UuL2yYOIrE via @tagesanzeiger,öffentlich verkehr brauchen strasse via,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.3, 'öffentliche': 0.25, 'Verkehr': 0, 'braucht': 0.54, 'die': 0.3, 'Strasse': 0, 'via': 1.0}",neutral,"[0.5670578, 0.03719065, 0.39575163]",,,,neutral
50.0,75.0,57.0,0.0,neutral,"RT @Agroblogger: Der @chbauernverband sagt Nein zu #NoBillag. Landwirtschaftskammer (das Parlament) mit 51 Nein, 4 Ja, 13 Enthaltungen",sagen nein nobillag landwirtschaftskammer parlament nein ja enthaltungen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0, 'sagt': 1.0, 'Nein': 0.04, 'zu': 0.33, 'NoBillag': 0.11, 'Landwirtschaftskammer': 0.0775, 'das': 0, 'Parlament': 0.06, 'mit': 0.06, 'Ja': 0, 'Enthaltungen': 0.09}",neutral,"[0.5215562, 0.008892413, 0.4695513]",neutral
50.0,75.0,57.0,0.0,neutral,"RT @BucherRalf: Nicht nur Markus Ritter hat Ja gesagt, sondern die Landwirtschaftskammer und zwar sehr deutlich, inkl. viele SVP- Mitgliede…",markus ritter ja sagen landwirtschaftskammer deutlich inkl svp mitgliede,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Nicht': 0.27, 'nur': 0.5, 'Markus': 0.31, 'Ritter': 0.15, 'hat': 0, 'Ja': 0.14, 'gesagt': 1.0, 'sondern': 0.51, 'die': 0.1, 'Landwirtschaftskammer': 0.40499999999999997, 'und': 0.14, 'zwar': 0, 'sehr': 0.08, 'deutlich': 0, 'inkl.': 0, 'viele': 0, 'SVP-': 0, 'Mitgliede': 0.07, '…': 0}",positive,"[0.023903731, 0.002438888, 0.9736573]",neutral
100.0,100.0,100.0,1.0,neutral,Der @chbauernverband sagt Ja zur #AV2020! Zeigt: CVP vertritt Interessen der Landwirtschaft besser als SVP! #ES2050 https://t.co/J5JYCEnHcv,sagen ja av2020 zeigen cvp vertreten interessen landwirtschaft gut svp es2050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Der': 0.29, 'sagt': 0.11, 'Ja': 0, 'zur': 0.175, 'AV2020': 0.12, 'Zeigt': 0, 'CVP': 0.44, 'vertritt': 1.0, 'Interessen': 0.72, 'der': 0.29, 'Landwirtschaft': 1.0, 'besser': 0.39, 'als': 0, 'SVP': 0, 'ES2050': 0.12}",positive,"[0.010154559, 0.002301564, 0.98754394]",positive
0.0,0.0,0.0,-1.0,neutral,"Absurd: Hat NR Walter Müller Landwirtschaft vor sich, spricht er  Sunsetklausel schlecht &amp; wirbt gegen #ES2050, damit KEV unbefristet bleibe",absurd nr walter müller landwirtschaft sprechen sunsetklausel schlecht amp werben es2050 kev unbefristet bleiben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Absurd': 1.0, 'Hat': 0, 'NR': 0, 'Walter': 0.04, 'Müller': 0, 'Landwirtschaft': 0.5, 'vor': 0, 'sich': 0, 'spricht': 0, 'er': 0, 'Sunsetklausel': 0, 'schlecht': 0, 'amp': 0.03, 'wirbt': 0.07, 'gegen': 0, 'ES2050': 0.05, 'damit': 0.03, 'KEV': 0.03, 'unbefristet': 0, 'bleibe': 0}",negative,"[0.4562878, 0.5275135, 0.016198661]",negative
