answer_five,answer_four,answer_seven,polarity,sentiment_gs,tweet,tweet_tokens,absa_token_weights_3389,absa_sentiment_3389,absa_scores_3389,absa_token_weights_3392,absa_sentiment_3392,absa_scores_3392,absa_token_weights_3412,absa_sentiment_3412,absa_scores_3412,absa_token_weights_3414,absa_sentiment_3414,absa_scores_3414,absa_token_weights_3415,absa_sentiment_3415,absa_scores_3415,absa_token_weights_3417,absa_sentiment_3417,absa_scores_3417,absa_token_weights_3419,absa_sentiment_3419,absa_scores_3419,absa_token_weights_3431,absa_sentiment_3431,absa_scores_3431,absa_token_weights_3441,absa_sentiment_3441,absa_scores_3441,absa_token_weights_3444,absa_sentiment_3444,absa_scores_3444,absa_token_weights_3449,absa_sentiment_3449,absa_scores_3449,absa_token_weights_3450,absa_sentiment_3450,absa_scores_3450,absa_token_weights_3459,absa_sentiment_3459,absa_scores_3459,absa_token_weights_3463,absa_sentiment_3463,absa_scores_3463,absa_token_weights_3465,absa_sentiment_3465,absa_scores_3465,absa_token_weights_3466,absa_sentiment_3466,absa_scores_3466,absa_token_weights_3467,absa_sentiment_3467,absa_scores_3467,absa_token_weights_3468,absa_sentiment_3468,absa_scores_3468,absa_token_weights_3469,absa_sentiment_3469,absa_scores_3469,absa_token_weights_3472,absa_sentiment_3472,absa_scores_3472,absa_token_weights_3473,absa_sentiment_3473,absa_scores_3473,absa_token_weights_3475,absa_sentiment_3475,absa_scores_3475,absa_token_weights_3476,absa_sentiment_3476,absa_scores_3476,absa_token_weights_3478,absa_sentiment_3478,absa_scores_3478,absa_token_weights_3479,absa_sentiment_3479,absa_scores_3479,sentiment_tb
100.0,100.0,86.0,0.7,neutral,"Die Altersvorsorge ist zu reformieren, und zwar mit der End-Konsequenz einer Flexiblisierung des Rentenalters. https://t.co/dJABFeuaKL",altersvorsorge reformieren end konsequenz flexiblisierung rentenalters,,,,,,,"{'Die': 0.18, 'Altersvorsorge': 0.22999999999999998, 'ist': 0, 'zu': 0.05, 'reformieren': 0, 'und': 0, 'zwar': 0, 'mit': 0.08, 'der': 0.18, 'End-Konsequenz': 0.2, 'einer': 0, 'Flexiblisierung': 0, 'des': 0, 'Rentenalters': 0.5449999999999999}",positive,"[0.010587658, 0.0022154609, 0.9871969]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Die Angleichung des Rentenalters Mann und Frau auf 65/65 ist der erste Schritt, um die AHV strukturell zu sanieren. https://t.co/VGjYiRdGIt",angleichung rentenalters mann frau erste schritt ahv strukturell sanieren,,,,,,,"{'Die': 0.13, 'Angleichung': 0, 'des': 0, 'Rentenalters': 0.565, 'Mann': 0, 'und': 0.09, 'Frau': 0, 'auf': 0, 'ist': 0.53, 'der': 0.13, 'erste': 0.12, 'Schritt': 0.62, 'um': 0, 'die': 0.13, 'AHV': 0.12, 'strukturell': 0, 'zu': 0.71, 'sanieren': 0}",neutral,"[0.55150807, 0.04590235, 0.4025895]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Der wirtschaftsverträgliche zweiwöchige Vaterschaftsurlaub ist der erste Schritt in die Richtung der Gleichberechtigung der Elternteile in der Familienarbeit. Langfristig sehe ich eine 16-wöchige Elternzeit. JA zum Vaterschaftsurlaub! https://t.co/FJm8V0Fizn,wirtschaftsverträgliche zweiwöchige vaterschaftsurlaub erste schritt richtung gleichberechtigung elternteile familienarbeit langfristig sehen wöchige elternzeit ja vaterschaftsurlaub,,,,,,,,,,"{'Der': 0.05, 'wirtschaftsverträgliche': 0.37, 'zweiwöchige': 0, 'Vaterschaftsurlaub': 0.07500000000000001, 'ist': 0.65, 'der': 0.05, 'erste': 0.15, 'Schritt': 0.24, 'in': 0.04, 'die': 0.05, 'Richtung': 0.08, 'Gleichberechtigung': 0, 'Elternteile': 0, 'Familienarbeit': 0.065, 'Langfristig': 0.155, 'sehe': 0.17, 'ich': 0.07, 'eine': 0, '16-wöchige': 0.31, 'Elternzeit': 0.09, 'JA': 0, 'zum': 0.060000000000000005}",positive,"[0.0055614584, 0.002346312, 0.9920922]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"RT @TimoSteinlin: Die Männer müssen auch 3 Wochen ins #Militär, dies soll gehen, aber 2 Wochen #Vaterschaftsurlaub nicht? Die Schweiz gehör…",männer müssen wochen militär gehen wochen vaterschaftsurlaub schweiz gehör,,,,,,,,,,"{'Die': 0.04, 'Männer': 0.1, 'müssen': 0.13, 'auch': 0.05, 'Wochen': 0.31, 'ins': 0, 'Militär': 0.11, 'dies': 0, 'soll': 0, 'gehen': 0, 'aber': 0.09, 'Vaterschaftsurlaub': 0.48, 'nicht': 0.12, 'Schweiz': 0.16, 'gehör': 0, '…': 0}",neutral,"[0.86677027, 0.054714996, 0.078514755]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,negative,"RT @CVP_BL: Gestriger Parteitag der CVP BL: 
Ja zu den #Kampfjets
Nein zur #Begrenzungsinitiative
Ja zum #Jagdgesetz, #Vaterschaftsurlaub u…",gestrig parteitag cvp bl ja kampfjets nein begrenzungsinitiative ja jagdgesetz vaterschaftsurlaub u,,,,,,,,,,"{'Gestriger': 0.05, 'Parteitag': 0.06, 'der': 0.17, 'CVP': 0.06, 'BL': 0.06, 'Ja': 0.43, 'zu': 0.09, 'den': 0.17, 'Kampfjets': 0.07500000000000001, 'Nein': 0.07, 'zur': 0.13, 'Begrenzungsinitiative': 0.105, 'zum': 0.13, 'Jagdgesetz': 0.175, 'Vaterschaftsurlaub': 0.85, 'u': 0, '…': 0}",positive,"[0.16036229, 0.0058117514, 0.8338259]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Die FDP hat die NEIN-Parole zum Vaterschaftsurlaub gefasst. Damit zeigt die FDP ihren unliberalen Gesellschaftsgedanken. Es geht nur um die Wirtschaft.https://t.co/dsA77sxoMm via @watson_news von @sara_sera_,fdp nein parole vaterschaftsurlaub gefasst zeigen fdp unliberalen gesellschaftsgedanken gehen wirtschaft via,,,,,,,,,,"{'Die': 0.03, 'FDP': 0.04, 'hat': 0, 'die': 0.03, 'NEIN-Parole': 1.0, 'zum': 0.03, 'Vaterschaftsurlaub': 0.30000000000000004, 'gefasst': 0, 'Damit': 0, 'zeigt': 0, 'ihren': 0, 'unliberalen': 0, 'Gesellschaftsgedanken': 0, 'Es': 0, 'geht': 0, 'nur': 0, 'um': 0, 'Wirtschaft': 0, 'via': 0.02, 'von': 0.04}",negative,"[0.30002454, 0.54080045, 0.15917505]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @CVP_PDC: Wieso fordert die #CVP schon lange einen zweiwöchigen   Vaterschaftsurlaub? @AGmur erklärte es hier kurz und knapp. 💪🏼 Und nic…,wieso fordern cvp schon lang zweiwöchigen vaterschaftsurlaub erklären kurz knapp nic,,,,,,,,,,"{'Wieso': 0, 'fordert': 0, 'die': 0.14, 'CVP': 0.25, 'schon': 0, 'lange': 0.11, 'einen': 0.04, 'zweiwöchigen': 0, 'Vaterschaftsurlaub': 0.69, 'erklärte': 0.22, 'es': 0, 'hier': 0.05, 'kurz': 0, 'und': 0.05, 'knapp': 0, 'Und': 0.05, 'nic': 0, '…': 0}",neutral,"[0.5209719, 0.471741, 0.00728709]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"JA zu einem Vaterschaftsurlaub von zwei Wochen! Es ist der erste Schritt in die Gleichberechtigung von Mann und Frau bei der Familienarbeit. Langfristig gesehen setze ich mich für eine 14-wöchige Elternzeit ein.
https://t.co/Hgsuzy2zgz via @AargauerZeitung",ja vaterschaftsurlaub zwei wochen erste schritt gleichberechtigung mann frau familienarbeit langfristig sehen setzen wöchige elternzeit via,,,,,,,,,,"{'JA': 0.02, 'zu': 0.02, 'einem': 0, 'Vaterschaftsurlaub': 0.18, 'von': 0, 'zwei': 0.04, 'Wochen': 0.03, 'Es': 0.07, 'ist': 0.07, 'der': 0.02, 'erste': 0.06, 'Schritt': 0.06, 'in': 0.01, 'die': 0.02, 'Gleichberechtigung': 0, 'Mann': 0, 'und': 0.02, 'Frau': 0, 'bei': 0, 'Familienarbeit': 0.025, 'Langfristig': 0.025, 'gesehen': 0, 'setze': 0, 'ich': 0.06, 'mich': 0, 'für': 0, 'eine': 0, '14-wöchige': 0.02, 'Elternzeit': 0.025, 'ein': 0, 'via': 0.05}",positive,"[0.030374601, 0.0042373836, 0.96538806]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,100.0,0.85,neutral,RT @CVP_PDC: Der #Vaterschaftsurlaub leistet einen wichtigen Beitrag zur besseren Vereinbarkeit von Beruf &amp; Familie. Sagen wir Ja zu einer…,vaterschaftsurlaub leisten wichtig beitrag gut vereinbarkeit beruf amp familie sagen ja,,,,,,,,,,"{'Der': 0.05, 'Vaterschaftsurlaub': 0.5, 'leistet': 0, 'einen': 0, 'wichtigen': 0.17, 'Beitrag': 0.26, 'zur': 0.045, 'besseren': 0.06, 'Vereinbarkeit': 0.09, 'von': 0, 'Beruf': 0, 'amp': 0.1, 'Familie': 0.09, 'Sagen': 0.04, 'wir': 0, 'Ja': 0, 'zu': 0.04, 'einer': 0.11, '…': 0}",positive,"[0.0013205446, 0.0011709725, 0.9975084]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,Die CVP setzt sich für die bessere Vereinbarkeit von Beruf und Familie ein. Die EInführung von einem zweiwöchigen Vaterschaftsurlaub ist der erste Schritt dazu. https://t.co/vlHKbayttP,cvp setzen gut vereinbarkeit beruf familie einführung zweiwöchigen vaterschaftsurlaub erste schritt,,,,,,,,,,"{'Die': 0.1, 'CVP': 0.05, 'setzt': 0, 'sich': 0, 'für': 0, 'die': 0.1, 'bessere': 0.05, 'Vereinbarkeit': 0, 'von': 0, 'Beruf': 0, 'und': 0, 'Familie': 0, 'ein': 0, 'EInführung': 0, 'einem': 0, 'zweiwöchigen': 0, 'Vaterschaftsurlaub': 0.675, 'ist': 0.25, 'der': 0.1, 'erste': 0.18, 'Schritt': 0.1, 'dazu': 0}",positive,"[0.09413385, 0.004521093, 0.90134513]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,Dank der CVP gibt es jetzt zwei Wochen Vaterschaftsurlaub. https://t.co/ys03E9qeIK,danken cvp geben zwei wochen vaterschaftsurlaub,,,,,,,,,,"{'Dank': 0.19999999999999998, 'der': 0.1, 'CVP': 0.12, 'gibt': 0, 'es': 1.0, 'jetzt': 0.76, 'zwei': 0.21, 'Wochen': 0.78, 'Vaterschaftsurlaub': 0.395}",negative,"[0.11684687, 0.8614499, 0.021703202]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,Die CVP setzt sich für die Vereinbarkeit von Beruf und Familie ein. Eine Elternzeit mit zweiwöchigem Vaterschaftsurlaub ist zielführend. https://t.co/rPbxfm0aL5,cvp setzen vereinbarkeit beruf familie elternzeit zweiwöchigem vaterschaftsurlaub zielführend,,,,,,,,,,"{'Die': 0.09, 'CVP': 0.13, 'setzt': 0, 'sich': 0, 'für': 0, 'die': 0.09, 'Vereinbarkeit': 0.11, 'von': 0, 'Beruf': 0, 'und': 0.05, 'Familie': 0.11, 'ein': 0, 'Eine': 0, 'Elternzeit': 0.355, 'mit': 0.17, 'zweiwöchigem': 0.31, 'Vaterschaftsurlaub': 0.62, 'ist': 1.0, 'zielführend': 0}",positive,"[0.0022204926, 0.0011544306, 0.99662507]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,RT @CVP_PDC: Dank Einsatz der #CVP ist der 2-wöchige Vaterschaftsurlaub einen Schritt weiter. Er ist eine gewinnbringende Investition in di…,danken einsatz cvp wöchige vaterschaftsurlaub schritt weit gewinnbringende investition di,,,,,,,,,,"{'Dank': 0.13, 'Einsatz': 0, 'der': 1.0, 'CVP': 0.04, 'ist': 0.04, '2-wöchige': 0.13, 'Vaterschaftsurlaub': 0.69, 'einen': 0.04, 'Schritt': 0.08, 'weiter': 0.2, 'Er': 0.04, 'eine': 0.06, 'gewinnbringende': 0.28, 'Investition': 0.09, 'in': 0.02, 'di': 0, '…': 0}",positive,"[0.0027469888, 0.002214283, 0.9950387]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"Das geht nicht - Renten der Pensionskassen sollen nicht für die Zahlung von Sozialhilfe benutzt werden, sondern für die Altersvorsorge. Es ist klar, dass die Sozialhilfe zurückgezahlt werden muss, aber sicher nicht vom Altersguthaben -ZWECKENTFREMDUNG!!!
https://t.co/ebUFUl3HEm",gehen renten pensionskassen sollen zahlung sozialhilfe benutzen altersvorsorge klaren sozialhilfe zurückzahlen sichern altersguthaben zweckentfremdung,,,,,,,,,,,,,"{'Das': 0.05, 'geht': 0, 'nicht': 1.0, 'Renten': 0.06, 'der': 0.05, 'Pensionskassen': 0.025, 'sollen': 0.07, 'für': 0.05, 'die': 0.05, 'Zahlung': 0, 'von': 0.05, 'Sozialhilfe': 0.08, 'benutzt': 0.02, 'werden': 0, 'sondern': 0.22, 'Altersvorsorge': 0.055, 'Es': 0.43, 'ist': 0.43, 'klar': 1.0, 'dass': 0.35, 'zurückgezahlt': 0, 'muss': 0.11, 'aber': 0.22, 'sicher': 0, 'vom': 0.05, 'Altersguthaben': 0.03, '-ZWECKENTFREMDUNG': 0.12}",negative,"[0.1381021, 0.74587405, 0.11602396]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"RT @CVP_PDC: JA zum gemeinnützigen Wohnungsbau  #bezahlbareWohnungen #FondsDeRoulement #Solidarität. NEIN zur starren 10%-Regelung, die reg…",ja gemeinnützig wohnungsbau bezahlbarewohnungen fondsderoulement solidarität nein starren regelung reg,,,,,,,,,,,,,,,,"{'JA': 0, 'zum': 0.04, 'gemeinnützigen': 0, 'Wohnungsbau': 1.0, 'bezahlbareWohnungen': 0.9450000000000001, 'FondsDeRoulement': 0, 'Solidarität': 0.1, 'NEIN': 0.04, 'zur': 0.04, 'starren': 0, '10%-Regelung': 0.05, 'die': 0.05, 'reg': 0.08, '…': 0}",positive,"[0.004631915, 0.009016882, 0.9863512]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"Ich freue mich, dass in der Schweiz bei der Organspende die Widerspruchslösung eingeführt wird. Das ist ein Akt der Solidarität.
https://t.co/ja9P2jnhi1",freuen schweiz organspende widerspruchslösung einführen akt solidarität,,,,,,,,,,,,,,,,,,,"{'Ich': 0.03, 'freue': 0.02, 'mich': 0, 'dass': 0.06, 'in': 0.12, 'der': 0.05, 'Schweiz': 0.14, 'bei': 0, 'Organspende': 0.605, 'die': 0.05, 'Widerspruchslösung': 0.12, 'eingeführt': 0.53, 'wird': 0, 'Das': 0.05, 'ist': 0.06, 'ein': 0, 'Akt': 0, 'Solidarität': 0.27}",positive,"[0.030059876, 0.0028666952, 0.96707344]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"@MikiMaur @florinschuetz Ja, das Ausländerstimmrecht wird es wohl nie geben in der Schweiz, daher bleibt für die politische Mitsprache nur die Einbürgerung.",ja ausländerstimmrecht wohl nie geben schweiz daher bleiben politische mitsprache einbürgerung,,,,,,,,,,,,,,,,,,,,,,"{'Ja': 0, 'das': 0, 'Ausländerstimmrecht': 0.10500000000000001, 'wird': 0.59, 'es': 0.1, 'wohl': 0, 'nie': 0, 'geben': 0, 'in': 0.09, 'der': 0.09, 'Schweiz': 0.21, 'daher': 0, 'bleibt': 0, 'für': 0.05, 'die': 0.09, 'politische': 0.07, 'Mitsprache': 0, 'nur': 0.16, 'Einbürgerung': 0.56}",positive,"[0.042471953, 0.0033806658, 0.9541474]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
100.0,100.0,86.0,0.7,neutral,"Ein flächendeckender Mindestlohn über alle Branchen hinweg sind keine Lösung. Branchenspezifische Mindestlöhne, welche in Gesamtarbeitsverträgen (GAV) geregelt sind, haben demgegenüber sicher eine Daseinsberechtigung. Differenzierung hilft. https://t.co/uMdoQ1x32f",flächendeckender mindestlohn all branchen hinweg lösung branchenspezifische mindestlöhne welch gesamtarbeitsverträgen gav regeln demgegenüber sichern daseinsberechtigung differenzierung helfen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Ein': 0.03, 'flächendeckender': 0, 'Mindestlohn': 0.27, 'über': 0, 'alle': 0, 'Branchen': 0.03, 'hinweg': 0, 'sind': 0.02, 'keine': 0, 'Lösung': 1.0, 'Branchenspezifische': 0, 'Mindestlöhne': 0.045, 'welche': 0.02, 'in': 0.02, 'Gesamtarbeitsverträgen': 0.025, 'GAV': 0.02, 'geregelt': 0.03, 'haben': 0.04, 'demgegenüber': 0, 'sicher': 0, 'eine': 0, 'Daseinsberechtigung': 0.02, 'Differenzierung': 0.14, 'hilft': 0.69}",negative,"[0.33133638, 0.3595882, 0.3090755]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
75.0,75.0,71.0,0.3333333333333333,neutral,"Das kantonale Gesundheitswesen bedarf endlich eines Mindestlohns und eine dynamische Obergrenze bei der Anzahl zu Pflegenden pro Pflegeperson. So können die Pflegepersonen mehr Zeit pro Patient investieren und haben weniger Stress.
https://t.co/JY7We1vCOH via @luzernerzeitung",kantonale gesundheitswesen bedarf endlich mindestlohns dynamisch obergrenze anzahl pflegend pro pflegeperson pflegepersonen mehr zeit pro patient investieren wenig stress via,,,,,,,,,,,,,,,,,,,,,,,,,"{'Das': 0.05, 'kantonale': 0.17, 'Gesundheitswesen': 0, 'bedarf': 0, 'endlich': 0, 'eines': 0, 'Mindestlohns': 0.62, 'und': 0.04, 'eine': 0, 'dynamische': 0.18, 'Obergrenze': 0.235, 'bei': 0, 'der': 0.05, 'Anzahl': 0, 'zu': 0.05, 'Pflegenden': 0, 'pro': 0, 'Pflegeperson': 0, 'So': 0, 'können': 0, 'die': 0.05, 'Pflegepersonen': 0, 'mehr': 0.04, 'Zeit': 0.04, 'Patient': 0.03, 'investieren': 0.07, 'haben': 0.05, 'weniger': 0, 'Stress': 0.06, 'via': 0.07}",negative,"[0.113952816, 0.57152987, 0.31451735]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
100.0,100.0,100.0,1.0,neutral,"Dies ist nicht so hinnehmbar. Das Gesundheitswesen braucht endlich einen Gesamtarbeitsvertrag (GAV) mit einem Mindestlohn. Zudem soll es eine situative Obergrenze für die Anzahl zu Pflegenden pro Pflegeperson geben. Der Pflegeberuf ist zu wertvoll, als dass man ihn nicht schätzt. https://t.co/GYXGYUCQZm",hinnehmbar gesundheitswesen brauchen endlich gesamtarbeitsvertrag gav mindestlohn zudem situative obergrenze anzahl pflegend pro pflegeperson geben pflegeberuf wertvoll schätzen,,,,,,,,,,,,,,,,,,,,,,,,,"{'Dies': 0, 'ist': 0.02, 'nicht': 0.02, 'so': 0.02, 'hinnehmbar': 0.03, 'Das': 0.02, 'Gesundheitswesen': 0.05, 'braucht': 0.08, 'endlich': 0, 'einen': 0.03, 'Gesamtarbeitsvertrag': 0.0825, 'GAV': 0.08, 'mit': 0.35, 'einem': 0, 'Mindestlohn': 1.0, 'Zudem': 0.09, 'soll': 0, 'es': 0.02, 'eine': 0, 'situative': 0.1, 'Obergrenze': 0.055, 'für': 0.02, 'die': 0.02, 'Anzahl': 0, 'zu': 0.02, 'Pflegenden': 0, 'pro': 0, 'Pflegeperson': 0, 'geben': 0, 'Der': 0.02, 'Pflegeberuf': 0.035, 'wertvoll': 0.04, 'als': 0, 'dass': 0, 'man': 0, 'ihn': 0, 'schätzt': 0}",neutral,"[0.6349824, 0.011554541, 0.35346305]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,positive
50.0,75.0,57.0,0.0,neutral,"Und die nächste bürokratische Forderung der Aargauer SP - ein kantonaler Mindestlohn über alle Branchen hinweg. Bei der SP herrscht ein Ungleichgewicht zwischen Staat und Privatwirtschaft vor, nämlich in Richtung zu viel Staat. 
https://t.co/6RjMKeWxbz via @AargauerZeitung",nächst bürokratische forderung aargauer sp kantonaler mindestlohn all branchen hinweg sp herrschen ungleichgewicht staat privatwirtschaft nämlich richtung staat via,,,,,,,,,,,,,,,,,,,,,,,,,"{'Und': 0.04, 'die': 0.02, 'nächste': 0.14, 'bürokratische': 0.14, 'Forderung': 0, 'der': 0.02, 'Aargauer': 0.31, 'SP': 0.04, 'ein': 0, 'kantonaler': 0.68, 'Mindestlohn': 0.55, 'über': 0, 'alle': 0, 'Branchen': 0, 'hinweg': 0, 'Bei': 0, 'herrscht': 0, 'Ungleichgewicht': 0.29, 'zwischen': 0.03, 'Staat': 0.08, 'und': 0.04, 'Privatwirtschaft': 0.04, 'vor': 0, 'nämlich': 0.11, 'in': 0.02, 'Richtung': 0.04, 'zu': 0, 'viel': 1.0, 'via': 0.07}",positive,"[0.28175312, 0.022708265, 0.6955386]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Glücklicherweise wird der Kündigungsschutz für Mütter nicht verlängert.
https://t.co/NDLtL6kZM6",glücklicherweise kündigungsschutz mütter verlängern,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Glücklicherweise': 0, 'wird': 0, 'der': 0, 'Kündigungsschutz': 0.5175000000000001, 'für': 0.23, 'Mütter': 0.27, 'nicht': 0.9, 'verlängert': 1.0}",neutral,"[0.41845447, 0.26797947, 0.3135661]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Das Seco des Bundes sieht keine Entlassungswelle durch die Corona-Massnahmen. Aber wo leben die? Tagtäglich müssen Firmen dicht machen. Ah, ich weiss, die Seco-Aussage bezieht sich auf den eigenen Staatsbetrieb mit dem starken Kündigungsschutz. 
https://t.co/csDiomqTMP",seco bundes sehen entlassungswelle corona massnahmen leben tagtäglich müssen firmen dicht ah weiss seco aussagen beziehen eigen staatsbetrieb stark kündigungsschutz,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Das': 0.06, 'Seco': 0, 'des': 0, 'Bundes': 0.04, 'sieht': 0.03, 'keine': 0, 'Entlassungswelle': 0.0325, 'durch': 0, 'die': 0.06, 'Corona-Massnahmen': 0.03, 'Aber': 0.03, 'wo': 0.03, 'leben': 0, 'Tagtäglich': 0.01, 'müssen': 0.07, 'Firmen': 0.03, 'dicht': 0, 'machen': 0.01, 'Ah': 0.05, 'ich': 0.03, 'weiss': 0, 'Seco-Aussage': 0.060000000000000005, 'bezieht': 0.08, 'sich': 0, 'auf': 0, 'den': 0.06, 'eigenen': 0.11, 'Staatsbetrieb': 0.06, 'mit': 0.28, 'dem': 0.075, 'starken': 0, 'Kündigungsschutz': 0.42500000000000004}",positive,"[0.001533681, 0.0013495357, 0.9971168]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"Standesinitiative fordert längeren Kündigungsschutz für Mütter. Diese Initiative erreicht nur, dass der Berufseinstieg für Mütter nach der Schwangerschaft noch mehr erschwert ist. Völlig kontraproduktiv.  https://t.co/T78TY6Keos?",standesinitiative fordern lang kündigungsschutz mütter initiative erreichen berufseinstieg mütter schwangerschaft mehr erschweren völlig kontraproduktiv,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'Standesinitiative': 0.24, 'fordert': 0.43, 'längeren': 1.0, 'Kündigungsschutz': 0.43000000000000005, 'für': 0.03, 'Mütter': 0.03, 'Diese': 0.09, 'Initiative': 0.09, 'erreicht': 0, 'nur': 0.07, 'dass': 0, 'der': 0, 'Berufseinstieg': 0, 'nach': 0.04, 'Schwangerschaft': 0.05, 'noch': 0, 'mehr': 0.04, 'erschwert': 0.07, 'ist': 0, 'Völlig': 0, 'kontraproduktiv': 0.13}",positive,"[0.0524498, 0.28238422, 0.665166]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
50.0,75.0,57.0,0.0,neutral,"BRAVO! Im Rahmen eines griffigen CO2-Gesetzes wird sowohl eine Flugticketabgabe als auch eine Verdopplung der Abgabe auf fossile Brennstoffe eingeführt. Die eintönigen und ermüdenden SVP-Argumente (Belastung der Wirtschaft, neu: Corona) zündeten nicht.
https://t.co/dRXE5DhrVT",bravo rahmen griffig co2 gesetzes sowohl flugticketabgabe verdopplung abgabe fossile brennstoffe einführen eintönig ermüdend svp argumente belastung wirtschaft neu corona zünden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'BRAVO': 0.03, 'Im': 0, 'Rahmen': 0, 'eines': 0, 'griffigen': 0, 'CO2-Gesetzes': 0.025, 'wird': 0.07, 'sowohl': 0.02, 'eine': 0, 'Flugticketabgabe': 0.025, 'als': 0.02, 'auch': 0, 'Verdopplung': 0.02, 'der': 0.03, 'Abgabe': 0, 'auf': 0.06, 'fossile': 0.02, 'Brennstoffe': 0.01, 'eingeführt': 0.06, 'Die': 0.03, 'eintönigen': 0.24, 'und': 0.06, 'ermüdenden': 0.14, 'SVP-Argumente': 0, 'Belastung': 0, 'Wirtschaft': 0, 'neu': 0.09, 'Corona': 0.04, 'zündeten': 0, 'nicht': 1.0}",neutral,"[0.58427197, 0.1776271, 0.23810095]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neutral
